Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1187,12,11,1,91.7%,60,16,44,→ 0,0
2,ScorpioSpear,1126,21,15,6,71.4%,77,42,35,→ 0,0
3,ImpactDrake,1112,26,18,8,69.2%,98,57,41,→ 0,0
4,TuskMammoth,1094,36,25,11,69.4%,122,88,34,→ 0,0
5,SharkScale,1094,14,10,4,71.4%,57,29,28,→ 0,0
6,GolemRock,1065,24,15,9,62.5%,74,54,20,→ 0,0
7,CobaltDragoon,1064,20,13,7,65.0%,70,46,24,→ 0,0
8,LeonCrest,1046,20,11,9,55.0%,61,52,9,→ 0,0
9,FoxBrush,1044,22,14,8,63.6%,68,56,12,→ 0,0
10,WeissTiger,1029,14,8,6,57.1%,41,34,7,→ 0,0
11,PerseusDark,1023,17,9,8,52.9%,52,44,8,→ 0,0
12,DranBrave,1019,21,11,10,52.4%,62,56,6,→ 0,0
13,HellsChain,1016,18,9,9,50.0%,55,46,9,→ 0,0
14,RhinoReaper,1016,16,8,8,50.0%,53,53,0,→ 0,0
15,WyvernHover,1013,5,3,2,60.0%,13,11,2,→ 0,0
16,HellsReaper,1008,16,8,8,50.0%,45,42,3,→ 0,0
17,KnightMail,1007,17,8,9,47.1%,49,46,3,→ 0,0
18,CerberusFlame,1005,22,11,11,50.0%,55,59,-4,▲ 8,+15
19,LeonClaw,1005,16,8,8,50.0%,43,48,-5,▼ 1,0
20,WizardArc,1000,14,6,8,42.9%,44,47,-3,▼ 1,0
21,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,▼ 1,0
22,ClockMirage,1000,0,0,0,0.0%,0,0,0,▼ 1,0
23,HellsBrave,1000,0,0,0,0.0%,0,0,0,▼ 1,0
24,DranSword,994,21,11,10,52.4%,56,65,-9,→ 0,0
25,UnicornSting,993,16,8,8,50.0%,39,42,-3,→ 0,0
26,CrimsonGaruda,988,18,8,10,44.4%,45,52,-7,▲ 1,0
27,WolfHunt,988,3,1,2,33.3%,6,8,-2,▲ 1,0
28,CobaltDrake,986,11,4,7,36.4%,31,37,-6,▲ 1,0
29,DranDagger,985,21,10,11,47.6%,58,66,-8,▲ 1,0
30,ViperTail,984,16,7,9,43.8%,43,49,-6,▼ 7,-15
31,EmperorMight,983,3,1,2,33.3%,4,10,-6,→ 0,0
32,SolEclipse,983,14,6,8,42.9%,39,45,-6,→ 0,0
33,SharkEdge,975,20,9,11,45.0%,50,64,-14,→ 0,0
34,SilverWolf,974,13,5,8,38.5%,34,42,-8,→ 0,0
35,WhaleWave,970,19,8,11,42.1%,49,64,-15,→ 0,0
36,WizardRod,966,15,6,9,40.0%,40,50,-10,→ 0,0
37,PhoenixWing,957,24,10,14,41.7%,58,79,-21,→ 0,0
38,PhoenixRudder,952,9,3,6,33.3%,17,31,-14,→ 0,0
39,WhaleFlame,951,5,1,4,20.0%,8,19,-11,→ 0,0
40,DranBuster,946,11,3,8,27.3%,24,38,-14,→ 0,0
41,PegasusBlast,932,8,2,6,25.0%,15,30,-15,→ 0,0
42,SamuraiSaber,925,13,3,10,23.1%,24,43,-19,→ 0,0
43,TyrannoBeat,924,12,3,9,25.0%,22,42,-20,→ 0,0
44,BlackShell,919,9,2,7,22.2%,11,32,-21,→ 0,0
45,HellsHammer,900,5,0,5,0.0%,6,23,-17,→ 0,0
46,WizardArrow,869,7,0,7,0.0%,7,28,-21,→ 0,0
