Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,FoxBrush,1114,12,10,2,83.3%,49,22,27,→ 0,-8
2,ImpactDrake,1092,10,8,2,80.0%,40,18,22,→ 0,-3
3,CerberusFlame,1067,6,5,1,83.3%,21,8,13,▲ 1,+31
4,TuskMammoth,1061,9,7,2,77.8%,34,22,12,▼ 1,+18
5,RhinoReaper,1061,8,6,2,75.0%,31,22,9,→ 0,+29
6,CobaltDragoon,1060,7,5,2,71.4%,28,14,14,→ 0,+29
7,DranDagger,1044,7,5,2,71.4%,24,15,9,▲ 1,+27
8,ViperTail,1042,6,4,2,66.7%,21,14,7,▲ 6,+41
9,DranSword,1036,7,5,2,71.4%,25,19,6,▲ 1,+27
10,WeissTiger,1029,5,3,2,60.0%,18,9,9,▲ 5,+28
11,KnightMail,1024,5,3,2,60.0%,18,11,7,▼ 4,-2
12,GolemRock,1007,6,3,3,50.0%,14,14,0,▲ 1,+4
13,SilverWolf,1007,6,3,3,50.0%,16,16,0,▼ 2,0
14,LeonClaw,1005,4,2,2,50.0%,10,11,-1,▲ 18,+34
15,ScorpioSpear,1001,6,3,3,50.0%,17,18,-1,▲ 2,+7
16,PhoenixRudder,998,6,3,3,50.0%,16,18,-2,→ 0,+1
17,PhoenixWing,997,6,3,3,50.0%,19,21,-2,▲ 2,+5
18,HellsChain,991,5,2,3,40.0%,18,17,1,→ 0,-2
19,BlackShell,989,5,2,3,40.0%,8,14,-6,▲ 5,+4
20,DranBuster,987,5,2,3,40.0%,10,13,-3,→ 0,-4
21,SharkEdge,987,5,2,3,40.0%,13,15,-2,▲ 6,+7
22,PerseusDark,986,5,2,3,40.0%,11,15,-4,▼ 1,-2
23,WhaleFlame,983,3,1,2,33.3%,6,11,-5,▲ 2,-1
24,UnicornSting,980,7,3,4,42.9%,18,22,-4,▼ 15,-30
25,LeonCrest,979,4,1,3,25.0%,10,14,-4,▲ 5,+4
26,WizardRod,978,7,3,4,42.9%,18,24,-6,▼ 14,-27
27,WhaleWave,976,5,2,3,40.0%,9,18,-9,▲ 1,-1
28,WizardArc,973,4,1,3,25.0%,9,15,-6,▲ 3,0
29,CrimsonGaruda,973,4,1,3,25.0%,8,13,-5,▲ 7,+14
30,TyrannoBeat,959,5,1,4,20.0%,10,19,-9,▼ 8,-29
31,DranBrave,952,5,1,4,20.0%,10,20,-10,▼ 5,-30
32,PegasusBlast,944,3,0,3,0.0%,2,13,-11,▼ 9,-41
33,HellsReaper,938,4,0,4,0.0%,6,16,-10,→ 0,-32
34,WizardArrow,934,4,0,4,0.0%,7,16,-9,▼ 5,-42
35,SamuraiSaber,924,4,0,4,0.0%,3,16,-13,▼ 1,-39
36,HellsHammer,918,4,0,4,0.0%,5,19,-14,▼ 1,-45
