Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1101,23,16,7,69.6%,85,50,35,▲ 1,-4
2,GolemRock,1096,22,15,7,68.2%,74,45,29,▼ 1,-19
3,ScorpioSpear,1079,18,12,6,66.7%,64,42,22,▲ 3,+33
4,SharkScale,1074,10,7,3,70.0%,41,22,19,▲ 8,+47
5,TuskMammoth,1072,29,20,9,69.0%,101,77,24,▼ 1,+3
6,ValkyrieVolt,1068,5,4,1,80.0%,24,8,16,→ 0,+68
7,FoxBrush,1051,20,13,7,65.0%,64,48,16,▼ 4,-30
8,CobaltDragoon,1050,16,10,6,62.5%,56,38,18,▼ 3,-4
9,LeonCrest,1039,14,8,6,57.1%,45,39,6,▼ 1,-3
10,HellsReaper,1026,13,7,6,53.8%,40,34,6,▲ 6,+11
11,CerberusFlame,1020,18,10,8,55.6%,49,47,2,▲ 2,-4
12,ViperTail,1017,13,7,6,53.8%,39,35,4,▼ 1,-12
13,DranBrave,1015,18,9,9,50.0%,54,50,4,▼ 4,-26
14,WyvernHover,1015,1,1,0,100.0%,4,2,2,→ 0,+15
15,PerseusDark,1011,14,7,7,50.0%,42,39,3,▲ 5,+12
16,KnightMail,1008,14,7,7,50.0%,41,36,5,▲ 8,+16
17,HellsChain,1005,15,7,8,46.7%,45,41,4,▲ 4,+6
18,PhoenixWing,1004,19,10,9,52.6%,55,58,-3,▼ 8,-26
19,UnicornSting,1003,13,7,6,53.8%,35,34,1,▲ 4,+9
20,DranSword,1002,18,10,8,55.6%,52,55,-3,▼ 13,-42
21,DranDagger,1000,18,9,9,50.0%,50,54,-4,▼ 7,-19
22,SharkEdge,995,16,8,8,50.0%,43,50,-7,→ 0,-2
23,WhaleWave,994,16,8,8,50.0%,46,52,-6,▲ 3,+6
24,RhinoReaper,992,13,6,7,46.2%,41,45,-4,▼ 6,-12
25,CrimsonGaruda,992,15,7,8,46.7%,39,43,-4,▼ 6,-11
26,WeissTiger,988,11,5,6,45.5%,28,29,-1,▼ 11,-28
27,WizardArc,984,11,4,7,36.4%,33,37,-4,▲ 7,+55
28,SilverWolf,984,10,4,6,40.0%,27,32,-5,→ 0,+13
29,WizardRod,983,12,5,7,41.7%,35,39,-4,▼ 4,-9
30,LeonClaw,983,12,5,7,41.7%,30,39,-9,▼ 3,-1
31,SolEclipse,978,10,4,6,40.0%,30,36,-6,▼ 14,-30
32,CobaltDrake,970,7,2,5,28.6%,17,25,-8,▼ 2,+15
33,PhoenixRudder,951,9,3,6,33.3%,17,31,-14,▼ 2,0
34,WhaleFlame,949,5,1,4,20.0%,8,19,-11,▼ 2,0
35,DranBuster,946,11,3,8,27.3%,24,38,-14,▼ 6,-21
36,SamuraiSaber,937,12,3,9,25.0%,22,37,-15,▲ 3,+67
37,PegasusBlast,934,8,2,6,25.0%,15,30,-15,▼ 2,+7
38,TyrannoBeat,931,12,3,9,25.0%,22,42,-20,▼ 5,0
39,BlackShell,926,9,2,7,22.2%,11,32,-21,▼ 3,0
40,HellsHammer,899,5,0,5,0.0%,6,23,-17,▼ 3,0
41,WizardArrow,874,7,0,7,0.0%,7,28,-21,▼ 3,-19
