Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1190,17,15,2,88.2%,79,25,54,→ 0,-25
2,SharkScale,1142,19,15,4,78.9%,79,34,45,→ 0,+24
3,ImpactDrake,1113,32,22,10,68.8%,120,71,49,▲ 1,-2
4,ScorpioSpear,1098,26,17,9,65.4%,90,60,30,▼ 1,-18
5,GolemRock,1070,30,18,12,60.0%,92,71,21,→ 0,-2
6,TyrannoRoar,1066,4,4,0,100.0%,18,5,13,→ 0,0
7,FoxBrush,1066,28,18,10,64.3%,89,74,15,▲ 4,+20
8,TuskMammoth,1065,42,27,15,64.3%,136,108,28,▼ 1,+4
9,LeonCrest,1049,25,14,11,56.0%,75,67,8,▼ 1,-9
10,DranBrave,1047,26,15,11,57.7%,79,67,12,→ 0,-2
11,ViperTail,1045,21,11,10,52.4%,65,55,10,▲ 6,+28
12,WeissTiger,1035,19,11,8,57.9%,56,44,12,▲ 6,+19
13,KnightMail,1034,22,12,10,54.5%,67,53,14,▼ 1,+1
14,CobaltDragoon,1033,25,14,11,56.0%,78,66,12,▼ 5,-18
15,HellsBrave,1028,3,2,1,66.7%,12,6,6,▼ 1,0
16,SilverWolf,1028,19,10,9,52.6%,58,52,6,▲ 7,+28
17,HellsChain,1024,23,12,11,52.2%,68,58,10,▲ 3,+18
18,DranSword,1022,26,14,12,53.8%,73,76,-3,▼ 2,+2
19,HellsReaper,1009,21,10,11,47.6%,60,57,3,→ 0,+1
20,RhinoReaper,1008,21,10,11,47.6%,70,67,3,▼ 5,-18
21,WyvernHover,1006,10,5,5,50.0%,26,25,1,▼ 8,-27
22,CerberusFlame,1002,28,13,15,46.4%,71,81,-10,▼ 1,-2
23,LeonClaw,997,21,10,11,47.6%,56,63,-7,▲ 3,+3
24,WizardArc,997,14,6,8,42.9%,44,47,-3,▲ 1,0
25,PerseusDark,996,23,11,12,47.8%,62,65,-3,▼ 1,-3
26,SharkEdge,987,25,12,13,48.0%,68,77,-9,▼ 4,-14
27,ClockMirage,987,4,2,2,50.0%,8,13,-5,→ 0,0
28,CrimsonGaruda,986,23,10,13,43.5%,61,69,-8,▲ 4,+22
29,UnicornSting,985,21,10,11,47.6%,55,61,-6,▼ 1,0
30,CobaltDrake,978,12,4,8,33.3%,33,41,-8,▼ 1,0
31,WolfHunt,973,4,1,3,25.0%,6,13,-7,▼ 1,0
32,DranDagger,968,26,11,15,42.3%,70,88,-18,▼ 1,0
33,WhaleWave,953,24,10,14,41.7%,58,82,-24,▲ 1,0
34,PhoenixRudder,951,9,3,6,33.3%,17,31,-14,▲ 1,0
35,PhoenixWing,950,29,12,17,41.4%,68,97,-29,▲ 2,+2
36,WhaleFlame,949,5,1,4,20.0%,8,19,-11,→ 0,0
37,DranBuster,946,11,3,8,27.3%,24,38,-14,▲ 2,0
38,EmperorMight,944,5,1,4,20.0%,6,18,-12,▲ 2,0
39,SolEclipse,936,19,6,13,31.6%,47,66,-19,▼ 6,-20
40,PegasusBlast,934,8,2,6,25.0%,15,30,-15,▲ 1,0
41,WizardRod,927,21,7,14,33.3%,48,73,-25,▼ 3,-21
42,BlackShell,926,9,2,7,22.2%,11,32,-21,→ 0,0
43,SamuraiSaber,924,13,3,10,23.1%,24,43,-19,→ 0,0
44,TyrannoBeat,919,13,3,10,23.1%,22,46,-24,→ 0,0
45,HellsHammer,899,5,0,5,0.0%,6,23,-17,→ 0,0
46,WizardArrow,874,7,0,7,0.0%,7,28,-21,→ 0,0
