Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1107,21,15,6,71.4%,81,46,35,▲ 1,0
2,GolemRock,1088,18,12,6,66.7%,60,34,26,▼ 1,-28
3,FoxBrush,1085,18,13,5,72.2%,64,40,24,→ 0,0
4,TuskMammoth,1071,24,17,7,70.8%,85,68,17,→ 0,0
5,DranSword,1061,13,9,4,69.2%,45,34,11,→ 0,0
6,CobaltDragoon,1050,14,9,5,64.3%,51,33,18,→ 0,0
7,LeonCrest,1042,12,7,5,58.3%,41,35,6,→ 0,0
8,DranBrave,1040,16,9,7,56.2%,49,42,7,→ 0,0
9,PhoenixWing,1033,14,8,6,57.1%,47,44,3,▲ 7,+21
10,ViperTail,1031,12,7,5,58.3%,39,31,8,▼ 1,0
11,CerberusFlame,1027,17,10,7,58.8%,46,43,3,▼ 1,0
12,SharkScale,1027,5,3,2,60.0%,18,12,6,▼ 1,0
13,ScorpioSpear,1025,12,7,5,58.3%,38,32,6,▼ 1,0
14,WeissTiger,1017,9,5,4,55.6%,26,20,6,▼ 1,0
15,HellsReaper,1015,12,6,6,50.0%,36,31,5,▼ 1,0
16,DranDagger,1013,12,7,5,58.3%,33,31,2,▼ 1,0
17,SolEclipse,1011,6,3,3,50.0%,24,18,6,→ 0,0
18,RhinoReaper,1006,12,6,6,50.0%,39,41,-2,→ 0,0
19,CrimsonGaruda,1005,12,6,6,50.0%,31,34,-3,→ 0,0
20,SharkEdge,1001,14,7,7,50.0%,39,43,-4,→ 0,0
21,HellsChain,1001,12,5,7,41.7%,37,35,2,→ 0,0
22,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,→ 0,0
23,EmperorMight,1000,0,0,0,0.0%,0,0,0,→ 0,0
24,WyvernHover,1000,0,0,0,0.0%,0,0,0,→ 0,0
25,ClockMirage,1000,0,0,0,0.0%,0,0,0,→ 0,0
26,HellsBrave,1000,0,0,0,0.0%,0,0,0,→ 0,0
27,ValkyrieVolt,1000,0,0,0,0.0%,0,0,0,→ 0,0
28,WolfHunt,1000,0,0,0,0.0%,0,0,0,→ 0,0
29,KnightMail,997,13,6,7,46.2%,37,36,1,→ 0,0
30,PerseusDark,994,11,5,6,45.5%,30,32,-2,→ 0,0
31,WhaleWave,994,11,5,6,45.5%,28,35,-7,→ 0,0
32,UnicornSting,992,12,6,6,50.0%,31,32,-1,→ 0,0
33,WizardRod,991,11,5,6,45.5%,32,35,-3,→ 0,0
34,LeonClaw,987,10,4,6,40.0%,26,33,-7,→ 0,0
35,SilverWolf,980,8,3,5,37.5%,21,25,-4,→ 0,0
36,DranBuster,973,9,3,6,33.3%,21,28,-7,→ 0,0
37,CobaltDrake,955,5,1,4,20.0%,11,21,-10,→ 0,0
38,PhoenixRudder,952,9,3,6,33.3%,17,31,-14,→ 0,0
39,WhaleFlame,951,5,1,4,20.0%,8,19,-11,→ 0,0
40,WizardArc,934,7,1,6,14.3%,17,30,-13,→ 0,0
41,TyrannoBeat,931,8,2,6,25.0%,16,29,-13,→ 0,0
42,PegasusBlast,923,6,1,5,16.7%,11,24,-13,→ 0,0
43,BlackShell,919,9,2,7,22.2%,11,32,-21,→ 0,0
44,HellsHammer,900,5,0,5,0.0%,6,23,-17,→ 0,0
45,WizardArrow,887,6,0,6,0.0%,7,24,-17,→ 0,0
46,SamuraiSaber,867,8,0,8,0.0%,9,32,-23,→ 0,0
