Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1144,14,12,2,85.7%,58,23,35,→ 0,0
2,FoxBrush,1096,13,10,3,76.9%,49,26,23,→ 0,0
3,RhinoReaper,1065,8,6,2,75.0%,31,22,9,→ 0,0
4,TuskMammoth,1052,13,9,4,69.2%,46,34,12,▲ 1,0
5,WeissTiger,1051,6,4,2,66.7%,22,9,13,▲ 4,+23
6,CerberusFlame,1042,9,6,3,66.7%,28,17,11,▼ 2,-20
7,DranSword,1040,7,5,2,71.4%,25,19,6,▼ 1,0
8,DranDagger,1040,9,6,3,66.7%,29,21,8,▼ 1,0
9,CobaltDragoon,1035,8,5,3,62.5%,31,19,12,▼ 1,0
10,KnightMail,1026,9,5,4,55.6%,32,24,8,→ 0,0
11,ViperTail,1021,7,4,3,57.1%,23,19,4,→ 0,0
12,SharkEdge,1016,9,5,4,55.6%,29,28,1,→ 0,0
13,ScorpioSpear,1009,7,4,3,57.1%,21,20,1,→ 0,0
14,LeonClaw,1008,4,2,2,50.0%,10,11,-1,→ 0,0
15,SilverWolf,1002,6,3,3,50.0%,16,16,0,→ 0,0
16,SolEclipse,1000,0,0,0,0.0%,0,0,0,→ 0,0
17,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,→ 0,0
18,EmperorMight,1000,0,0,0,0.0%,0,0,0,→ 0,0
19,WyvernHover,1000,0,0,0,0.0%,0,0,0,→ 0,0
20,ClockMirage,1000,0,0,0,0.0%,0,0,0,→ 0,0
21,SharkScale,1000,0,0,0,0.0%,0,0,0,→ 0,0
22,HellsBrave,1000,0,0,0,0.0%,0,0,0,→ 0,0
23,CobaltDrake,1000,0,0,0,0.0%,0,0,0,→ 0,0
24,ValkyrieVolt,1000,0,0,0,0.0%,0,0,0,→ 0,0
25,WolfHunt,1000,0,0,0,0.0%,0,0,0,→ 0,0
26,GolemRock,997,6,3,3,50.0%,14,14,0,→ 0,0
27,PhoenixWing,995,8,4,4,50.0%,26,30,-4,→ 0,0
28,HellsChain,993,5,2,3,40.0%,18,17,1,→ 0,0
29,DranBuster,991,5,2,3,40.0%,10,13,-3,→ 0,0
30,PhoenixRudder,988,7,3,4,42.9%,17,22,-5,→ 0,0
31,PerseusDark,983,5,2,3,40.0%,11,15,-4,→ 0,0
32,WhaleFlame,983,3,1,2,33.3%,6,11,-5,→ 0,0
33,WizardRod,981,7,3,4,42.9%,18,24,-6,→ 0,0
34,WhaleWave,977,5,2,3,40.0%,9,18,-9,→ 0,0
35,CrimsonGaruda,977,4,1,3,25.0%,8,13,-5,→ 0,0
36,BlackShell,977,6,2,4,33.3%,9,18,-9,→ 0,0
37,UnicornSting,976,7,3,4,42.9%,18,22,-4,→ 0,0
38,DranBrave,974,7,2,5,28.6%,17,25,-8,→ 0,0
39,WizardArc,973,4,1,3,25.0%,9,15,-6,→ 0,0
40,LeonCrest,964,5,1,4,20.0%,11,18,-7,→ 0,0
41,TyrannoBeat,951,5,1,4,20.0%,10,19,-9,→ 0,0
42,PegasusBlast,940,3,0,3,0.0%,2,13,-11,→ 0,0
43,HellsReaper,937,4,0,4,0.0%,6,16,-10,→ 0,0
44,WizardArrow,931,4,0,4,0.0%,7,16,-9,→ 0,0
45,HellsHammer,919,4,0,4,0.0%,5,19,-14,→ 0,0
46,SamuraiSaber,911,5,0,5,0.0%,5,20,-15,→ 0,0
