Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1136,8,7,1,87.5%,37,8,29,▲ 5,+68
2,SharkScale,1112,13,10,3,76.9%,54,25,29,▲ 2,+38
3,ScorpioSpear,1111,20,14,6,70.0%,73,42,31,→ 0,+32
4,ImpactDrake,1107,26,18,8,69.2%,98,57,41,▼ 3,+6
5,TuskMammoth,1101,35,25,10,71.4%,122,84,38,→ 0,+29
6,CobaltDragoon,1080,19,13,6,68.4%,70,42,28,▲ 2,+30
7,GolemRock,1071,24,15,9,62.5%,74,54,20,▼ 5,-25
8,FoxBrush,1045,22,14,8,63.6%,68,56,12,▼ 1,-6
9,LeonCrest,1042,16,9,7,56.2%,50,43,7,→ 0,+3
10,WyvernHover,1032,4,3,1,75.0%,12,7,5,▲ 4,+18
11,HellsReaper,1025,15,8,7,53.3%,45,38,7,▼ 1,-1
12,RhinoReaper,1018,15,8,7,53.3%,50,48,2,▲ 12,+26
13,WeissTiger,1017,13,7,6,53.8%,37,31,6,▲ 13,+29
14,PerseusDark,1016,16,8,8,50.0%,48,44,4,▲ 1,+5
15,DranBrave,1015,20,10,10,50.0%,58,54,4,▼ 2,-1
16,KnightMail,1011,16,8,8,50.0%,47,42,5,→ 0,+3
17,HellsChain,1005,17,8,9,47.1%,51,46,5,→ 0,0
18,LeonClaw,1003,14,7,7,50.0%,39,44,-5,▲ 12,+21
19,DranSword,1002,20,11,9,55.0%,56,61,-5,▲ 1,0
20,UnicornSting,1000,15,8,7,53.3%,39,38,1,▼ 1,-3
21,ViperTail,999,15,7,8,46.7%,43,45,-2,▼ 9,-18
22,WolfHunt,995,3,1,2,33.3%,6,8,-2,→ 0,-5
23,CerberusFlame,992,21,10,11,47.6%,51,59,-8,▼ 12,-28
24,SilverWolf,988,12,5,7,41.7%,34,38,-4,▲ 4,+4
25,WizardArc,984,11,4,7,36.4%,33,37,-4,▲ 2,0
26,WizardRod,981,14,6,8,42.9%,40,46,-6,▲ 3,-2
27,EmperorMight,980,3,1,2,33.3%,4,10,-6,→ 0,-20
28,DranDagger,978,20,9,11,45.0%,54,65,-11,▼ 7,-22
29,WhaleWave,977,18,8,10,44.4%,48,60,-12,▼ 6,-17
30,PhoenixWing,976,22,10,12,45.5%,57,70,-13,▼ 12,-28
31,SolEclipse,973,13,5,8,38.5%,35,44,-9,→ 0,-5
32,CrimsonGaruda,971,17,7,10,41.2%,41,52,-11,▼ 7,-21
33,CobaltDrake,963,8,2,6,25.0%,19,30,-11,▼ 1,-7
34,SharkEdge,958,19,8,11,42.1%,46,63,-17,▼ 12,-37
35,PhoenixRudder,951,9,3,6,33.3%,17,31,-14,▼ 2,0
36,WhaleFlame,949,5,1,4,20.0%,8,19,-11,▼ 2,0
37,DranBuster,946,11,3,8,27.3%,24,38,-14,▼ 2,0
38,SamuraiSaber,937,12,3,9,25.0%,22,37,-15,▼ 2,0
39,PegasusBlast,934,8,2,6,25.0%,15,30,-15,▼ 2,0
40,TyrannoBeat,931,12,3,9,25.0%,22,42,-20,▼ 2,0
41,BlackShell,926,9,2,7,22.2%,11,32,-21,▼ 2,0
42,HellsHammer,899,5,0,5,0.0%,6,23,-17,▼ 2,0
43,WizardArrow,874,7,0,7,0.0%,7,28,-21,▼ 2,0
