Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1098,16,12,4,75.0%,61,33,28,→ 0,-41
2,FoxBrush,1094,16,12,4,75.0%,60,33,27,→ 0,+5
3,DranSword,1077,12,9,3,75.0%,45,29,16,▲ 5,+41
4,LeonCrest,1073,11,7,4,63.6%,40,29,11,▲ 26,+104
5,TuskMammoth,1057,19,13,6,68.4%,67,54,13,→ 0,+3
6,GolemRock,1046,12,7,5,58.3%,36,26,10,▲ 8,+38
7,WeissTiger,1041,8,5,3,62.5%,26,15,11,▲ 2,+12
8,ViperTail,1039,10,6,4,60.0%,32,23,9,▲ 2,+14
9,CobaltDragoon,1037,10,6,4,60.0%,36,24,12,▼ 2,-3
10,ScorpioSpear,1029,12,7,5,58.3%,38,32,6,▲ 3,+15
11,SharkEdge,1028,12,7,5,58.3%,39,35,4,▲ 1,+13
12,DranDagger,1019,12,7,5,58.3%,33,31,2,▼ 6,-23
13,RhinoReaper,1019,11,6,5,54.5%,39,37,2,▼ 10,-42
14,CerberusFlame,1012,12,7,5,58.3%,33,30,3,▼ 10,-48
15,HellsReaper,1011,10,5,5,50.0%,30,26,4,▲ 18,+73
16,DranBrave,1006,11,5,6,45.5%,32,33,-1,▲ 10,+29
17,KnightMail,1004,12,6,6,50.0%,37,32,5,▼ 6,-18
18,LeonClaw,1000,9,4,5,44.4%,26,28,-2,▼ 2,-5
19,UnicornSting,1000,10,5,5,50.0%,27,26,1,▲ 4,+20
20,WizardRod,997,10,5,5,50.0%,29,30,-1,▲ 5,+20
21,PerseusDark,995,9,4,5,44.4%,26,28,-2,→ 0,+9
22,PhoenixWing,995,12,6,6,50.0%,37,44,-7,▼ 5,+2
23,SilverWolf,984,8,3,5,37.5%,21,25,-4,▼ 8,-23
24,DranBuster,983,8,3,5,37.5%,18,24,-6,▼ 4,-4
25,WhaleWave,980,9,4,5,44.4%,22,31,-9,▲ 2,+4
26,HellsChain,976,8,3,5,37.5%,24,27,-3,▼ 8,-15
27,WhaleFlame,963,4,1,3,25.0%,6,15,-9,▼ 5,-20
28,TyrannoBeat,961,7,2,5,28.6%,16,24,-8,▲ 3,+2
29,CrimsonGaruda,961,7,2,5,28.6%,15,24,-9,→ 0,-13
30,PhoenixRudder,951,9,3,6,33.3%,17,31,-14,▼ 11,-38
31,BlackShell,950,8,2,6,25.0%,11,26,-15,▼ 7,-29
32,WizardArc,940,6,1,5,16.7%,14,25,-11,▼ 4,-33
33,PegasusBlast,927,4,0,4,0.0%,4,18,-14,▼ 1,-17
34,WizardArrow,914,5,0,5,0.0%,7,20,-13,→ 0,-21
35,HellsHammer,899,5,0,5,0.0%,6,23,-17,→ 0,-19
36,SamuraiSaber,892,6,0,6,0.0%,5,24,-19,→ 0,-19
