Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,FoxBrush,1121,12,10,2,83.3%,49,22,27,→ 0,0
2,ImpactDrake,1101,10,8,2,80.0%,40,18,22,→ 0,0
3,CerberusFlame,1070,6,5,1,83.3%,21,8,13,→ 0,0
4,RhinoReaper,1065,8,6,2,75.0%,31,22,9,→ 0,0
5,TuskMammoth,1059,9,7,2,77.8%,34,22,12,→ 0,0
6,CobaltDragoon,1053,7,5,2,71.4%,28,14,14,→ 0,0
7,DranDagger,1042,7,5,2,71.4%,24,15,9,→ 0,0
8,DranSword,1040,7,5,2,71.4%,25,19,6,→ 0,0
9,ViperTail,1038,6,4,2,66.7%,21,14,7,→ 0,0
10,WeissTiger,1028,5,3,2,60.0%,18,9,9,→ 0,0
11,KnightMail,1027,5,3,2,60.0%,18,11,7,→ 0,0
12,LeonClaw,1008,4,2,2,50.0%,10,11,-1,→ 0,0
13,SilverWolf,1002,6,3,3,50.0%,16,16,0,→ 0,0
14,SolEclipse,1000,0,0,0,0.0%,0,0,0,→ 0,0
15,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,→ 0,0
16,EmperorMight,1000,0,0,0,0.0%,0,0,0,→ 0,0
17,WyvernHover,1000,0,0,0,0.0%,0,0,0,→ 0,0
18,ClockMirage,1000,0,0,0,0.0%,0,0,0,→ 0,0
19,SharkScale,1000,0,0,0,0.0%,0,0,0,→ 0,0
20,HellsBrave,1000,0,0,0,0.0%,0,0,0,→ 0,0
21,CobaltDrake,1000,0,0,0,0.0%,0,0,0,→ 0,0
22,ValkyrieVolt,1000,0,0,0,0.0%,0,0,0,→ 0,0
23,WolfHunt,1000,0,0,0,0.0%,0,0,0,→ 0,0
24,GolemRock,997,6,3,3,50.0%,14,14,0,→ 0,0
25,PhoenixWing,997,6,3,3,50.0%,19,21,-2,→ 0,0
26,HellsChain,993,5,2,3,40.0%,18,17,1,→ 0,0
27,DranBuster,991,5,2,3,40.0%,10,13,-3,→ 0,0
28,SharkEdge,987,5,2,3,40.0%,13,15,-2,▲ 9,+15
29,BlackShell,987,5,2,3,40.0%,8,14,-6,▼ 1,0
30,PhoenixRudder,983,5,2,3,40.0%,12,17,-5,▼ 1,0
31,WizardRod,981,7,3,4,42.9%,18,24,-6,▼ 1,0
32,ScorpioSpear,980,5,2,3,40.0%,12,17,-5,▼ 1,0
33,WhaleWave,977,5,2,3,40.0%,9,18,-9,▼ 1,0
34,CrimsonGaruda,977,4,1,3,25.0%,8,13,-5,▼ 1,0
35,UnicornSting,976,7,3,4,42.9%,18,22,-4,▼ 1,0
36,LeonCrest,975,4,1,3,25.0%,10,14,-4,▼ 1,0
37,WizardArc,973,4,1,3,25.0%,9,15,-6,▼ 1,0
38,WhaleFlame,967,2,0,2,0.0%,2,9,-7,→ 0,0
39,DranBrave,965,4,1,3,25.0%,9,16,-7,→ 0,0
40,PerseusDark,965,4,1,3,25.0%,7,14,-7,→ 0,0
41,PegasusBlast,957,2,0,2,0.0%,0,9,-9,→ 0,0
42,TyrannoBeat,951,5,1,4,20.0%,10,19,-9,→ 0,0
43,SamuraiSaber,942,3,0,3,0.0%,2,12,-10,▲ 1,0
44,HellsHammer,941,3,0,3,0.0%,4,14,-10,▲ 1,0
45,HellsReaper,937,4,0,4,0.0%,6,16,-10,▲ 1,0
46,WizardArrow,931,4,0,4,0.0%,7,16,-9,▼ 3,-18
