k_max,k_min,k_tau,form_alpha,form_win,margin_a,margin_b,log_loss,brier
28,16,25,2.5,14,0.22,2.6,0.6767466209195616,0.24201624107174324
40,12,25,1.5,6,0.18,2.6,0.6767470198262278,0.241993241218907
40,16,25,2.0,10,0.18,2.2,0.676747372995204,0.24203530705196785
36,12,25,2.0,14,0.15,1.8,0.6767476901647933,0.2419926569100719
40,20,20,1.5,10,0.22,2.2,0.6767480304765953,0.24205991923850356
32,20,10,3.0,14,0.15,1.8,0.6767482622449243,0.2419816828290862
40,20,15,3.0,6,0.18,2.2,0.6767491075918111,0.2419501146419019
32,16,10,2.0,10,0.15,2.2,0.676749387027199,0.24193692638459288
36,20,25,2.0,10,0.22,2.6,0.6767526311169987,0.2420710866016651
40,16,15,1.5,6,0.18,1.8,0.6767536105925372,0.2419469302762337
36,12,25,2.0,6,0.22,1.8,0.6767538186097336,0.2419707986516267
28,12,10,2.0,14,0.15,2.2,0.6767548720016652,0.24193308324602347
28,16,15,2.0,14,0.22,2.6,0.6767549363280332,0.2419849696076475
32,16,10,2.0,14,0.15,1.8,0.6767551730548619,0.24195174600812913
32,20,15,2.5,14,0.18,2.6,0.6767552667514611,0.24203058743275388
40,20,20,2.0,14,0.22,1.8,0.676755900662363,0.24210169308769258
32,16,20,2.0,10,0.18,2.6,0.6767561033226802,0.2419839221171385
28,12,10,2.0,6,0.18,2.6,0.6767561839311401,0.24191967612777937
36,12,25,2.5,6,0.15,2.6,0.6767567075605717,0.24191996841664726
36,16,25,2.0,10,0.22,1.8,0.6767568625412235,0.24202231310884784
32,16,15,2.5,10,0.15,1.8,0.676757744575394,0.24193906507800578
40,12,25,2.0,10,0.15,1.8,0.6767581712207007,0.24198150936929855
28,16,15,2.5,10,0.22,1.8,0.676758184847092,0.24196118852032822
36,20,10,1.5,14,0.18,2.6,0.6767597724664592,0.24200655026964463
28,16,15,3.0,14,0.15,1.8,0.6767622931768982,0.24196012924835686
36,16,15,2.5,6,0.15,1.8,0.6767623655431126,0.24187194079579927
36,20,25,2.5,10,0.22,2.2,0.6767627182208503,0.24207635734224503
36,20,15,1.5,14,0.22,2.2,0.6767638464414168,0.24204144017555437
32,20,15,3.0,14,0.15,2.6,0.6767648522059969,0.24202875945779423
32,16,20,2.5,14,0.15,2.2,0.6767659057908946,0.24199824756686308
28,16,10,3.0,6,0.18,2.6,0.6767667486816258,0.2419317871102808
40,20,20,3.0,14,0.18,1.8,0.6767688988945675,0.24212945235875202
32,12,15,1.5,6,0.18,2.2,0.6767690104683584,0.24193740318503254
28,12,25,2.5,14,0.15,2.6,0.6767690937078661,0.24197550254149439
28,20,10,3.0,14,0.22,2.2,0.6767700598692561,0.242025274611502
40,16,20,1.5,14,0.15,2.6,0.6767716232210137,0.24203978290849798
36,20,15,1.5,10,0.22,2.2,0.6767719919609209,0.24202514774283448
28,16,10,2.5,6,0.22,2.6,0.6767731767853542,0.24196649328691341
32,12,20,1.5,6,0.22,2.2,0.6767758215480424,0.2419726370824444
36,20,10,2.5,6,0.18,2.2,0.6767769684022502,0.24195159182025633
36,20,10,3.0,6,0.18,1.8,0.6767771681568802,0.24190817703508236
28,16,10,2.5,10,0.18,2.2,0.6767790483015014,0.24195484237493672
28,12,20,2.0,10,0.22,1.8,0.6767795514094147,0.24196150126307267
28,12,25,2.0,10,0.22,2.2,0.6767796300806846,0.24197811436144318
40,20,15,2.5,6,0.22,1.8,0.6767799960831592,0.2420007808610547
40,20,20,1.5,14,0.22,2.2,0.6767804500377884,0.24210253115680858
28,12,10,2.0,10,0.15,2.6,0.6767813508828334,0.24193781837426118
40,20,20,2.0,10,0.22,1.8,0.676782829886607,0.24207035072960967
28,12,10,1.5,10,0.22,2.6,0.6767829578016558,0.24194615890572763
32,16,10,1.5,14,0.18,2.6,0.6767841210181824,0.241978982071788
36,16,20,2.5,6,0.22,1.8,0.6767850380602077,0.24198269791211482
36,20,15,2.0,6,0.22,2.6,0.6767865614960855,0.2420384517228593
28,16,25,3.0,14,0.18,2.6,0.6767870237062212,0.24202822028875423
28,12,25,2.5,6,0.22,2.6,0.6767871009886421,0.24198592727300197
32,16,15,3.0,6,0.15,2.2,0.6767897491266283,0.24189155640920953
28,16,10,2.5,14,0.15,2.6,0.6767898153023179,0.24197212144393548
32,12,10,1.5,6,0.18,1.8,0.6767913082470328,0.2419320866527325
36,20,15,2.0,14,0.18,2.2,0.6767917026551132,0.2420501763889513
28,12,15,2.5,6,0.18,1.8,0.6767926226008257,0.24191498994392754
32,12,25,2.0,14,0.18,1.8,0.6767928203722319,0.2420027340864171
36,20,15,2.5,10,0.18,1.8,0.6767960843571273,0.24200899044169896
36,16,20,2.0,14,0.15,2.2,0.6767963376432813,0.24202842170720648
28,16,20,3.0,10,0.18,2.2,0.6767974408847982,0.2419835249215544
40,20,20,3.0,6,0.22,2.6,0.6767985077987693,0.2421066559260185
36,16,20,1.5,10,0.22,1.8,0.6768003878726416,0.24202161820865697
40,20,15,1.5,14,0.18,2.2,0.6768016874294958,0.2420650331933508
32,20,10,2.5,10,0.18,2.2,0.6768017793700833,0.2419960662985189
28,20,10,3.0,10,0.22,2.2,0.6768026296031164,0.2420130533461837
28,16,15,2.5,14,0.18,2.2,0.676802753303436,0.24199670286547847
36,20,10,1.5,14,0.22,1.8,0.6768027947591045,0.24202764723648582
32,16,25,2.0,14,0.22,2.2,0.6768037689173043,0.24205421465589672
32,20,15,2.5,14,0.22,1.8,0.6768039673581306,0.24205469382184802
32,16,10,1.5,14,0.22,1.8,0.6768051227951746,0.24198940769038127
32,16,25,2.0,10,0.22,2.2,0.6768072159158454,0.2420317634526187
32,12,25,2.0,6,0.22,2.2,0.6768081420053521,0.24199935247939555
32,12,15,1.5,10,0.15,2.2,0.6768081979013475,0.24196275153204305
32,20,20,3.0,14,0.18,2.6,0.6768102774428603,0.24208960402007557
40,12,25,1.5,10,0.18,1.8,0.6768106767268717,0.2420267387496178
28,16,20,3.0,14,0.15,2.6,0.6768120581221881,0.24201142521127603
28,12,20,2.5,6,0.18,2.6,0.6768125723310314,0.24195741603273865
32,12,25,2.5,6,0.22,1.8,0.6768127462786186,0.24197634258134898
28,12,10,1.5,14,0.22,2.6,0.6768128543543832,0.2419676359837606
32,16,15,2.5,6,0.18,2.2,0.6768152448988214,0.24195627505442058
36,16,25,3.0,10,0.15,2.2,0.6768160217057828,0.24202149710817558
40,20,25,3.0,10,0.18,2.6,0.6768172961478592,0.24213554080014074
32,16,25,3.0,10,0.15,2.6,0.6768181426694945,0.24200956166211215
32,20,10,3.0,10,0.15,2.2,0.6768204655775529,0.2419865951247159
36,20,10,2.0,10,0.18,1.8,0.676821388297204,0.24200222230018642
36,16,20,2.5,10,0.15,1.8,0.6768220950546437,0.2419921467174024
36,16,20,2.0,10,0.18,1.8,0.6768240706577907,0.24201432947793117
40,12,25,2.5,6,0.18,1.8,0.6768241425326377,0.24195433315169518
36,16,25,2.5,14,0.18,1.8,0.6768250586640575,0.24208131174450545
28,12,10,2.0,10,0.18,1.8,0.6768255542495388,0.24195768211725086
32,20,25,2.5,10,0.22,2.6,0.676825933558835,0.24208324939903064
32,12,20,1.5,10,0.18,2.2,0.6768267921870749,0.24199153119607214
32,16,20,2.0,10,0.22,1.8,0.6768278177778033,0.2420178718732093
28,16,25,3.0,14,0.22,1.8,0.6768289955059351,0.24204925886131948
40,16,20,3.0,6,0.18,1.8,0.6768305650680885,0.24193883912182837
40,16,20,2.5,6,0.15,2.6,0.6768335889302803,0.24196708874847278
28,12,20,2.0,6,0.22,2.6,0.6768337612324972,0.2419952275281859
36,16,15,1.5,14,0.15,2.2,0.6768365669039338,0.2420206557425156
36,20,10,1.5,10,0.18,2.6,0.6768368060798633,0.24202477440869538
28,12,15,2.0,14,0.15,2.2,0.676837264925277,0.24198020260920688
28,12,10,2.0,6,0.22,1.8,0.6768376710154663,0.24195825275469116
36,16,15,1.5,10,0.18,1.8,0.6768408149155637,0.24200717782194253
32,20,25,3.0,10,0.22,2.2,0.6768416598771554,0.2420896810781635
28,12,25,2.5,14,0.18,1.8,0.6768417780219648,0.24200878040097418
32,20,15,2.5,10,0.18,2.6,0.6768418837770246,0.24203868601562972
40,20,15,2.5,10,0.15,1.8,0.6768421787245289,0.2420239813710386
32,20,20,3.0,10,0.18,2.6,0.676845352511313,0.2420606131034258
40,16,25,2.5,10,0.18,1.8,0.6768457610442632,0.24207041582534644
28,16,10,2.5,14,0.18,1.8,0.6768484069710692,0.241998710640167
28,12,15,2.0,10,0.15,2.6,0.6768494768861006,0.24197640254879113
32,16,15,2.0,10,0.15,2.6,0.6768512231585279,0.24200054658406578
36,16,15,2.0,6,0.18,1.8,0.6768521343142904,0.24196937818070277
40,20,20,2.5,6,0.22,2.6,0.6768531200709267,0.24212123913475592
32,16,25,3.0,14,0.15,2.2,0.6768553242854284,0.24206369414274562
32,20,15,3.0,14,0.18,1.8,0.6768572091820381,0.24207012117194382
32,20,20,2.5,10,0.22,2.2,0.6768578051536425,0.2420746996396824
36,20,25,2.0,14,0.22,2.6,0.6768603874194105,0.24215210606195578
36,20,25,2.5,14,0.22,2.2,0.6768608424069216,0.24216745062171724
36,16,15,1.5,6,0.22,1.8,0.6768614607458415,0.2420156770718458
36,20,20,1.5,10,0.22,2.6,0.676862092071786,0.24209441062240153
36,16,25,1.5,10,0.22,2.2,0.6768641058057148,0.24207848127217746
32,16,20,3.0,6,0.18,2.6,0.6768642196581898,0.2420000738656512
32,16,10,1.5,10,0.18,2.6,0.6768651914930004,0.24200562000026762
40,16,25,3.0,6,0.22,2.2,0.6768671849691628,0.2420965584434387
32,16,25,2.5,14,0.18,2.2,0.6768673817927877,0.24207730934570443
28,12,20,2.0,14,0.18,2.2,0.6768676239380014,0.24201335922123768
32,20,10,2.5,14,0.15,2.6,0.6768680867947428,0.2420470483940233
40,12,25,1.5,14,0.15,2.2,0.6768682089560188,0.24207662662137314
36,16,25,1.5,14,0.22,2.2,0.6768694307954947,0.2421027305242213
32,20,20,3.0,14,0.22,1.8,0.676869857987533,0.24211923640913238
28,12,15,2.5,6,0.15,2.2,0.6768701517086017,0.24194367861560934
36,16,25,2.5,10,0.15,2.6,0.676870385085479,0.24205393661375424
32,12,20,2.0,10,0.15,1.8,0.6768729244044716,0.24199275227800165
40,20,10,2.0,6,0.15,2.2,0.6768737851211644,0.24197671949362287
32,16,20,2.5,10,0.18,1.8,0.6768745489873447,0.24202096421556157
36,20,10,3.0,6,0.15,2.2,0.6768753333401298,0.2419362504810846
32,12,25,2.5,10,0.15,1.8,0.6768754443963898,0.24199797902649156
32,16,15,2.0,14,0.15,2.2,0.6768756441711056,0.24202798967884315
36,16,20,3.0,6,0.15,2.6,0.6768773835998612,0.24196171018581578
36,16,10,1.5,6,0.18,1.8,0.6768786684822645,0.24198733939407485
36,16,10,1.5,10,0.15,1.8,0.6768794386104404,0.24200154667286342
36,20,15,2.5,6,0.22,2.2,0.6768814778016995,0.24206474411889353
40,16,25,2.5,14,0.15,2.2,0.6768815586745546,0.2421382131174199
36,12,20,2.0,6,0.15,1.8,0.6768825844977515,0.24195032165820915
40,20,10,1.5,10,0.15,2.2,0.6768838267352141,0.24203639096525928
28,12,20,3.0,6,0.18,1.8,0.6768848316584486,0.24194823872821763
32,20,20,2.5,14,0.22,2.2,0.6768849339129986,0.24212071294873114
32,20,10,2.5,6,0.22,2.6,0.6768881706864279,0.24205810517028428
36,20,20,3.0,14,0.15,2.6,0.6768887557126373,0.2421396343922113
40,20,15,2.0,6,0.18,2.6,0.6768907667183128,0.2420570984180221
32,16,10,2.0,6,0.18,2.2,0.6768911482893653,0.2419923696009697
40,20,15,1.5,10,0.18,2.2,0.676892112550146,0.2420790290690694
40,16,20,1.5,14,0.18,1.8,0.6768921233513276,0.2420951396982044
28,16,20,3.0,14,0.18,1.8,0.6768925237125247,0.24204780726750086
32,16,20,3.0,10,0.15,1.8,0.6768928818518576,0.242008090814116
32,12,15,1.5,14,0.15,1.8,0.6768948987059527,0.24201247549345414
28,16,10,3.0,10,0.15,1.8,0.6768959054572403,0.24198850279451484
32,16,10,1.5,10,0.22,1.8,0.6768963445586076,0.24202037767048667
28,16,15,3.0,10,0.15,2.2,0.6768964807769066,0.24200345153254854
28,16,25,3.0,10,0.18,2.6,0.6768986700616557,0.242048778562254
32,12,25,2.0,10,0.15,2.6,0.6769003158585959,0.24202928033491747
40,16,20,1.5,10,0.15,2.6,0.6769003209170874,0.24207040622716275
32,12,10,1.5,10,0.15,1.8,0.6769011313375852,0.24199602716059326
36,20,10,1.5,10,0.22,1.8,0.6769011573410684,0.24205516275220018
32,20,10,3.0,6,0.22,2.2,0.6769050323300463,0.24204858279840274
28,16,10,2.0,14,0.22,2.2,0.6769052923283462,0.24203761381432257
40,20,25,2.0,10,0.22,2.2,0.6769066533840821,0.24216602895022796
28,20,20,3.0,10,0.22,2.6,0.6769094981266004,0.24209403701549048
40,16,15,1.5,6,0.15,2.2,0.676910026893187,0.24200963593605287
40,12,25,1.5,6,0.22,1.8,0.6769114155091107,0.24207030995566597
36,20,10,2.0,6,0.18,2.6,0.6769147661394516,0.24203976754792225
40,20,20,3.0,10,0.18,1.8,0.6769149333633234,0.2421164017290155
32,16,25,3.0,6,0.22,2.6,0.6769155092916884,0.2420923476486912
40,20,15,1.5,6,0.22,2.2,0.6769159274111259,0.24209712767393415
40,20,10,1.5,6,0.18,2.2,0.6769163664988889,0.2420419416939505
36,20,15,2.0,10,0.18,2.2,0.6769166832632532,0.24207558662817563
32,12,10,1.5,6,0.15,2.2,0.676916944036654,0.24198844103595366
28,12,15,1.5,14,0.22,2.2,0.676917500412672,0.24202901768456053
28,12,15,2.0,10,0.18,1.8,0.6769194751436299,0.24200841327815306
36,16,25,3.0,14,0.15,1.8,0.6769199934331566,0.24211687443248484
40,16,20,2.0,6,0.18,2.2,0.6769208370422186,0.24204799918983055
36,20,20,1.5,14,0.22,2.6,0.6769218037023202,0.24214267830894068
40,20,15,2.0,10,0.15,2.2,0.6769225748227099,0.24207362232579388
32,20,15,2.5,10,0.22,1.8,0.6769232483294051,0.2420767536773196
28,12,20,1.5,10,0.22,2.6,0.6769242124848551,0.24203796288821813
32,12,20,2.5,6,0.15,1.8,0.67692510325046,0.24194843204717414
28,12,15,2.0,6,0.18,2.6,0.676927848142437,0.2420084977800209
36,12,20,1.5,6,0.15,2.6,0.6769281705506233,0.24202079541475058
32,20,20,3.0,10,0.22,1.8,0.676928815116286,0.24209922231674963
40,20,25,1.5,10,0.22,2.6,0.6769298459902082,0.2421753652621411
28,12,25,3.0,6,0.18,2.6,0.6769304763305543,0.24201443127611535
32,20,25,3.0,14,0.22,2.2,0.6769307026751853,0.24217651106977786
28,16,10,3.0,6,0.22,1.8,0.676930944257481,0.2420083336660691
28,12,15,1.5,10,0.22,2.2,0.6769378105407214,0.24202968603765887
32,16,20,2.5,6,0.22,2.2,0.6769384552205643,0.24206615719831603
40,20,25,3.0,10,0.22,1.8,0.6769404183099449,0.2421935771011054
40,16,25,2.5,6,0.22,2.2,0.6769445838980316,0.24212852627542153
32,20,25,2.5,14,0.22,2.6,0.6769457447944754,0.24217147972705322
28,12,20,3.0,6,0.15,2.2,0.676945997727056,0.24196511373058902
28,12,20,1.5,14,0.22,2.6,0.6769469149333478,0.24205850661264644
36,20,25,3.0,10,0.18,2.6,0.676946966667607,0.24215324845942848
40,16,25,1.5,14,0.18,2.6,0.6769470594625817,0.24216120838962002
32,12,25,2.0,14,0.15,2.2,0.6769514368019497,0.24207096843088916
28,12,10,2.0,14,0.15,1.8,0.6769519718419439,0.2420235061492953
36,12,25,1.5,14,0.15,2.6,0.6769524509952966,0.24209460100632674
36,20,15,3.0,6,0.18,2.6,0.6769532794466344,0.2420611742292203
28,16,10,2.0,10,0.22,2.2,0.6769534430114917,0.24204754596554548
28,16,15,3.0,6,0.22,2.2,0.6769541643221533,0.24204965358534586
40,16,20,3.0,6,0.15,2.2,0.6769543958636225,0.2419720567568577
32,20,10,2.5,14,0.18,1.8,0.676954942434424,0.24208622550674713
32,16,10,2.5,6,0.15,1.8,0.6769550394007102,0.24196702738072232
32,12,25,3.0,6,0.18,1.8,0.6769561604975763,0.2419841572684533
40,12,25,2.5,6,0.15,2.2,0.6769562229889563,0.24199552191001628
32,16,15,2.0,10,0.18,1.8,0.6769576708873192,0.24204889800391247
32,16,20,2.0,6,0.22,2.6,0.6769586175663157,0.2420906955644092
40,16,25,1.5,10,0.18,2.6,0.6769590470642898,0.24213748496420404
40,16,25,1.5,6,0.22,2.6,0.676959311367776,0.2421513427667672
32,16,25,3.0,10,0.18,1.8,0.6769604842002857,0.24207239037751072
32,16,20,2.0,14,0.18,2.2,0.6769606013005922,0.24209587632398946
40,20,20,2.5,14,0.15,2.6,0.6769619383074972,0.24219157822560206
36,16,25,3.0,6,0.22,2.2,0.6769624028479995,0.2421115592809904
32,12,20,2.0,6,0.15,2.6,0.6769664388444229,0.24201828603453948
36,16,25,2.0,6,0.22,2.6,0.6769669514000071,0.2421315818192588
40,20,25,3.0,14,0.18,2.6,0.6769672013070891,0.2422795930988685
28,16,10,2.5,14,0.15,2.2,0.6769672455681757,0.24205019492708263
36,12,25,2.0,6,0.18,2.2,0.6769675953590172,0.24205266234390993
28,16,20,2.5,14,0.18,2.6,0.6769694159614995,0.242092528275368
28,12,20,2.5,6,0.22,1.8,0.6769698748763002,0.24203167515720544
40,16,25,3.0,14,0.15,1.8,0.6769720395501356,0.24218462619988085
28,12,25,2.5,14,0.15,2.2,0.6769731739389712,0.24206474501934921
36,16,20,2.5,6,0.18,2.2,0.6769738115554564,0.24204772404062672
36,12,25,2.5,6,0.18,1.8,0.6769752771915732,0.24201476077689352
36,20,20,2.5,14,0.18,2.2,0.6769756046038214,0.2421731680820092
28,16,25,3.0,10,0.22,1.8,0.6769758394308616,0.24208504548063683
40,16,20,1.5,6,0.18,2.6,0.6769759338882281,0.24210036792057768
40,20,20,3.0,14,0.15,2.2,0.6769765113269121,0.24221019016500295
32,16,15,1.5,6,0.22,2.6,0.6769772651630304,0.2420822758600504
28,12,10,2.0,10,0.15,2.2,0.6769775098201477,0.24202840245693275
36,16,15,2.0,6,0.15,2.2,0.6769777322158851,0.2420165726254476
28,12,10,2.0,6,0.18,2.2,0.6769778526783964,0.24201910869386642
32,12,25,2.5,6,0.18,2.2,0.6769785774744104,0.24203572376167823
36,16,25,2.0,14,0.18,2.2,0.6769794316795708,0.24214885313163276
40,12,25,2.0,6,0.15,2.6,0.6769800822233856,0.24205076323501581
40,20,15,2.5,6,0.18,2.2,0.676980203644106,0.24206648640264575
28,12,25,3.0,10,0.15,1.8,0.6769811575841909,0.2420327284525767
32,12,20,1.5,14,0.15,2.6,0.6769864663626013,0.24207588637546737
32,20,20,2.0,10,0.22,2.6,0.6769869965943974,0.24213597088336444
32,12,25,1.5,6,0.22,2.6,0.6769908431984127,0.2420963266858287
36,16,20,2.0,6,0.18,2.6,0.6769933404090951,0.24208488055687769
32,20,15,2.0,14,0.22,2.2,0.6769950516642845,0.24214020025790756
28,16,15,2.5,10,0.18,2.2,0.6769955829982087,0.24206527494536464
32,20,15,3.0,10,0.15,2.6,0.6769963147725178,0.2420900692355611
32,12,25,1.5,14,0.18,2.6,0.6769967035712025,0.2421038464575627
40,20,25,2.0,14,0.22,2.2,0.6769968516179996,0.24225028900660203
36,20,20,3.0,14,0.18,1.8,0.6769975986273715,0.242188150935635
28,20,15,3.0,14,0.22,2.2,0.6769977449568731,0.24214518049087158
36,12,20,1.5,10,0.15,1.8,0.6769978190884692,0.2420664912670222
36,20,25,3.0,14,0.18,2.6,0.6769978861542745,0.2422376472102836
36,20,15,3.0,10,0.15,1.8,0.6769987420564393,0.2420790169489936
32,16,15,1.5,14,0.18,2.6,0.67699923314071,0.24209676391263227
40,16,20,2.0,10,0.15,1.8,0.6769998461507512,0.2420929875009461
28,12,10,1.5,14,0.22,2.2,0.6770043749554286,0.24205775880435215
28,12,25,2.5,10,0.15,2.6,0.6770046309872834,0.24206261879873425
36,20,10,2.5,6,0.15,2.6,0.6770061051864537,0.24203564565969057
28,20,15,3.0,10,0.22,2.2,0.6770064559307337,0.24211874456581545
28,16,20,2.5,14,0.22,1.8,0.6770068629176134,0.2421111379012598
32,12,15,1.5,6,0.15,2.6,0.6770080561080247,0.24204235585134123
36,16,20,1.5,14,0.18,2.2,0.6770084207513158,0.2421324567321634
28,20,10,2.5,10,0.22,2.6,0.6770085075005268,0.24211125004098885
36,16,25,2.5,14,0.15,2.2,0.6770086785327186,0.24215596099226971
28,16,15,2.0,14,0.22,2.2,0.6770091166372189,0.2421001764891564
36,20,15,2.5,10,0.15,2.2,0.6770095448614796,0.2420978484640393
40,20,25,1.5,14,0.22,2.6,0.6770103710782854,0.24223979977176113
28,20,20,3.0,14,0.22,2.6,0.6770104883797647,0.2421714053032437
32,20,15,3.0,14,0.15,2.2,0.6770113016282361,0.24213199362634033
40,20,15,3.0,6,0.15,2.6,0.6770116048549522,0.24203355222327397
32,20,15,2.0,10,0.22,2.2,0.677011678054239,0.2421249146719213
32,16,25,2.5,10,0.18,2.2,0.6770130664436043,0.24210896007689234
28,16,20,2.0,10,0.22,2.6,0.6770148077190896,0.24210425999257382
28,12,10,1.5,10,0.22,2.2,0.6770150972759301,0.24205548088218262
28,12,20,2.0,10,0.18,2.2,0.6770164321286019,0.24206819699945265
32,12,25,2.0,10,0.18,1.8,0.6770185880270284,0.24208315867966723
40,16,25,1.5,14,0.22,1.8,0.6770192554374402,0.24219663594776789
40,20,20,2.0,6,0.22,2.6,0.6770197327740205,0.24218970454108316
36,16,10,1.5,6,0.15,2.2,0.677020255871293,0.24204767530823548
32,16,15,2.5,6,0.15,2.6,0.6770214169939981,0.2420337183520111
28,16,20,3.0,14,0.15,2.2,0.6770225977611665,0.24210112655922442
36,20,10,2.0,10,0.15,2.2,0.6770228735990255,0.24208960442430846
28,16,25,2.5,14,0.22,2.2,0.6770240419097971,0.2421389180761828
28,16,15,2.5,14,0.15,2.6,0.6770272153274987,0.24209435812303168
28,16,25,3.0,14,0.18,2.2,0.6770277971613504,0.2421315243699116
32,16,10,1.5,14,0.18,2.2,0.6770300078711071,0.24209165150407774
36,16,25,2.5,10,0.18,1.8,0.6770307329329323,0.24212535329546017
28,16,10,3.0,6,0.18,2.2,0.6770340312403519,0.24204188695464454
36,16,20,2.0,10,0.15,2.2,0.677035542409244,0.2421047098134424
28,16,15,2.5,6,0.22,2.6,0.6770375626643096,0.24210272271674796
32,12,25,3.0,6,0.15,2.2,0.6770380280944227,0.2420058762066413
32,16,15,1.5,14,0.22,1.8,0.6770383192688109,0.24211609277813712
40,12,25,1.5,10,0.15,2.2,0.6770402973970947,0.2421254971793311
32,12,25,1.5,14,0.22,1.8,0.67704184172239,0.24212626171742693
28,16,10,2.5,10,0.15,2.6,0.6770418660367393,0.24207242770417853
32,20,15,2.5,14,0.18,2.2,0.6770423370443877,0.24215499202003657
28,12,15,2.0,6,0.22,1.8,0.6770435354889145,0.2420635488484645
32,16,15,2.0,6,0.18,2.6,0.6770454514320604,0.24208572512689433
36,16,15,1.5,10,0.15,2.2,0.6770455296980661,0.24209795138270154
40,20,10,1.5,14,0.15,1.8,0.6770455307713173,0.24212764214215268
28,16,20,2.0,14,0.22,2.6,0.6770460805816798,0.2421348397813189
40,16,20,1.5,10,0.18,1.8,0.6770466548801043,0.24213650952023102
28,20,10,2.5,14,0.22,2.6,0.67704709636933,0.24214968524727032
32,16,10,1.5,6,0.22,2.2,0.6770476619266382,0.24209203797787776
36,20,20,3.0,10,0.15,2.6,0.6770479159820045,0.24214916131216607
28,20,10,3.0,14,0.18,2.6,0.6770490876321605,0.24214283951085333
28,16,25,2.5,10,0.22,2.2,0.6770500082766111,0.2421272162693104
40,16,25,1.5,10,0.22,1.8,0.6770508167080257,0.2421806740332241
40,20,25,3.0,14,0.22,1.8,0.6770541923200439,0.24232320616147912
36,20,25,3.0,10,0.22,1.8,0.6770560660702403,0.24220414444986504
32,20,10,2.0,14,0.18,2.6,0.6770567597896693,0.2421410365956895
40,16,25,2.0,14,0.15,2.6,0.6770577843042488,0.24220935908850097
32,20,20,2.0,14,0.22,2.6,0.6770582461225464,0.24219250321916902
28,16,15,2.0,10,0.22,2.2,0.6770593210862744,0.2421087441377459
36,12,25,2.0,10,0.15,1.8,0.6770617754243603,0.24210232170746934
36,12,25,1.5,14,0.18,1.8,0.6770636277665979,0.2421461284788561
28,12,25,2.0,14,0.18,2.6,0.6770637784160252,0.24212019513144947
36,20,20,2.5,10,0.18,2.2,0.6770643781912582,0.24216524152125188
40,16,20,2.5,6,0.18,1.8,0.6770674768737046,0.24206667577139226
32,16,20,2.5,10,0.15,2.2,0.6770685661595525,0.24210353995422523
32,16,20,1.5,14,0.22,2.2,0.6770692954031892,0.2421528390106734
36,20,10,1.5,14,0.18,2.2,0.6770700792435985,0.24214600033142153
32,12,20,1.5,14,0.18,1.8,0.6770707487135464,0.24211526777264222
32,12,25,1.5,10,0.18,2.6,0.6770715051794434,0.24212333578271808
40,20,20,2.0,14,0.18,2.2,0.6770718974167964,0.2422338025645413
28,12,15,2.0,14,0.15,1.8,0.6770729183409683,0.2420869358486125
36,20,25,3.0,14,0.22,1.8,0.6770747440111878,0.24227589653387022
28,12,20,2.5,10,0.15,1.8,0.6770749382631908,0.2420751615193276
28,12,15,2.0,10,0.15,2.2,0.6770774070561434,0.24208033916953034
40,20,20,2.5,10,0.15,2.6,0.6770777434518389,0.2421823578541074
28,16,10,2.5,6,0.22,2.2,0.6770780882229789,0.24209861648388833
36,16,25,2.0,10,0.18,2.2,0.6770781671259459,0.24215911926272307
32,20,15,3.0,6,0.22,2.6,0.6770783047955048,0.24216646266480565
40,16,25,2.5,10,0.15,2.2,0.6770797313321064,0.24216447830363666
36,20,10,2.0,6,0.22,1.8,0.6770812401952626,0.24211712418261083
32,16,15,1.5,10,0.18,2.6,0.6770818425892696,0.24212139570295005
32,16,20,3.0,6,0.22,1.8,0.6770846606455152,0.24210154905313855
28,16,20,3.0,10,0.15,2.6,0.677085492899352,0.24210689546461733
36,12,25,2.5,6,0.15,2.2,0.6770864113110417,0.24204984904162324
40,20,20,2.5,14,0.18,1.8,0.6770868082629008,0.24224748041345034
32,16,20,2.5,14,0.15,1.8,0.6770874972231147,0.24213629242283555
28,20,10,3.0,14,0.22,1.8,0.67708809284414,0.24216207542528864
40,12,20,1.5,6,0.15,1.8,0.6770903898716801,0.24207528483416932
36,16,15,1.5,6,0.18,2.2,0.677090513312534,0.2421112606664962
36,20,10,2.0,14,0.15,1.8,0.6770907588312423,0.24214056995824504
40,20,15,2.0,6,0.22,1.8,0.6770911709024398,0.24214947056126318
32,16,10,2.0,10,0.15,1.8,0.6770922918916288,0.24209138447249415
28,16,20,2.5,10,0.18,2.6,0.6770935706971745,0.24212771084038406
28,12,20,2.0,14,0.15,2.6,0.6770939886457241,0.2421145388661673
40,20,25,2.5,10,0.18,2.6,0.6770944359515702,0.24224433558413935
40,16,20,1.5,14,0.15,2.2,0.6770980048377944,0.24218320284628952
32,20,10,2.0,14,0.22,1.8,0.6770983495934915,0.24216138151371844
32,16,20,1.5,10,0.22,2.2,0.6770994889895108,0.2421515298843165
28,12,25,2.0,14,0.22,1.8,0.6770998196873764,0.242138120521625
28,16,15,2.5,14,0.18,1.8,0.6770999530473312,0.2421274851403576
36,12,20,1.5,6,0.18,1.8,0.6771007310509569,0.24209928715940235
36,12,25,1.5,10,0.15,2.6,0.6771024224110992,0.24214217693714835
32,20,10,2.5,14,0.15,2.2,0.6771027872127638,0.24214811333477596
32,20,20,3.0,14,0.18,2.2,0.6771039595953654,0.2422138578789569
