MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,PreA,PreB,PostA,PostB,arena,elo_arena_updated,MatchType,SeasonID,Tier,Matchday,KBaseA,KBaseB,KEffA,KEffB,ExpA,ExpB,ActA,ActB
M0254,2026-01-30,WhaleWave,WizardArc,5,3,1036.69,1052.63,1059.08,1027.86,Drop Attack,Drop Attack,exhibition,,,,30.4774,30.4774,59.0865,65.402,0.4771,0.5229,0.8559,0.1441
M0255,2026-01-30,DranDagger,WizardArc,2,4,1014.11,1027.86,998.87,1045.87,Drop Attack,Drop Attack,exhibition,,,,29.0997,29.7713,45.3466,53.5828,0.4802,0.5198,0.1441,0.8559
M0256,2026-01-30,ScorpioSpear,WhaleWave,7,2,1067.82,1059.08,1102.75,1026.31,Drop Attack,Drop Attack,exhibition,,,,29.7713,29.7713,60.4704,56.7377,0.5126,0.4874,1.0901,-0.0901
M0257,2026-01-30,HellsChain,CrimsonGaruda,4,2,1001.51,1002.78,1011.04,993.21,Xtreme,Xtreme,season,S1,3,1,24.781,24.781,26.6471,26.7711,0.4982,0.5018,0.8559,0.1441
M0258,2026-01-30,SharkEdge,WizardRod,4,3,1006.98,988.05,1016.54,979.47,Xtreme,Xtreme,season,S1,3,1,23.9454,25.2312,31.2753,28.0788,0.5272,0.4728,0.8328,0.1672
M0259,2026-01-30,WhaleWave,SilverWolf,3,4,998.87,979.15,988.46,992.99,Xtreme,Xtreme,season,S1,3,1,25.2312,26.2021,28.8149,38.323,0.5284,0.4716,0.1672,0.8328
M0260,2026-01-30,RhinoReaper,UnicornSting,2,4,1015.52,982.5,1001.02,993.06,Xtreme,Xtreme,season,S1,3,1,24.781,24.781,35.9487,26.1692,0.5474,0.4526,0.1441,0.8559
M0261,2026-01-30,LeonClaw,ValkyrieVolt,4,2,1001.13,1000,1012.86,988.66,Xtreme,Xtreme,season,S1,3,1,25.7045,32.0,33.1019,32.0,0.5016,0.4984,0.8559,0.1441
M0262,2026-01-30,DranBrave,HellsReaper,3,4,1035.05,1006.01,1022.79,1016.39,Xtreme,Xtreme,season,S1,2,1,23.1893,24.781,32.7528,27.7122,0.5417,0.4583,0.1672,0.8328
M0263,2026-01-30,PhoenixWing,KnightMail,0,4,1027.61,996.33,1008.55,1012.49,Xtreme,Xtreme,season,S1,2,1,23.9454,24.3527,34.9836,29.6582,0.5449,0.4551,0.0,1.0
M0264,2026-01-30,DranDagger,PerseusDark,3,5,1015.86,975.62,1004.75,987.79,Xtreme,Xtreme,season,S1,2,1,24.781,25.2312,26.855,29.4413,0.5577,0.4423,0.1441,0.8559
M0265,2026-01-30,SharkScale,SolEclipse,6,2,1029.3,1000.49,1047.3,986.66,Xtreme,Xtreme,season,S1,2,1,28.4608,26.7251,39.2444,30.1519,0.5414,0.4586,1.0,0.0
M0266,2026-01-30,WyvernHover,WeissTiger,4,2,1000,1017.59,1012.2,1006.91,Xtreme,Xtreme,season,S1,2,1,32.0,26.2021,32.0,28.0104,0.4747,0.5253,0.8559,0.1441
M0267,2026-01-30,DranSword,CobaltDragoon,1,4,1055.6,1051.7,1045.74,1064.62,Xtreme,Xtreme,season,S1,1,1,23.5579,23.9454,23.7377,31.0887,0.5056,0.4944,0.0901,0.9099
M0268,2026-01-30,FoxBrush,LeonCrest,0,4,1095.25,1035.95,1079.35,1054.42,Xtreme,Xtreme,season,S1,1,1,22.5051,24.781,27.2014,31.6003,0.5845,0.4155,0.0,1.0
M0269,2026-01-30,TuskMammoth,ScorpioSpear,4,0,1078.79,1047.65,1090.35,1033.99,Xtreme,Xtreme,season,S1,1,1,20.8191,24.3527,25.3949,30.0017,0.5447,0.4553,1.0,0.0
M0270,2026-01-30,GolemRock,CerberusFlame,4,3,1108.28,1032.59,1115.41,1026.47,Xtreme,Xtreme,season,S1,1,1,21.8861,22.8386,31.5929,27.1573,0.6072,0.3928,0.8328,0.1672
M0271,2026-01-30,ViperTail,ImpactDrake,0,4,1029.42,1112.08,1019.09,1121.15,Xtreme,Xtreme,season,S1,1,1,24.781,21.599,26.9542,23.6697,0.3832,0.6168,0.0,1.0
M0272,2026-02-11,ValkyrieVolt,SharkEdge,4,0,988.66,1016.54,1017.47,1002.05,Xtreme,Xtreme,season,S1,3,2,31.2197,23.5579,53.3409,26.8402,0.46,0.54,1.0,0.0
M0273,2026-02-11,UnicornSting,HellsChain,0,4,993.06,1011.04,980.35,1023.38,Xtreme,Xtreme,season,S1,3,2,24.3527,24.3527,26.8078,26.0203,0.4741,0.5259,0.0,1.0
M0274,2026-02-11,SilverWolf,RhinoReaper,2,4,992.99,1001.02,981.95,1013.73,Xtreme,Xtreme,season,S1,3,2,25.7045,24.3527,32.0575,36.9033,0.4884,0.5116,0.1441,0.8559
M0275,2026-02-11,WizardRod,WhaleWave,4,2,979.47,988.46,990.47,977.06,Xtreme,Xtreme,season,S1,3,2,24.781,24.781,29.823,30.9153,0.4871,0.5129,0.8559,0.1441
M0276,2026-02-11,CrimsonGaruda,LeonClaw,2,5,993.21,1012.86,983.31,1023.51,Xtreme,Xtreme,season,S1,3,2,24.3527,25.2312,25.9206,27.9217,0.4718,0.5282,0.0901,0.9099
M0277,2026-02-11,WeissTiger,PhoenixWing,4,0,1006.91,1008.55,1020.88,994.6,Xtreme,Xtreme,season,S1,2,2,25.7045,23.5579,27.8161,27.7751,0.4976,0.5024,1.0,0.0
M0278,2026-02-11,SolEclipse,DranBrave,0,4,986.66,1022.79,974.19,1035.08,Xtreme,Xtreme,season,S1,2,2,26.2021,22.8386,27.8231,27.4348,0.4482,0.5518,0.0,1.0
M0279,2026-02-11,PerseusDark,SharkScale,2,5,987.79,1047.3,977.43,1060.67,Xtreme,Xtreme,season,S1,2,2,24.781,27.8531,31.8909,41.1329,0.4152,0.5848,0.0901,0.9099
M0280,2026-02-11,KnightMail,DranDagger,6,2,1012.49,1004.75,1024.43,990.24,Xtreme,Xtreme,season,S1,2,2,23.9454,24.3527,24.4218,29.6826,0.5111,0.4889,1.0,0.0
M0281,2026-02-11,HellsReaper,WyvernHover,1,4,1016.39,1012.2,1003.9,1035.08,Xtreme,Xtreme,season,S1,2,2,24.3527,31.2197,30.026,55.0215,0.506,0.494,0.0901,0.9099
M0282,2026-02-11,ImpactDrake,FoxBrush,6,0,1121.15,1079.35,1134.37,1061.42,Xtreme,Xtreme,season,S1,1,2,21.3259,22.1879,22.6251,30.6922,0.5599,0.4401,1.1441,-0.1441
M0283,2026-02-11,CerberusFlame,DranSword,1,4,1026.47,1045.74,1015.83,1055.99,Xtreme,Xtreme,season,S1,1,2,22.5051,23.1893,27.833,26.8379,0.4723,0.5277,0.0901,0.9099
M0284,2026-02-11,ScorpioSpear,GolemRock,4,0,1033.99,1115.41,1049.07,1096.21,Xtreme,Xtreme,season,S1,1,2,23.9454,21.599,24.5255,31.2085,0.3849,0.6151,1.0,0.0
M0285,2026-02-11,LeonCrest,TuskMammoth,0,4,1054.42,1090.35,1038.72,1102.77,Xtreme,Xtreme,season,S1,1,2,24.3527,20.5841,35.012,27.6937,0.4485,0.5515,0.0,1.0
M0286,2026-02-11,CobaltDragoon,ViperTail,6,2,1064.62,1019.09,1078.91,1007.79,Xtreme,Xtreme,season,S1,1,2,23.5579,24.3527,32.8674,25.9991,0.5651,0.4349,1.0,0.0
M0287,2026-02-11,DranSword,ScorpioSpear,0,5,1055.99,1049.07,1042.15,1066.65,Xtreme,Xtreme,season,S1,1,3,22.8386,23.5579,23.0727,29.2938,0.51,0.49,-0.0901,1.0901
M0288,2026-02-11,TuskMammoth,ImpactDrake,5,2,1102.77,1134.37,1116.17,1122.27,Xtreme,Xtreme,season,S1,1,3,20.3605,21.0662,29.4347,26.5916,0.4546,0.5454,0.9099,0.0901
M0289,2026-02-11,GolemRock,LeonCrest,0,5,1096.21,1038.72,1079.87,1057.95,Xtreme,Xtreme,season,S1,1,3,21.3259,23.9454,24.319,28.6156,0.582,0.418,-0.0901,1.0901
M0290,2026-02-11,ViperTail,FoxBrush,2,4,1007.79,1061.42,999.67,1070.75,Xtreme,Xtreme,season,S1,1,3,23.9454,21.8861,29.0563,33.399,0.4234,0.5766,0.1441,0.8559
M0291,2026-02-11,CobaltDragoon,CerberusFlame,4,0,1078.91,1015.83,1093.0,1003.7,Xtreme,Xtreme,season,S1,1,3,23.1893,22.1879,34.3538,29.5694,0.5898,0.4102,1.0,0.0
M0292,2026-02-11,DranBrave,PerseusDark,0,4,1035.08,977.43,1017.69,993.26,Xtreme,Xtreme,season,S1,2,3,22.5051,24.3527,29.8786,27.1904,0.5822,0.4178,0.0,1.0
M0293,2026-02-11,DranDagger,WeissTiger,2,5,990.24,1020.88,978.35,1031.18,Xtreme,Xtreme,season,S1,2,3,23.9454,25.2312,32.49,28.1444,0.456,0.544,0.0901,0.9099
M0294,2026-02-11,SharkScale,KnightMail,4,0,1060.67,1024.43,1079.1,1011.82,Xtreme,Xtreme,season,S1,2,3,27.275,23.5579,41.1392,28.1292,0.552,0.448,1.0,0.0
M0295,2026-02-11,WyvernHover,PhoenixWing,4,0,1035.08,994.6,1059.0,983.97,Xtreme,Xtreme,season,S1,2,3,30.4774,23.1893,54.0983,24.0289,0.558,0.442,1.0,0.0
M0296,2026-02-11,HellsReaper,SolEclipse,4,0,1003.9,974.19,1015.28,959.92,Xtreme,Xtreme,season,S1,2,3,23.9454,25.7045,24.8877,31.1949,0.5427,0.4573,1.0,0.0
M0297,2026-02-11,HellsChain,SilverWolf,2,5,1023.38,981.95,1009.58,997.67,Xtreme,Xtreme,season,S1,3,3,23.9454,25.2312,29.4155,33.4928,0.5593,0.4407,0.0901,0.9099
M0298,2026-02-11,WhaleWave,ValkyrieVolt,0,4,977.06,1017.47,962.67,1036.11,Xtreme,Xtreme,season,S1,3,3,24.3527,30.4774,32.5513,42.1613,0.4421,0.5579,0.0,1.0
M0299,2026-02-11,RhinoReaper,WizardRod,5,1,1013.73,990.47,1028.21,978.74,Xtreme,Xtreme,season,S1,3,3,23.9454,24.3527,31.0438,25.1404,0.5334,0.4666,1.0,0.0
M0300,2026-02-11,LeonClaw,SharkEdge,4,3,1023.51,1002.05,1031.38,992.87,Xtreme,Xtreme,season,S1,3,3,24.781,23.1893,26.0582,30.3866,0.5309,0.4691,0.8328,0.1672
M0301,2026-02-11,CrimsonGaruda,UnicornSting,0,4,983.31,980.35,968.93,993.51,Xtreme,Xtreme,season,S1,3,3,23.9454,23.9454,28.5299,26.0988,0.5043,0.4957,0.0,1.0
M0302,2026-02-11,EmperorMight,WolfHunt,0,4,1000,1000,984.0,1016.0,Xtreme,Xtreme,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.0,1.0
M0303,2026-02-11,TuskMammoth,EmperorMight,4,0,1116.17,984.0,1125.99,964.12,Xtreme,Xtreme,exhibition,,,,20.1478,31.2197,30.8301,62.4393,0.6815,0.3185,1.0,0.0
M0304,2026-02-11,TuskMammoth,WolfHunt,4,0,1125.99,1016.0,1136.71,994.35,Xtreme,Xtreme,exhibition,,,,19.9456,31.2197,30.9076,62.4393,0.6532,0.3468,1.0,0.0
M0305,2026-02-11,TuskMammoth,WyvernHover,4,0,1136.71,1059.0,1148.85,1038.16,Xtreme,Xtreme,exhibition,,,,19.7531,29.7713,31.1266,53.4348,0.61,0.39,1.0,0.0
M0306,2026-02-11,TuskMammoth,ValkyrieVolt,0,5,1148.85,1036.11,1125.27,1061.74,Xtreme,Xtreme,exhibition,,,,19.5701,29.7713,31.5647,34.3231,0.6568,0.3432,-0.0901,1.0901
M0307,2026-02-11,SharkScale,CerberusFlame,4,1,1079.1,1003.7,1091.89,994.27,Xtreme,Xtreme,exhibition,,,,26.7251,21.8861,42.1939,31.108,0.6068,0.3932,0.9099,0.0901
M0308,2026-02-11,SolEclipse,SharkEdge,5,0,959.92,992.87,981.49,973.02,Xtreme,Xtreme,exhibition,,,,25.2312,22.8386,33.8368,31.146,0.4527,0.5473,1.0901,-0.0901
M0309,2026-02-11,EmperorMight,WolfHunt,4,2,1000,1000,1011.39,988.61,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.8559,0.1441
M0310,2026-02-11,PhoenixWing,CobaltDragoon,2,4,988.28,986.88,975.48,1007.22,Drop Attack,Drop Attack,exhibition,,,,29.0997,31.2197,35.7626,56.814,0.502,0.498,0.1441,0.8559
M0311,2026-02-11,ImpactDrake,CobaltDrake,5,2,984.0,990.42,1010.17,967.25,Drop Attack,Drop Attack,exhibition,,,,31.2197,30.4774,62.4393,55.2718,0.4908,0.5092,0.9099,0.0901
M0312,2026-02-13,WizardArc,LeonClaw,4,0,1045.87,984.0,1067.16,958.28,Drop Attack,Drop Attack,exhibition,,,,29.0997,31.2197,51.6992,62.4393,0.5881,0.4119,1.0,0.0
M0313,2026-02-13,SamuraiSaber,CobaltDrake,2,6,1039.37,967.25,1008.33,994.39,Drop Attack,Drop Attack,exhibition,,,,29.0997,29.7713,51.5433,45.0501,0.6023,0.3977,0.0,1.0
M0314,2026-02-13,PhoenixWing,ValkyrieVolt,0,5,975.48,1122.01,963.72,1146.11,Drop Attack,Drop Attack,exhibition,,,,28.4608,29.0997,30.0883,61.653,0.3008,0.6992,-0.0901,1.0901
M0315,2026-02-13,TuskMammoth,LeonCrest,0,4,996.6,984.0,974.34,1016.35,Drop Attack,Drop Attack,exhibition,,,,29.0997,31.2197,42.9547,62.4393,0.5181,0.4819,0.0,1.0
M0316,2026-02-13,WizardArc,CobaltDrake,4,2,1067.16,994.39,1080.0,982.34,Drop Attack,Drop Attack,exhibition,,,,28.4608,29.0997,50.8082,47.6921,0.6032,0.3968,0.8559,0.1441
M0317,2026-02-13,ValkyrieVolt,LeonCrest,5,2,1146.11,1016.35,1159.66,1004.86,Drop Attack,Drop Attack,exhibition,,,,28.4608,30.4774,58.5561,49.6713,0.6785,0.3215,0.9099,0.0901
M0318,2026-02-13,CobaltDrake,LeonCrest,4,1,982.34,1004.86,1000.35,983.8,Drop Attack,Drop Attack,exhibition,,,,28.4608,29.7713,40.7237,47.6166,0.4676,0.5324,0.9099,0.0901
M0319,2026-02-13,WizardArc,ValkyrieVolt,3,8,1080.0,1159.66,1056.94,1185.58,Drop Attack,Drop Attack,exhibition,,,,27.8531,27.8531,48.3062,54.2943,0.3873,0.6127,-0.0901,1.0901
M0320,2026-02-13,WizardRod,HellsChain,0,4,978.74,1009.58,965.69,1020.49,Xtreme,Xtreme,season,S1,3,4,23.9454,23.5579,28.6417,23.9412,0.4557,0.5443,0.0,1.0
M0321,2026-02-13,SilverWolf,CrimsonGaruda,0,4,997.67,968.93,982.95,986.01,Xtreme,Xtreme,season,S1,3,4,24.781,23.5579,27.1914,31.568,0.5413,0.4587,0.0,1.0
M0322,2026-02-13,UnicornSting,LeonClaw,0,4,993.51,1031.38,981.85,1043.89,Xtreme,Xtreme,season,S1,3,4,23.5579,24.3527,26.1443,28.0536,0.4457,0.5543,0.0,1.0
M0323,2026-02-13,ValkyrieVolt,RhinoReaper,5,3,1061.74,1028.21,1072.01,1020.43,Xtreme,Xtreme,season,S1,3,4,29.0997,23.5579,33.3627,25.2748,0.5481,0.4519,0.8559,0.1441
M0324,2026-02-13,SharkEdge,WhaleWave,4,1,973.02,962.67,986.61,949.09,Xtreme,Xtreme,season,S1,3,4,22.5051,23.9454,34.4187,34.3907,0.5149,0.4851,0.9099,0.0901
M0325,2026-02-13,KnightMail,DranBrave,2,4,1011.82,1017.69,1003.73,1025.83,Xtreme,Xtreme,season,S1,2,4,23.1893,22.1879,23.2856,23.4381,0.4916,0.5084,0.1441,0.8559
M0326,2026-02-13,PerseusDark,HellsReaper,4,0,993.26,1015.28,1009.9,1000.27,Xtreme,Xtreme,season,S1,2,4,23.9454,23.5579,31.2979,28.2343,0.4683,0.5317,1.0,0.0
M0327,2026-02-13,SolEclipse,WyvernHover,4,1,981.49,1038.16,994.23,1016.61,Xtreme,Xtreme,season,S1,2,4,24.781,29.0997,25.9529,43.8972,0.4192,0.5808,0.9099,0.0901
M0328,2026-02-13,WeissTiger,SharkScale,4,3,1031.18,1091.89,1043.94,1074.49,Xtreme,Xtreme,season,S1,2,4,24.781,26.2021,30.4194,41.4982,0.4135,0.5865,0.8328,0.1672
M0329,2026-02-13,PhoenixWing,DranDagger,1,4,983.97,978.35,972.61,992.38,Xtreme,Xtreme,season,S1,2,4,22.8386,23.5579,27.186,33.5705,0.5081,0.4919,0.0901,0.9099
M0330,2026-02-13,LeonCrest,DranSword,4,0,1057.95,1042.15,1073.74,1029.15,Xtreme,Xtreme,season,S1,1,4,23.5579,22.5051,33.0745,27.227,0.5227,0.4773,1.0,0.0
M0331,2026-02-13,ScorpioSpear,CobaltDragoon,4,0,1066.65,1093.0,1084.33,1074.05,Xtreme,Xtreme,season,S1,1,4,23.1893,22.8386,32.8688,35.2419,0.4621,0.5379,1.0,0.0
M0332,2026-02-13,CerberusFlame,ViperTail,4,0,994.27,999.67,1010.23,984.4,Xtreme,Xtreme,season,S1,1,4,21.599,23.5579,31.4256,30.0647,0.4922,0.5078,1.0,0.0
M0333,2026-02-13,ImpactDrake,GolemRock,4,0,1122.27,1079.87,1131.86,1069.41,Xtreme,Xtreme,season,S1,1,4,20.8191,21.0662,21.8403,23.7955,0.5607,0.4393,1.0,0.0
M0334,2026-02-13,FoxBrush,TuskMammoth,2,6,1070.75,1125.27,1058.63,1135.34,Xtreme,Xtreme,season,S1,1,4,21.599,19.396,28.7012,23.8547,0.4222,0.5778,0.0,1.0
M0335,2026-02-26,RhinoReaper,SharkEdge,3,4,1020.43,986.61,1010.08,997.52,Xtreme,Xtreme,season,S1,3,5,23.1893,22.1879,27.1676,28.6108,0.5485,0.4515,0.1672,0.8328
M0336,2026-02-26,LeonClaw,WhaleWave,2,4,1043.89,949.09,1028.82,966.37,Xtreme,Xtreme,season,S1,3,5,23.9454,23.5579,30.8036,35.3497,0.6331,0.3669,0.1441,0.8559
M0337,2026-02-26,HellsChain,ValkyrieVolt,0,5,1020.49,1072.01,1006.37,1090.12,Xtreme,Xtreme,season,S1,3,5,23.1893,28.4608,27.341,35.0578,0.4264,0.5736,-0.0901,1.0901
M0338,2026-02-26,CrimsonGaruda,WizardRod,2,4,986.01,965.69,976.36,977.72,Xtreme,Xtreme,season,S1,3,5,23.1893,23.5579,25.0763,31.2423,0.5292,0.4708,0.1441,0.8559
M0339,2026-02-26,UnicornSting,SilverWolf,3,5,981.85,982.95,973.04,993.96,Xtreme,Xtreme,season,S1,3,5,23.1893,24.3527,24.8646,31.084,0.4984,0.5016,0.1441,0.8559
M0340,2026-02-26,SharkScale,PhoenixWing,4,0,1074.49,972.61,1086.67,962.09,Xtreme,Xtreme,season,S1,2,5,25.7045,22.5051,34.0627,29.4308,0.6426,0.3574,1.0,0.0
M0341,2026-02-26,WyvernHover,DranDagger,5,2,1016.61,992.38,1029.83,981.98,Xtreme,Xtreme,season,S1,2,5,28.4608,23.1893,35.2232,27.7285,0.5348,0.4652,0.9099,0.0901
M0342,2026-02-26,DranBrave,WeissTiger,4,3,1025.83,1043.94,1035.04,1032.24,Xtreme,Xtreme,season,S1,2,5,21.8861,24.3527,25.6605,32.5994,0.474,0.526,0.8328,0.1672
M0343,2026-02-26,HellsReaper,KnightMail,3,4,1000.27,1003.73,992.44,1012.19,Xtreme,Xtreme,season,S1,2,5,23.1893,22.8386,23.9061,25.802,0.495,0.505,0.1672,0.8328
M0344,2026-02-26,SolEclipse,PerseusDark,2,5,994.23,1009.9,983.48,1023.08,Xtreme,Xtreme,season,S1,2,5,24.3527,23.5579,27.7562,34.0307,0.4775,0.5225,0.0901,0.9099
M0345,2026-02-26,GolemRock,FoxBrush,3,4,1069.41,1058.63,1060.23,1069.2,Xtreme,Xtreme,season,S1,1,5,20.8191,21.3259,26.3517,30.3373,0.5155,0.4845,0.1672,0.8328
M0346,2026-02-26,ViperTail,TuskMammoth,5,0,984.4,1135.34,1010.4,1114.84,Xtreme,Xtreme,season,S1,1,5,23.1893,19.2303,32.7115,25.7994,0.2955,0.7045,1.0901,-0.0901
M0347,2026-02-26,DranSword,ImpactDrake,2,4,1029.15,1131.86,1022.82,1137.1,Xtreme,Xtreme,season,S1,1,5,22.1879,20.5841,29.8475,24.6982,0.3564,0.6436,0.1441,0.8559
M0348,2026-02-26,CobaltDragoon,LeonCrest,0,4,1074.05,1073.74,1059.98,1091.19,Xtreme,Xtreme,season,S1,1,5,22.5051,23.1893,28.1034,34.8783,0.5004,0.4996,0.0,1.0
M0349,2026-02-26,CerberusFlame,ScorpioSpear,3,4,1010.23,1084.33,1004.46,1092.32,Xtreme,Xtreme,season,S1,1,5,21.3259,22.8386,25.3265,35.1054,0.395,0.605,0.1672,0.8328
M0350,2026-02-26,ScorpioSpear,ViperTail,0,5,1092.32,1010.4,1068.14,1027.27,Xtreme,Xtreme,season,S1,1,6,22.5051,22.8386,34.2589,23.9126,0.6158,0.3842,-0.0901,1.0901
M0351,2026-02-26,LeonCrest,CerberusFlame,4,1,1091.19,1004.46,1101.67,996.97,Xtreme,Xtreme,season,S1,1,6,22.8386,21.0662,36.414,26.0443,0.6223,0.3777,0.9099,0.0901
M0352,2026-02-26,ImpactDrake,CobaltDragoon,2,4,1137.1,1059.98,1125.35,1070.53,Xtreme,Xtreme,season,S1,1,6,20.3605,22.1879,25.2616,22.6659,0.6092,0.3908,0.1441,0.8559
M0353,2026-02-26,FoxBrush,DranSword,1,5,1069.2,1022.82,1054.66,1039.67,Xtreme,Xtreme,season,S1,1,6,21.0662,21.8861,25.6811,29.7572,0.5664,0.4336,0.0,1.0
M0354,2026-02-26,TuskMammoth,GolemRock,0,4,1114.84,1060.23,1103.72,1076.22,Xtreme,Xtreme,season,S1,1,6,19.0728,20.5841,19.2532,27.6668,0.5779,0.4221,0.0,1.0
M0355,2026-02-26,PerseusDark,WyvernHover,0,4,1023.08,1029.83,1005.97,1048.0,Xtreme,Xtreme,season,S1,2,6,23.1893,27.8531,34.8903,37.0669,0.4903,0.5097,0.0,1.0
M0356,2026-02-26,KnightMail,SolEclipse,4,0,1012.19,983.48,1022.65,972.2,Xtreme,Xtreme,season,S1,2,6,22.5051,23.9454,22.7988,24.5803,0.5412,0.4588,1.0,0.0
M0357,2026-02-26,WeissTiger,HellsReaper,0,4,1032.24,992.44,1016.95,1007.0,Xtreme,Xtreme,season,S1,2,6,23.9454,22.8386,27.4552,26.1389,0.557,0.443,0.0,1.0
M0358,2026-02-26,PhoenixWing,DranBrave,0,5,962.09,1035.04,947.17,1048.41,Xtreme,Xtreme,season,S1,2,6,22.1879,21.599,30.6584,27.465,0.3965,0.6035,-0.0901,1.0901
M0359,2026-02-26,DranDagger,SharkScale,2,5,981.98,1086.67,974.18,1095.95,Xtreme,Xtreme,season,S1,2,6,22.8386,25.2312,29.6115,35.2234,0.3537,0.6463,0.0901,0.9099
M0360,2026-02-26,SilverWolf,LeonClaw,2,5,993.96,1028.82,984.51,1037.78,Xtreme,Xtreme,season,S1,3,6,23.9454,23.5579,26.2753,24.8889,0.45,0.55,0.0901,0.9099
M0361,2026-02-26,WizardRod,UnicornSting,2,4,977.72,973.04,968.25,982.88,Xtreme,Xtreme,season,S1,3,6,23.1893,22.8386,26.1306,27.1314,0.5067,0.4933,0.1441,0.8559
M0362,2026-02-26,ValkyrieVolt,CrimsonGaruda,6,3,1090.12,976.36,1099.78,969.42,Xtreme,Xtreme,season,S1,3,6,27.8531,22.8386,38.3665,27.5577,0.6581,0.3419,0.9099,0.0901
M0363,2026-02-26,SharkEdge,HellsChain,4,0,997.52,1006.37,1009.85,994.17,Xtreme,Xtreme,season,S1,3,6,21.8861,22.8386,24.035,23.7825,0.4873,0.5127,1.0,0.0
M0364,2026-02-26,WhaleWave,RhinoReaper,0,4,966.37,1010.08,953.88,1022.85,Xtreme,Xtreme,season,S1,3,6,23.1893,22.8386,28.5623,29.2113,0.4374,0.5626,0.0,1.0
M0365,2026-02-26,LeonClaw,RhinoReaper,1,5,1037.78,1022.85,1023.55,1035.4,Xtreme,Xtreme,season,S1,3,7,23.1893,22.5051,27.2962,24.0631,0.5215,0.4785,0.0,1.0
M0366,2026-02-26,HellsChain,WhaleWave,5,0,994.17,953.88,1008.79,937.48,Xtreme,Xtreme,season,S1,3,7,22.5051,22.8386,27.462,30.8012,0.5577,0.4423,1.0901,-0.0901
M0367,2026-02-26,CrimsonGaruda,SharkEdge,2,5,969.42,1009.85,959.43,1018.26,Xtreme,Xtreme,season,S1,3,7,22.5051,21.599,28.3704,23.8909,0.4421,0.5579,0.0901,0.9099
M0368,2026-02-26,UnicornSting,ValkyrieVolt,2,4,982.88,1099.78,978.43,1107.18,Xtreme,Xtreme,season,S1,3,7,22.5051,27.275,22.9984,38.1957,0.3378,0.6622,0.1441,0.8559
M0369,2026-02-26,SilverWolf,WizardRod,4,0,984.51,968.25,998.1,954.8,Xtreme,Xtreme,season,S1,3,7,23.5579,22.8386,28.5164,28.2205,0.5234,0.4766,1.0,0.0
M0370,2026-02-26,WyvernHover,SharkScale,2,4,1048.0,1095.95,1036.64,1106.06,Xtreme,Xtreme,season,S1,2,7,27.275,24.781,39.5199,35.1864,0.4314,0.5686,0.1441,0.8559
M0371,2026-02-26,DranBrave,DranDagger,4,2,1048.41,974.18,1055.89,966.62,Xtreme,Xtreme,season,S1,2,7,21.3259,22.5051,29.8385,30.1233,0.6052,0.3948,0.8559,0.1441
M0372,2026-02-26,HellsReaper,PhoenixWing,2,4,1007.0,947.17,996.23,961.55,Xtreme,Xtreme,season,S1,2,7,22.5051,21.8861,24.4029,32.5952,0.5853,0.4147,0.1441,0.8559
M0373,2026-02-26,SolEclipse,WeissTiger,0,4,972.2,1016.95,959.99,1028.06,Xtreme,Xtreme,season,S1,2,7,23.5579,23.5579,27.9989,25.5045,0.436,0.564,0.0,1.0
M0374,2026-02-26,PerseusDark,KnightMail,0,4,1005.97,1022.65,992.55,1035.09,Xtreme,Xtreme,season,S1,2,7,22.8386,22.1879,28.1956,26.1262,0.476,0.524,0.0,1.0
M0375,2026-02-26,ViperTail,GolemRock,2,5,1027.27,1076.22,1017.96,1083.64,Xtreme,Xtreme,season,S1,1,7,22.5051,20.3605,27.4158,21.8135,0.43,0.57,0.0901,0.9099
M0376,2026-02-26,DranSword,TuskMammoth,5,0,1039.67,1103.72,1055.68,1088.02,Xtreme,Xtreme,season,S1,1,7,21.599,18.9229,23.5063,23.0462,0.4089,0.5911,1.0901,-0.0901
M0377,2026-02-26,CobaltDragoon,FoxBrush,1,5,1070.53,1054.66,1056.95,1069.73,Xtreme,Xtreme,season,S1,1,7,21.8861,20.8191,25.9735,28.8383,0.5228,0.4772,0.0,1.0
M0378,2026-02-26,CerberusFlame,ImpactDrake,3,5,996.97,1125.35,992.13,1129.06,Xtreme,Xtreme,season,S1,1,7,20.8191,20.1478,27.0217,20.7084,0.3232,0.6768,0.1441,0.8559
M0379,2026-02-26,ScorpioSpear,LeonCrest,5,2,1068.14,1101.67,1080.04,1085.27,Xtreme,Xtreme,season,S1,1,7,22.1879,22.5051,25.9739,35.8038,0.4519,0.5481,0.9099,0.0901
M0380,2026-02-26,HellsBrave,TyrannoRoar,3,6,1000,1000,986.88,1013.12,Xtreme,Xtreme,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.0901,0.9099
M0381,2026-02-26,TyrannoRoar,ClockMirage,4,0,1013.12,1000,1040.45,984.6,Xtreme,Xtreme,exhibition,,,,31.2197,32.0,56.814,32.0,0.5189,0.4811,1.0,0.0
M0382,2026-02-26,ClockMirage,HellsBrave,0,5,984.6,986.88,948.65,1020.22,Xtreme,Xtreme,exhibition,,,,31.2197,31.2197,61.2612,56.814,0.4967,0.5033,-0.0901,1.0901
