MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,PreA,PreB,PostA,PostB,arena,elo_arena_updated,MatchType,SeasonID,Tier,Matchday,KBaseA,KBaseB,KEffA,KEffB,ExpA,ExpB,ActA,ActB
M0124,2025-12-27,HellsHammer,TyrannoBeat,1,4,915.9,949.1,897.15,960.45,Xtreme,Xtreme,exhibition,,,,29.0997,28.4608,51.7593,31.3397,0.4524,0.5476,0.0901,0.9099
M0125,2025-12-27,DranBrave,WizardArrow,4,0,962.27,926.32,975.19,903.67,Xtreme,Xtreme,exhibition,,,,27.275,29.0997,28.8201,50.4908,0.5516,0.4484,1.0,0.0
M0126,2025-12-27,PegasusBlast,WizardRod,2,5,933.72,983.96,915.06,994.69,Xtreme,Xtreme,exhibition,,,,29.7713,27.275,55.1956,31.738,0.4282,0.5718,0.0901,0.9099
M0127,2025-12-27,LeonClaw,FoxBrush,1,5,1020.02,1107.36,1005.82,1116.68,Xtreme,Xtreme,exhibition,,,,29.0997,24.3527,37.6683,24.7153,0.3769,0.6231,0.0,1.0
M0128,2025-12-27,UnicornSting,CrimsonGaruda,4,0,974.24,976.79,989.2,953.49,Xtreme,Xtreme,exhibition,,,,27.275,29.0997,29.6976,46.2499,0.4963,0.5037,1.0,0.0
M0129,2025-12-27,ImpactDrake,ScorpioSpear,0,4,1146.66,1021.3,1123.49,1040.2,Xtreme,Xtreme,exhibition,,,,23.9454,27.275,34.4348,28.0899,0.673,0.327,0.0,1.0
M0130,2025-12-27,KnightMail,PhoenixRudder,5,0,1025.84,981.37,1043.8,966.49,Xtreme,Xtreme,exhibition,,,,26.2021,27.275,34.125,28.2698,0.5636,0.4364,1.0901,-0.0901
M0131,2025-12-27,BlackShell,LeonCrest,2,4,984.89,960.54,968.41,976.55,Xtreme,Xtreme,exhibition,,,,27.8531,28.4608,42.147,40.9611,0.535,0.465,0.1441,0.8559
M0132,2025-12-27,WhaleWave,WizardArc,5,2,980.9,970.06,999.19,953.48,Xtreme,Xtreme,exhibition,,,,28.4608,29.0997,46.3881,42.0494,0.5156,0.4844,0.9099,0.0901
M0133,2025-12-27,SilverWolf,SharkEdge,2,4,1018.96,1025.88,1007.06,1035.17,Xtreme,Xtreme,exhibition,,,,27.8531,26.2021,34.3851,26.8573,0.49,0.51,0.1441,0.8559
M0134,2025-12-27,DranBuster,PhoenixWing,6,0,996.53,988.56,1023.23,970.99,Xtreme,Xtreme,exhibition,,,,28.4608,26.7251,42.1963,27.7619,0.5115,0.4885,1.1441,-0.1441
M0135,2025-12-27,HellsChain,PerseusDark,2,6,996.81,959.88,976.48,981.19,Xtreme,Xtreme,exhibition,,,,28.4608,28.4608,36.7722,38.5452,0.5529,0.4471,0.0,1.0
M0136,2025-12-27,GolemRock,WhaleWave,4,0,986.76,999.19,1005.07,979.4,Xtreme,Xtreme,exhibition,,,,27.8531,27.8531,35.3593,38.2139,0.4821,0.5179,1.0,0.0
M0137,2025-12-27,FoxBrush,DranBuster,6,0,1116.68,1023.23,1130.79,1006.59,Xtreme,Xtreme,exhibition,,,,23.9454,27.8531,27.5187,32.4439,0.6313,0.3687,1.1441,-0.1441
M0138,2025-12-27,CerberusFlame,GolemRock,0,5,1050.65,1005.07,1032.17,1030.25,Xtreme,Xtreme,exhibition,,,,26.2021,27.275,28.2029,38.4254,0.5652,0.4348,-0.0901,1.0901
M0139,2025-12-27,DranDagger,PerseusDark,4,1,1025.12,981.19,1034.6,966.78,Xtreme,Xtreme,exhibition,,,,25.7045,27.8531,27.3317,41.5282,0.5629,0.4371,0.9099,0.0901
M0140,2025-12-27,TuskMammoth,ScorpioSpear,4,3,1043.56,1040.2,1052.75,1029.51,Xtreme,Xtreme,exhibition,,,,23.9454,26.7251,28.0017,32.6119,0.5048,0.4952,0.8328,0.1672
M0141,2025-12-27,LeonClaw,LeonCrest,3,4,1005.82,976.55,991.12,989.26,Xtreme,Xtreme,exhibition,,,,28.4608,27.8531,39.2181,33.9031,0.542,0.458,0.1672,0.8328
M0142,2025-12-27,KnightMail,SharkEdge,0,4,1043.8,1035.17,1024.85,1049.73,Xtreme,Xtreme,exhibition,,,,25.7045,25.7045,36.9846,28.4122,0.5124,0.4876,0.0,1.0
M0143,2025-12-27,RhinoReaper,WhaleWave,3,5,1060.73,979.4,1048.26,998.57,Xtreme,Xtreme,exhibition,,,,26.2021,27.275,26.477,40.7125,0.6149,0.3851,0.1441,0.8559
M0144,2025-12-27,ImpactDrake,PhoenixWing,3,6,1123.49,970.99,1107.32,990.34,Xtreme,Xtreme,exhibition,,,,23.5579,26.2021,26.2362,31.398,0.7064,0.2936,0.0901,0.9099
M0145,2025-12-27,SilverWolf,DranBrave,3,5,1007.06,975.19,992.63,988.17,Xtreme,Xtreme,exhibition,,,,27.275,26.7251,35.9396,32.3219,0.5457,0.4543,0.1441,0.8559
M0146,2025-12-27,HellsChain,BlackShell,4,0,976.48,968.41,996.07,947.6,Xtreme,Xtreme,exhibition,,,,27.8531,27.275,40.1086,42.6043,0.5116,0.4884,1.0,0.0
M0147,2025-12-27,WhaleFlame,UnicornSting,0,4,984.8,989.2,962.7,1003.85,Xtreme,Xtreme,exhibition,,,,29.7713,26.7251,44.7783,29.6777,0.4937,0.5063,0.0,1.0
M0148,2025-12-27,PhoenixRudder,WizardRod,0,4,966.49,994.69,952.22,1007.11,Xtreme,Xtreme,exhibition,,,,26.7251,26.7251,31.0438,27.0173,0.4595,0.5405,0.0,1.0
M0149,2025-12-27,WizardArc,HellsReaper,3,5,953.48,953.94,938.24,968.34,Xtreme,Xtreme,exhibition,,,,28.4608,28.4608,42.9043,40.5355,0.4993,0.5007,0.1441,0.8559
M0150,2025-12-27,TyrannoBeat,CrimsonGaruda,2,4,960.45,953.49,949.76,970.84,Xtreme,Xtreme,exhibition,,,,27.8531,28.4608,29.2171,47.3973,0.51,0.49,0.1441,0.8559
M0151,2025-12-27,LeonClaw,WizardRod,4,2,991.12,1007.11,1006.38,995.61,Xtreme,Xtreme,exhibition,,,,27.8531,26.2021,40.263,30.3458,0.477,0.523,0.8559,0.1441
M0152,2025-12-27,CerberusFlame,CrimsonGaruda,5,3,1032.17,970.84,1040.29,960.28,Xtreme,Xtreme,exhibition,,,,25.7045,27.8531,30.2239,39.3095,0.5874,0.4126,0.8559,0.1441
M0153,2025-12-27,UnicornSting,DranBrave,1,4,1003.85,988.17,989.46,1003.1,Xtreme,Xtreme,exhibition,,,,26.2021,26.2021,33.2742,34.5185,0.5225,0.4775,0.0901,0.9099
M0154,2025-12-27,HellsChain,HellsReaper,0,4,996.07,968.34,978.66,986.65,Xtreme,Xtreme,exhibition,,,,27.275,27.8531,32.2502,33.9233,0.5398,0.4602,0.0,1.0
M0155,2025-12-27,PhoenixWing,KnightMail,4,0,990.34,1024.85,1005.34,1008.59,Xtreme,Xtreme,exhibition,,,,25.7045,25.2312,27.2944,29.5891,0.4505,0.5495,1.0,0.0
M0156,2025-12-27,DranBuster,ScorpioSpear,2,5,1006.59,1029.51,993.0,1039.99,Xtreme,Xtreme,exhibition,,,,27.275,26.2021,36.0387,27.7994,0.4671,0.5329,0.0901,0.9099
M0157,2025-12-27,PerseusDark,RhinoReaper,6,3,966.78,1048.26,985.05,1032.57,Xtreme,Xtreme,exhibition,,,,27.275,25.7045,34.7896,29.885,0.3848,0.6152,0.9099,0.0901
M0158,2025-12-27,PhoenixWing,ScorpioSpear,1,5,1005.34,1039.99,991.13,1053.72,Xtreme,Xtreme,exhibition,,,,25.2312,25.7045,31.5497,30.5102,0.4503,0.5497,0.0,1.0
M0159,2025-12-27,HellsReaper,PerseusDark,4,2,986.65,985.05,996.47,971.66,Xtreme,Xtreme,exhibition,,,,27.275,26.7251,27.7657,37.8521,0.5023,0.4977,0.8559,0.1441
M0160,2025-12-27,LeonCrest,WhaleWave,4,3,989.26,998.57,999.09,987.17,Xtreme,Xtreme,exhibition,,,,27.275,26.7251,28.4046,32.9219,0.4866,0.5134,0.8328,0.1672
M0161,2025-12-27,DranSword,CerberusFlame,5,0,1058.44,1040.29,1080.83,1025.4,Xtreme,Xtreme,exhibition,,,,26.7251,25.2312,39.6904,26.3969,0.5261,0.4739,1.0901,-0.0901
M0162,2025-12-27,DranDagger,LeonClaw,0,5,1034.6,1006.38,1015.86,1027.48,Xtreme,Xtreme,exhibition,,,,25.2312,27.275,29.722,33.4598,0.5405,0.4595,-0.0901,1.0901
M0163,2025-12-27,FoxBrush,GolemRock,0,6,1130.79,1030.25,1106.59,1063.24,Xtreme,Xtreme,exhibition,,,,23.5579,26.7251,30.8267,42.0328,0.6408,0.3592,-0.1441,1.1441
M0164,2025-12-27,WeissTiger,DranBrave,4,2,1052.54,1003.1,1066.26,992.71,Xtreme,Xtreme,exhibition,,,,27.8531,25.7045,48.0804,36.4218,0.5707,0.4293,0.8559,0.1441
M0165,2025-12-27,TuskMammoth,SharkEdge,5,2,1052.75,1049.73,1062.49,1036.71,Xtreme,Xtreme,exhibition,,,,23.5579,25.2312,24.0134,32.1072,0.5043,0.4957,0.9099,0.0901
M0166,2025-12-27,ViperTail,ScorpioSpear,5,0,1037.73,1053.72,1061.67,1033.36,Xtreme,Xtreme,exhibition,,,,26.7251,25.2312,39.0377,33.2223,0.477,0.523,1.0901,-0.0901
M0167,2025-12-27,CobaltDragoon,HellsReaper,1,5,1053.67,996.47,1031.22,1014.24,Xtreme,Xtreme,exhibition,,,,26.2021,26.7251,38.6146,30.5549,0.5816,0.4184,0.0,1.0
M0168,2025-12-27,DranSword,LeonClaw,6,3,1080.83,1027.48,1094.84,1018.17,Xtreme,Xtreme,exhibition,,,,26.2021,26.7251,41.9761,27.8954,0.5762,0.4238,0.9099,0.0901
M0169,2025-12-27,WeissTiger,TuskMammoth,0,4,1066.26,1062.49,1042.85,1075.75,Xtreme,Xtreme,exhibition,,,,27.275,23.1893,46.3101,26.2423,0.5054,0.4946,0.0,1.0
M0170,2025-12-27,ViperTail,LeonCrest,0,4,1061.67,999.09,1036.97,1016.28,Xtreme,Xtreme,exhibition,,,,26.2021,26.7251,41.9204,29.184,0.5891,0.4109,0.0,1.0
M0171,2025-12-27,HellsReaper,GolemRock,2,4,1014.24,1063.24,1004.29,1076.38,Xtreme,Xtreme,exhibition,,,,26.2021,26.2021,34.8156,45.9596,0.4299,0.5701,0.1441,0.8559
M0172,2025-12-27,LeonCrest,DranSword,5,1,1016.28,1094.84,1036.93,1069.48,Xtreme,Xtreme,exhibition,,,,26.2021,25.7045,33.7874,41.4849,0.3888,0.6112,1.0,0.0
M0173,2025-12-27,GolemRock,TuskMammoth,3,6,1076.38,1075.75,1058.21,1087.87,Xtreme,Xtreme,exhibition,,,,25.7045,22.8386,44.2347,29.4964,0.5009,0.4991,0.0901,0.9099
M0174,2025-12-27,DranSword,GolemRock,4,0,1069.48,1058.21,1085.11,1040.63,Xtreme,Xtreme,exhibition,,,,25.2312,25.2312,32.2973,36.3439,0.5162,0.4838,1.0,0.0
M0175,2025-12-27,LeonCrest,TuskMammoth,8,2,1036.93,1087.87,1063.82,1065.48,Xtreme,Xtreme,exhibition,,,,25.7045,22.5051,37.5054,31.2348,0.4272,0.5728,1.1441,-0.1441
M0176,2026-01-04,SolEclipse,CobaltDrake,5,2,1000,1000,1013.12,986.88,Xtreme,Xtreme,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.9099,0.0901
M0177,2026-01-04,SharkScale,SolEclipse,4,2,1000,1013.12,1011.99,991.82,Xtreme,Xtreme,exhibition,,,,32.0,31.2197,32.0,56.814,0.4811,0.5189,0.8559,0.1441
M0178,2026-01-04,FoxBrush,CobaltDrake,4,3,1106.59,986.88,1110.59,977.39,Xtreme,Xtreme,exhibition,,,,23.1893,31.2197,23.9534,56.814,0.6658,0.3342,0.8328,0.1672
M0179,2026-01-04,HellsChain,WeissTiger,5,0,978.66,1042.85,1003.16,1017.59,Xtreme,Xtreme,exhibition,,,,26.7251,26.7251,35.9598,37.0735,0.4087,0.5913,1.0901,-0.0901
M0180,2026-01-04,HellsReaper,LeonCrest,6,1,1004.29,1063.82,1024.5,1035.95,Xtreme,Xtreme,exhibition,,,,25.7045,25.2312,29.9463,41.286,0.4152,0.5848,1.0901,-0.0901
M0181,2026-01-04,DranBrave,DranBuster,4,3,992.71,993.0,1003.12,980.54,Xtreme,Xtreme,exhibition,,,,25.2312,26.7251,31.2214,37.4144,0.4996,0.5004,0.8328,0.1672
M0182,2026-01-04,GolemRock,WizardRod,5,3,1040.63,995.61,1049.18,988.05,Xtreme,Xtreme,exhibition,,,,24.781,25.7045,29.3515,25.9201,0.5644,0.4356,0.8559,0.1441
M0183,2026-01-04,SharkEdge,PerseusDark,0,4,1036.71,971.66,1020.92,990.48,Xtreme,Xtreme,exhibition,,,,24.781,26.2021,26.6517,31.7586,0.5925,0.4075,0.0,1.0
M0184,2026-01-04,SharkScale,LeonClaw,5,0,1011.99,1018.17,1044.71,1001.13,Xtreme,Xtreme,exhibition,,,,31.2197,26.2021,54.6206,28.4431,0.4911,0.5089,1.0901,-0.0901
M0185,2026-01-04,TuskMammoth,SamuraiSaber,4,2,1065.48,881.86,1068.14,876.27,Xtreme,Xtreme,exhibition,,,,22.1879,27.8531,23.4457,49.1329,0.7421,0.2579,0.8559,0.1441
M0186,2026-01-04,CerberusFlame,RhinoReaper,4,0,1025.4,1032.57,1041.12,1015.52,Xtreme,Xtreme,exhibition,,,,24.781,25.2312,30.8,33.406,0.4897,0.5103,1.0,0.0
M0187,2026-01-04,CobaltDragoon,KnightMail,4,0,1031.22,1008.59,1045.35,996.33,Xtreme,Xtreme,exhibition,,,,25.7045,24.781,30.2312,26.2307,0.5325,0.4675,1.0,0.0
M0188,2026-01-04,DranSword,ImpactDrake,0,5,1085.11,1107.32,1065.67,1121.96,Xtreme,Xtreme,exhibition,,,,24.781,23.1893,34.8187,26.2289,0.4681,0.5319,-0.0901,1.0901
M0189,2026-01-04,WhaleWave,TyrannoBeat,5,0,987.17,949.76,1005.66,933.77,Xtreme,Xtreme,exhibition,,,,26.2021,27.275,34.4715,29.8115,0.5536,0.4464,1.0901,-0.0901
M0190,2026-01-04,WizardArc,ViperTail,3,5,938.24,1036.97,928.88,1044.11,Xtreme,Xtreme,exhibition,,,,27.8531,25.7045,43.0163,32.8144,0.3616,0.6384,0.1441,0.8559
M0191,2026-01-04,BlackShell,SolEclipse,0,6,947.6,991.82,922.19,1018.99,Xtreme,Xtreme,exhibition,,,,26.7251,30.4774,43.7607,46.7667,0.4367,0.5633,-0.1441,1.1441
M0192,2026-01-04,UnicornSting,WhaleFlame,4,2,989.46,962.7,998.14,947.99,Xtreme,Xtreme,exhibition,,,,25.7045,29.0997,27.3387,46.325,0.5384,0.4616,0.8559,0.1441
M0193,2026-01-04,CrimsonGaruda,WizardArrow,4,0,960.28,903.67,976.68,882.62,Xtreme,Xtreme,exhibition,,,,27.275,28.4608,39.1174,50.2195,0.5808,0.4192,1.0,0.0
M0194,2026-01-04,FoxBrush,HellsChain,0,4,1110.59,1003.16,1095.25,1020.79,Xtreme,Xtreme,exhibition,,,,22.8386,26.2021,23.6101,27.1171,0.6499,0.3501,0.0,1.0
M0195,2026-01-04,HellsReaper,DranBrave,0,4,1024.5,1003.12,1006.01,1020.42,Xtreme,Xtreme,exhibition,,,,25.2312,24.781,34.8304,32.5974,0.5307,0.4693,0.0,1.0
M0196,2026-01-04,GolemRock,PerseusDark,4,0,1049.18,990.48,1061.92,975.62,Xtreme,Xtreme,exhibition,,,,24.3527,25.7045,30.6089,35.7028,0.5837,0.4163,1.0,0.0
M0197,2026-01-04,SharkScale,TuskMammoth,2,5,1044.71,1068.14,1023.71,1077.1,Xtreme,Xtreme,exhibition,,,,30.4774,21.8861,55.8067,23.8068,0.4663,0.5337,0.0901,0.9099
M0198,2026-01-04,CerberusFlame,CobaltDragoon,4,2,1041.12,1045.35,1050.05,1033.35,Xtreme,Xtreme,exhibition,,,,24.3527,25.2312,24.6732,33.1558,0.4939,0.5061,0.8559,0.1441
M0199,2026-01-04,ImpactDrake,WhaleWave,4,1,1121.96,1005.66,1128.18,998.87,Xtreme,Xtreme,exhibition,,,,22.8386,25.7045,25.0249,27.3275,0.6614,0.3386,0.9099,0.0901
M0200,2026-01-04,ViperTail,SolEclipse,2,5,1044.11,1018.99,1029.42,1040.87,Xtreme,Xtreme,exhibition,,,,25.2312,29.7713,32.937,49.0778,0.5361,0.4639,0.0901,0.9099
M0201,2026-01-04,UnicornSting,CrimsonGaruda,0,4,998.14,976.68,982.5,993.74,Xtreme,Xtreme,exhibition,,,,25.2312,26.7251,29.4564,32.1446,0.5308,0.4692,0.0,1.0
M0202,2026-01-04,HellsChain,DranBrave,1,4,1020.79,1020.42,1008.04,1034.92,Xtreme,Xtreme,exhibition,,,,25.7045,24.3527,31.0443,35.3374,0.5005,0.4995,0.0901,0.9099
M0203,2026-01-04,GolemRock,TuskMammoth,4,0,1061.92,1077.1,1078.94,1063.48,Xtreme,Xtreme,exhibition,,,,23.9454,21.599,32.6035,26.1049,0.4782,0.5218,1.0,0.0
M0204,2026-01-04,CerberusFlame,ImpactDrake,4,2,1050.05,1128.18,1062.57,1115.91,Xtreme,Xtreme,exhibition,,,,23.9454,22.5051,26.8396,26.3016,0.3894,0.6106,0.8559,0.1441
M0205,2026-01-04,SolEclipse,CrimsonGaruda,3,4,1040.87,993.74,1021.16,1004.51,Xtreme,Xtreme,exhibition,,,,29.0997,26.2021,49.259,26.9126,0.5674,0.4326,0.1672,0.8328
M0206,2026-01-04,HellsChain,TuskMammoth,3,4,1008.04,1063.48,1001.51,1068.99,Xtreme,Xtreme,exhibition,,,,25.2312,21.3259,25.754,21.7326,0.4209,0.5791,0.1672,0.8328
M0207,2026-01-04,ImpactDrake,SolEclipse,6,3,1115.91,1021.16,1122.24,1009.96,Xtreme,Xtreme,exhibition,,,,22.1879,28.4608,22.8892,40.4506,0.6331,0.3669,0.9099,0.0901
M0208,2026-01-04,TuskMammoth,ImpactDrake,5,3,1068.99,1122.24,1078.79,1112.08,Xtreme,Xtreme,exhibition,,,,21.0662,21.8861,22.681,23.5233,0.424,0.576,0.8559,0.1441
M0209,2026-01-04,DranBrave,GolemRock,0,4,1034.92,1078.94,1019.03,1094.23,Xtreme,Xtreme,exhibition,,,,23.9454,23.5579,36.3563,34.9974,0.437,0.563,0.0,1.0
M0210,2026-01-04,CerberusFlame,CrimsonGaruda,0,4,1062.57,1004.51,1045.16,1022.01,Xtreme,Xtreme,exhibition,,,,23.5579,25.7045,29.8837,30.0157,0.5828,0.4172,0.0,1.0
M0211,2026-01-04,DranBrave,CerberusFlame,5,1,1019.03,1045.16,1035.05,1032.59,Xtreme,Xtreme,exhibition,,,,23.5579,23.1893,29.8045,23.3697,0.4625,0.5375,1.0,0.0
M0212,2026-01-04,GolemRock,CrimsonGaruda,7,0,1094.23,1022.01,1114.61,1002.78,Xtreme,Xtreme,exhibition,,,,23.1893,25.2312,36.0873,34.0406,0.6025,0.3975,1.1672,-0.1672
M0213,2026-01-04,SharkScale,SharkEdge,4,0,1023.71,1020.92,1046.5,1006.98,Xtreme,Xtreme,exhibition,,,,29.7713,24.3527,45.9421,28.0957,0.504,0.496,1.0,0.0
M0214,2026-01-04,CobaltDrake,CobaltDragoon,2,4,977.39,1033.35,962.82,1041.05,Xtreme,Xtreme,exhibition,,,,30.4774,24.781,52.7715,27.887,0.4202,0.5798,0.1441,0.8559
M0215,2026-01-04,SharkScale,CobaltDragoon,3,5,1046.5,1041.05,1029.3,1051.7,Xtreme,Xtreme,exhibition,,,,29.0997,24.3527,47.2801,29.2949,0.5078,0.4922,0.1441,0.8559
M0216,2026-01-04,PhoenixWing,CobaltDrake,5,0,991.13,962.82,1005.31,935.03,Xtreme,Xtreme,exhibition,,,,24.781,29.7713,25.8006,50.5782,0.5407,0.4593,1.0901,-0.0901
M0217,2026-01-04,CobaltDrake,PegasusBlast,4,3,935.03,915.06,950.71,898.94,Xtreme,Xtreme,exhibition,,,,29.0997,29.0997,51.5534,53.0098,0.5287,0.4713,0.8328,0.1672
M0218,2026-01-04,PegasusBlast,SamuraiSaber,4,2,898.94,876.27,915.35,861.57,Xtreme,Xtreme,exhibition,,,,28.4608,27.275,50.7413,45.453,0.5326,0.4674,0.8559,0.1441
M0219,2026-01-04,GolemRock,PhoenixWing,0,5,1114.61,1005.31,1086.46,1027.61,Xtreme,Xtreme,exhibition,,,,22.8386,24.3527,37.9221,30.0381,0.6523,0.3477,-0.0901,1.0901
M0220,2026-01-04,GolemRock,DranBuster,5,3,1086.46,980.54,1092.4,972.64,Xtreme,Xtreme,exhibition,,,,22.5051,26.2021,28.5903,37.9516,0.6479,0.3521,0.8559,0.1441
M0221,2026-01-04,GolemRock,DranSword,5,0,1092.4,1065.67,1108.28,1050.51,Xtreme,Xtreme,exhibition,,,,22.1879,24.3527,28.775,27.4805,0.5384,0.4616,1.0901,-0.0901
M0222,2026-01-04,SolEclipse,ScorpioSpear,0,5,1009.96,1033.36,990.68,1047.65,Xtreme,Xtreme,exhibition,,,,27.8531,24.781,34.6496,25.6778,0.4664,0.5336,-0.0901,1.0901
M0223,2026-01-04,SilverWolf,SolEclipse,2,4,992.63,990.68,979.15,1000.49,Xtreme,Xtreme,exhibition,,,,26.7251,27.275,37.5747,27.3489,0.5028,0.4972,0.1441,0.8559
M0224,2026-01-04,DranSword,TyrannoBeat,4,2,1050.51,933.77,1055.6,927.18,Xtreme,Xtreme,exhibition,,,,23.9454,26.7251,26.2329,33.9721,0.662,0.338,0.8559,0.1441
M0225,2026-01-30,DranDagger,ValkyrieVolt,0,5,1000,1000,981.12,1018.88,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,-0.0901,1.0901
M0226,2026-01-30,DranBrave,PegasusBlast,2,4,1000,1000,988.61,1011.39,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.1441,0.8559
M0227,2026-01-30,ImpactDrake,TuskMammoth,0,4,1000,1000,984.0,1016.0,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.0,1.0
M0228,2026-01-30,DranSword,SamuraiSaber,0,5,1000,1000,981.12,1018.88,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,-0.0901,1.0901
M0229,2026-01-30,PhoenixWing,CobaltDragoon,4,1,1000,1000,1013.12,986.88,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.9099,0.0901
M0230,2026-01-30,CobaltDrake,DranBuster,5,0,1000,1000,1018.88,981.12,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,1.0901,-0.0901
M0231,2026-01-30,TyrannoBeat,FoxBrush,4,0,1000,1000,1016.0,984.0,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,1.0,0.0
M0232,2026-01-30,SharkEdge,SharkScale,0,4,1000,1000,984.0,1016.0,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.0,1.0
M0233,2026-01-30,ValkyrieVolt,PegasusBlast,4,0,1018.88,1011.39,1052.18,985.24,Drop Attack,Drop Attack,exhibition,,,,31.2197,31.2197,68.0647,53.4425,0.5108,0.4892,1.0,0.0
M0234,2026-01-30,TuskMammoth,SamuraiSaber,0,4,1016.0,1018.88,985.04,1052.63,Drop Attack,Drop Attack,exhibition,,,,31.2197,31.2197,62.4393,68.0647,0.4959,0.5041,0.0,1.0
M0235,2026-01-30,PhoenixWing,CobaltDrake,4,1,1013.12,1018.88,1036.88,990.42,Drop Attack,Drop Attack,exhibition,,,,31.2197,31.2197,56.814,68.0647,0.4917,0.5083,0.9099,0.0901
M0236,2026-01-30,TyrannoBeat,SharkScale,0,5,1016.0,1016.0,979.15,1052.85,Drop Attack,Drop Attack,exhibition,,,,31.2197,31.2197,62.4393,62.4393,0.5,0.5,-0.0901,1.0901
M0237,2026-01-30,ValkyrieVolt,SamuraiSaber,5,0,1052.18,1052.63,1090.77,1014.0,Drop Attack,Drop Attack,exhibition,,,,30.4774,30.4774,65.3285,65.402,0.4994,0.5006,1.0901,-0.0901
M0238,2026-01-30,PhoenixWing,SharkScale,0,4,1036.88,1052.85,1010.38,1082.4,Drop Attack,Drop Attack,exhibition,,,,30.4774,30.4774,55.5551,61.9533,0.477,0.523,0.0,1.0
M0239,2026-01-30,SamuraiSaber,PhoenixWing,4,0,1014.0,1010.38,1039.37,988.28,Drop Attack,Drop Attack,exhibition,,,,29.7713,29.7713,51.2886,44.6498,0.5052,0.4948,1.0,0.0
M0240,2026-01-30,ValkyrieVolt,SharkScale,8,4,1090.77,1082.4,1122.01,1053.08,Drop Attack,Drop Attack,exhibition,,,,29.7713,29.7713,64.0206,60.0921,0.512,0.488,1.0,0.0
M0241,2026-01-30,WeissTiger,TuskMammoth,0,5,1000,985.04,980.43,1015.57,Drop Attack,Drop Attack,exhibition,,,,32.0,30.4774,32.0,49.9181,0.5215,0.4785,-0.0901,1.0901
M0242,2026-01-30,DranSword,DranDagger,2,5,981.12,981.12,953.22,1009.02,Drop Attack,Drop Attack,exhibition,,,,31.2197,31.2197,68.0647,68.0647,0.5,0.5,0.0901,0.9099
M0243,2026-01-30,SolEclipse,ScorpioSpear,0,5,1000,1000,981.12,1018.88,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,-0.0901,1.0901
M0244,2026-01-30,WizardArrow,CrimsonGaruda,0,4,1000,1000,984.0,1016.0,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.0,1.0
M0245,2026-01-30,TyrannoBeat,PerseusDark,0,4,979.15,1000,956.18,1015.04,Drop Attack,Drop Attack,exhibition,,,,30.4774,32.0,48.8736,32.0,0.47,0.53,0.0,1.0
M0246,2026-01-30,LeonClaw,WhaleWave,0,4,1000,1000,984.0,1016.0,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.0,1.0
M0247,2026-01-30,WizardArc,GolemRock,5,0,1000,1000,1018.88,981.12,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,1.0901,-0.0901
M0248,2026-01-30,LeonCrest,HellsChain,0,4,1000,1000,984.0,1016.0,Drop Attack,Drop Attack,exhibition,,,,32.0,32.0,32.0,32.0,0.5,0.5,0.0,1.0
M0249,2026-01-30,TuskMammoth,DranDagger,3,5,1015.57,1009.02,996.6,1029.24,Drop Attack,Drop Attack,exhibition,,,,29.7713,30.4774,51.9301,55.3637,0.5094,0.4906,0.1441,0.8559
M0250,2026-01-30,ScorpioSpear,CrimsonGaruda,5,2,1018.88,1016.0,1046.5,990.66,Drop Attack,Drop Attack,exhibition,,,,31.2197,31.2197,68.0647,62.4393,0.5041,0.4959,0.9099,0.0901
M0251,2026-01-30,PerseusDark,WhaleWave,3,4,1015.04,1016.0,994.97,1036.69,Drop Attack,Drop Attack,exhibition,,,,31.2197,31.2197,60.5685,62.4393,0.4986,0.5014,0.1672,0.8328
M0252,2026-01-30,WizardArc,HellsChain,4,0,1018.88,1016.0,1052.63,985.04,Drop Attack,Drop Attack,exhibition,,,,31.2197,31.2197,68.0647,62.4393,0.5041,0.4959,1.0,0.0
M0253,2026-01-30,DranDagger,ScorpioSpear,2,4,1029.24,1046.5,1014.11,1067.82,Drop Attack,Drop Attack,exhibition,,,,29.7713,30.4774,45.706,64.4035,0.4752,0.5248,0.1441,0.8559
