Date,Bey,ELO,match_id,MatchIndex
2025-09-07,UnicornSting,1032.0,20,2
2025-09-07,UnicornSting,1018.63,26,3
2025-11-12,UnicornSting,1026.52,35,4
2025-11-12,UnicornSting,1005.45,51,5
2025-09-07,ViperTail,1000.0,0,0
2025-09-07,ViperTail,1006.67,1,1
2025-09-07,ViperTail,998.1,17,2
2025-11-12,ViperTail,1018.29,42,3
2025-11-12,ViperTail,1003.96,58,4
2025-09-07,WeissTiger,1000.0,0,0
2025-09-07,WeissTiger,1020.0,15,1
2025-09-07,WeissTiger,1016.38,24,2
2025-11-12,WeissTiger,1016.54,32,3
2025-11-12,WhaleFlame,1000.0,0,0
2025-11-12,WhaleFlame,992.18,44,1
2025-09-07,WhaleWave,1000.0,0,0
2025-09-07,WhaleWave,980.0,13,1
2025-11-12,WhaleWave,987.82,44,2
2025-11-12,WhaleWave,976.52,54,3
2025-09-07,WizardArc,1000.0,0,0
2025-09-07,WizardArc,993.33,1,1
2025-11-12,WizardArc,989.43,33,2
2025-09-07,WizardArrow,1000.0,0,0
2025-09-07,WizardArrow,997.14,11,1
2025-11-12,WizardArrow,993.3,46,2
2025-09-07,WizardRod,1000.0,0,0
2025-09-07,WizardRod,1002.86,14,1
2025-09-07,WizardRod,1010.51,23,2
2025-09-07,WizardRod,1017.16,28,3
2025-09-07,WizardRod,1006.87,30,4
2025-11-12,WizardRod,998.97,35,5
