Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1134,21,15,6,71.4%,81,46,35,→ 0,+3
2,GolemRock,1134,20,14,6,70.0%,70,37,33,▲ 4,+58
3,FoxBrush,1109,18,13,5,72.2%,64,40,24,▼ 1,-16
4,TuskMammoth,1104,24,17,7,70.8%,85,68,17,→ 0,+9
5,CobaltDragoon,1085,14,9,5,64.3%,51,33,18,▲ 2,+12
6,DranSword,1068,15,10,5,66.7%,49,41,8,▼ 3,-28
7,DranDagger,1059,12,7,5,58.3%,33,31,2,▲ 4,0
8,ScorpioSpear,1058,13,8,5,61.5%,43,32,11,▲ 5,+13
9,PhoenixWing,1057,14,8,6,57.1%,47,44,3,▲ 7,+35
10,LeonCrest,1050,12,7,5,58.3%,41,35,6,▼ 5,-29
11,CerberusFlame,1047,17,10,7,58.8%,46,43,3,▲ 3,+10
12,SharkScale,1045,5,3,2,60.0%,18,12,6,→ 0,+45
13,DranBrave,1045,16,9,7,56.2%,49,42,7,▲ 8,+33
14,WeissTiger,1044,9,5,4,55.6%,26,20,6,▼ 6,-24
15,RhinoReaper,1039,12,6,6,50.0%,39,41,-2,▼ 5,-22
16,ViperTail,1038,12,7,5,58.3%,39,31,8,▼ 4,-16
17,SharkEdge,1032,14,7,7,50.0%,39,43,-4,▼ 8,-31
18,PerseusDark,1023,11,5,6,45.5%,30,32,-2,▲ 2,+10
19,HellsReaper,1017,12,6,6,50.0%,36,31,5,→ 0,+3
20,CrimsonGaruda,1012,12,6,6,50.0%,31,34,-3,▲ 8,+62
21,UnicornSting,1011,12,6,6,50.0%,31,32,-1,▼ 4,-8
22,LeonClaw,1007,10,4,6,40.0%,26,33,-7,▼ 7,-25
23,HellsChain,1006,12,5,7,41.7%,37,35,2,▲ 3,+31
24,KnightMail,1005,13,6,7,46.2%,37,36,1,▼ 6,-12
25,WhaleWave,999,11,5,6,45.5%,28,35,-7,→ 0,+15
26,SolEclipse,993,8,4,4,50.0%,28,25,3,→ 0,-7
27,WizardRod,984,11,5,6,45.5%,32,35,-3,▼ 3,-6
28,DranBuster,980,10,3,7,30.0%,24,33,-9,▼ 6,-22
29,SilverWolf,979,9,3,6,33.3%,23,29,-6,▼ 6,-18
30,PhoenixRudder,948,9,3,6,33.3%,17,31,-14,→ 0,0
31,CobaltDrake,941,5,1,4,20.0%,11,21,-10,→ 0,-59
32,WhaleFlame,930,5,1,4,20.0%,8,19,-11,▼ 3,-18
33,TyrannoBeat,917,9,2,7,22.2%,18,33,-15,▼ 6,-34
34,BlackShell,912,9,2,7,22.2%,11,32,-21,▼ 3,-33
35,WizardArc,908,7,1,6,14.3%,17,30,-13,▼ 3,-11
36,PegasusBlast,899,6,1,5,16.7%,11,24,-13,▼ 3,+1
37,HellsHammer,869,5,0,5,0.0%,6,23,-17,▼ 2,0
38,WizardArrow,866,6,0,6,0.0%,7,24,-17,▼ 4,-22
39,SamuraiSaber,840,8,0,8,0.0%,9,32,-23,▼ 3,-21
