Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,FoxBrush,1131,10,9,1,90.0%,42,17,25,▲ 1,+78
2,ImpactDrake,1101,8,7,1,87.5%,33,14,19,▼ 1,-8
3,TuskMammoth,1056,7,5,2,71.4%,25,16,9,▲ 2,+27
4,RhinoReaper,1054,6,4,2,66.7%,22,19,3,▲ 24,+70
5,CerberusFlame,1041,4,3,1,75.0%,13,6,7,→ 0,+41
6,CobaltDragoon,1040,5,3,2,60.0%,20,12,8,▲ 3,+19
7,DranDagger,1037,5,3,2,60.0%,16,12,4,▲ 5,+20
8,UnicornSting,1029,5,3,2,60.0%,14,12,2,▼ 4,-5
9,KnightMail,1026,3,2,1,66.7%,12,7,5,→ 0,+26
10,DranSword,1021,5,3,2,60.0%,16,15,1,▼ 7,-16
11,SilverWolf,1016,4,2,2,50.0%,11,11,0,▲ 7,+26
12,GolemRock,1013,4,2,2,50.0%,9,10,-1,▼ 1,-4
13,WeissTiger,1008,3,1,2,33.3%,10,8,2,→ 0,-9
14,PhoenixRudder,1006,4,2,2,50.0%,11,13,-2,▼ 6,-17
15,WizardRod,1004,5,3,2,60.0%,15,16,-1,▼ 8,-18
16,PhoenixWing,1003,4,2,2,50.0%,11,15,-4,▼ 10,-21
17,ScorpioSpear,1001,4,2,2,50.0%,10,13,-3,▲ 4,+12
18,DranBuster,998,3,1,2,33.3%,6,9,-3,▲ 9,+14
19,HellsChain,997,3,1,2,33.3%,11,12,-1,▲ 5,+9
20,PerseusDark,995,3,1,2,33.3%,7,9,-2,▼ 10,-25
21,TyrannoBeat,991,3,1,2,33.3%,7,11,-4,▼ 6,-18
22,ViperTail,990,4,2,2,50.0%,11,12,-1,▲ 3,+3
23,BlackShell,990,3,1,2,33.3%,4,9,-5,▲ 7,+6
24,PegasusBlast,988,1,0,1,0.0%,0,4,-4,→ 0,-12
25,WhaleFlame,986,1,0,1,0.0%,2,4,-2,→ 0,-14
26,SharkEdge,985,3,1,2,33.3%,6,10,-4,▲ 6,+5
27,DranBrave,985,3,1,2,33.3%,7,11,-4,▼ 13,-24
28,WhaleWave,981,3,1,2,33.3%,5,11,-6,▲ 3,0
29,WizardArrow,978,2,0,2,0.0%,6,8,-2,▼ 10,-12
30,LeonCrest,976,2,0,2,0.0%,5,8,-3,▼ 14,-16
31,WizardArc,973,2,0,2,0.0%,5,9,-4,▼ 9,-16
32,LeonClaw,972,2,0,2,0.0%,2,8,-6,▼ 6,-13
33,HellsReaper,968,2,0,2,0.0%,4,8,-4,▼ 10,-20
34,HellsHammer,962,2,0,2,0.0%,3,9,-6,▼ 17,-28
35,SamuraiSaber,961,2,0,2,0.0%,2,8,-6,▼ 15,-28
36,CrimsonGaruda,955,2,0,2,0.0%,1,8,-7,▼ 7,-29
