Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1192,12,11,1,91.7%,60,16,44,→ 0,+56
2,ScorpioSpear,1127,21,15,6,71.4%,77,42,35,▲ 1,+16
3,ImpactDrake,1116,27,19,8,70.4%,102,57,45,▲ 1,+9
4,TuskMammoth,1096,37,26,11,70.3%,128,90,38,▲ 1,-6
5,SharkScale,1095,14,10,4,71.4%,57,29,28,▼ 3,-18
6,CobaltDragoon,1067,20,13,7,65.0%,70,46,24,→ 0,-13
7,GolemRock,1061,25,15,10,60.0%,74,58,16,→ 0,-10
8,LeonCrest,1046,20,11,9,55.0%,61,52,9,▲ 1,+4
9,FoxBrush,1033,23,14,9,60.9%,70,62,8,▼ 1,-12
10,PerseusDark,1029,17,9,8,52.9%,52,44,8,▲ 4,+13
11,WeissTiger,1028,14,8,6,57.1%,41,34,7,▲ 2,+11
12,DranBrave,1022,21,11,10,52.4%,62,56,6,▲ 3,+7
13,HellsChain,1018,18,9,9,50.0%,55,46,9,▲ 4,+13
14,RhinoReaper,1013,16,8,8,50.0%,53,53,0,▼ 2,-4
15,WyvernHover,1012,5,3,2,60.0%,13,11,2,▼ 5,-20
16,HellsReaper,1011,16,8,8,50.0%,45,42,3,▼ 5,-14
17,CerberusFlame,1007,22,11,11,50.0%,55,59,-4,▲ 6,+14
18,LeonClaw,1004,16,8,8,50.0%,43,48,-5,→ 0,+1
19,KnightMail,1003,17,8,9,47.1%,49,46,3,▼ 3,-8
20,WizardArc,997,14,6,8,42.9%,44,47,-3,▲ 5,+12
21,WolfHunt,995,3,1,2,33.3%,6,8,-2,▲ 1,0
22,DranSword,989,21,11,10,52.4%,56,65,-9,▼ 3,-13
23,DranDagger,989,21,10,11,47.6%,58,66,-8,▲ 5,+11
24,SolEclipse,988,14,6,8,42.9%,39,45,-6,▲ 7,+14
25,UnicornSting,987,16,8,8,50.0%,39,42,-3,▼ 5,-12
26,CobaltDrake,985,11,4,7,36.4%,31,37,-6,▲ 7,+22
27,CrimsonGaruda,984,18,8,10,44.4%,45,52,-7,▲ 5,+14
28,ViperTail,984,16,7,9,43.8%,43,49,-6,▼ 7,-15
29,EmperorMight,980,3,1,2,33.3%,4,10,-6,▼ 2,0
30,SilverWolf,974,13,5,8,38.5%,34,42,-8,▼ 6,-14
31,SharkEdge,972,20,9,11,45.0%,50,64,-14,▲ 3,+13
32,WizardRod,968,15,6,9,40.0%,40,50,-10,▼ 6,-12
33,WhaleWave,967,19,8,11,42.1%,49,64,-15,▼ 4,-10
34,PhoenixWing,956,24,10,14,41.7%,58,79,-21,▼ 4,-20
35,PhoenixRudder,951,9,3,6,33.3%,17,31,-14,→ 0,0
36,WhaleFlame,949,5,1,4,20.0%,8,19,-11,→ 0,0
37,DranBuster,946,11,3,8,27.3%,24,38,-14,→ 0,0
38,PegasusBlast,934,8,2,6,25.0%,15,30,-15,▲ 1,0
39,TyrannoBeat,931,12,3,9,25.0%,22,42,-20,▲ 1,0
40,BlackShell,926,9,2,7,22.2%,11,32,-21,▲ 1,0
41,SamuraiSaber,924,13,3,10,23.1%,24,43,-19,▼ 3,-13
42,HellsHammer,899,5,0,5,0.0%,6,23,-17,→ 0,0
43,WizardArrow,874,7,0,7,0.0%,7,28,-21,→ 0,0
