Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1103,5,5,0,100.0%,23,5,18,→ 0,+103
2,FoxBrush,1045,5,4,1,80.0%,18,10,8,→ 0,+45
3,DranSword,1030,4,3,1,75.0%,15,11,4,→ 0,+30
4,WizardRod,1022,4,3,1,75.0%,13,11,2,→ 0,+22
5,UnicornSting,1021,3,2,1,66.7%,9,5,4,→ 0,+21
6,PhoenixRudder,1014,3,2,1,66.7%,10,9,1,→ 0,+14
7,PerseusDark,1014,2,1,1,50.0%,7,4,3,→ 0,+14
8,TuskMammoth,1014,3,2,1,66.7%,9,8,1,→ 0,+14
9,CobaltDragoon,1012,2,1,1,50.0%,7,4,3,→ 0,+12
10,PhoenixWing,1010,3,2,1,66.7%,8,9,-1,→ 0,+10
11,WeissTiger,1009,2,1,1,50.0%,7,4,3,→ 0,+9
12,DranDagger,1007,2,1,1,50.0%,5,4,1,→ 0,+7
13,GolemRock,1006,2,1,1,50.0%,4,4,0,→ 0,+6
14,DranBrave,1002,2,1,1,50.0%,7,7,0,→ 0,+2
15,TyrannoBeat,1001,2,1,1,50.0%,6,7,-1,→ 0,+1
16,ViperTail,994,2,1,1,50.0%,6,7,-1,→ 0,-6
17,LeonCrest,990,1,0,1,0.0%,3,4,-1,→ 0,-10
18,HellsHammer,988,1,0,1,0.0%,3,4,-1,→ 0,-12
19,SilverWolf,988,1,0,1,0.0%,3,4,-1,→ 0,-12
20,WizardArrow,987,1,0,1,0.0%,3,4,-1,→ 0,-13
21,ScorpioSpear,986,1,0,1,0.0%,2,4,-2,→ 0,-14
22,SamuraiSaber,986,1,0,1,0.0%,2,4,-2,→ 0,-14
23,WizardArc,986,1,0,1,0.0%,2,4,-2,→ 0,-14
24,HellsReaper,985,1,0,1,0.0%,2,4,-2,→ 0,-15
25,HellsChain,985,1,0,1,0.0%,2,4,-2,→ 0,-15
26,LeonClaw,980,1,0,1,0.0%,0,4,-4,→ 0,-20
27,RhinoReaper,979,1,0,1,0.0%,0,4,-4,→ 0,-21
28,DranBuster,979,1,0,1,0.0%,0,5,-5,→ 0,-21
29,CrimsonGaruda,979,1,0,1,0.0%,0,4,-4,→ 0,-21
30,BlackShell,979,1,0,1,0.0%,0,4,-4,→ 0,-21
31,WhaleWave,975,1,0,1,0.0%,0,5,-5,→ 0,-25
32,SharkEdge,975,1,0,1,0.0%,0,5,-5,→ 0,-25
