Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,FoxBrush,1122,12,10,2,83.3%,49,22,27,→ 0,-10
2,ImpactDrake,1099,10,8,2,80.0%,40,18,22,→ 0,-3
3,CerberusFlame,1076,6,5,1,83.3%,21,8,13,▲ 2,+35
4,RhinoReaper,1075,8,6,2,75.0%,31,22,9,→ 0,+22
5,TuskMammoth,1069,9,7,2,77.8%,34,22,12,▼ 2,+13
6,CobaltDragoon,1061,7,5,2,71.4%,28,14,14,→ 0,+22
7,DranDagger,1060,7,5,2,71.4%,24,15,9,→ 0,+23
8,DranSword,1046,7,5,2,71.4%,25,19,6,▲ 2,+26
9,ViperTail,1038,6,4,2,66.7%,21,14,7,▲ 13,+47
10,WeissTiger,1037,5,3,2,60.0%,18,9,9,▲ 3,+29
11,KnightMail,1024,5,3,2,60.0%,18,11,7,▼ 2,-2
12,SilverWolf,1017,6,3,3,50.0%,16,16,0,▼ 1,+1
13,GolemRock,1016,6,3,3,50.0%,14,14,0,▼ 1,+4
14,LeonClaw,1015,4,2,2,50.0%,10,11,-1,▲ 18,+43
15,PhoenixWing,1010,6,3,3,50.0%,19,21,-2,▲ 1,+7
16,ScorpioSpear,1007,6,3,3,50.0%,17,18,-1,▲ 1,+6
17,PhoenixRudder,1006,6,3,3,50.0%,16,18,-2,▼ 3,0
18,DranBuster,999,5,2,3,40.0%,10,13,-3,→ 0,+1
19,HellsChain,998,5,2,3,40.0%,18,17,1,→ 0,+1
20,UnicornSting,995,7,3,4,42.9%,18,22,-4,▼ 12,-33
21,SharkEdge,995,5,2,3,40.0%,13,15,-2,▲ 5,+10
22,PerseusDark,995,5,2,3,40.0%,11,15,-4,▼ 2,0
23,BlackShell,994,5,2,3,40.0%,8,14,-6,→ 0,+4
24,WhaleFlame,986,3,1,2,33.3%,6,11,-5,▲ 1,-1
25,LeonCrest,982,4,1,3,25.0%,10,14,-4,▲ 5,+7
26,WizardRod,979,7,3,4,42.9%,18,24,-6,▼ 11,-26
27,WhaleWave,978,5,2,3,40.0%,9,18,-9,▲ 1,-3
28,WizardArc,973,4,1,3,25.0%,9,15,-6,▲ 3,0
29,CrimsonGaruda,971,4,1,3,25.0%,8,13,-5,▲ 7,+17
30,TyrannoBeat,959,5,1,4,20.0%,10,19,-9,▼ 9,-32
31,DranBrave,952,5,1,4,20.0%,10,20,-10,▼ 4,-32
32,PegasusBlast,940,3,0,3,0.0%,2,13,-11,▼ 8,-49
33,HellsReaper,933,4,0,4,0.0%,6,16,-10,→ 0,-35
34,WizardArrow,932,4,0,4,0.0%,7,16,-9,▼ 5,-45
35,SamuraiSaber,920,4,0,4,0.0%,3,16,-13,→ 0,-41
36,HellsHammer,917,4,0,4,0.0%,5,19,-14,▼ 2,-45
