Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1156,8,7,1,87.5%,37,8,29,▲ 4,+76
2,SharkScale,1122,13,10,3,76.9%,54,25,29,▲ 2,+40
3,ImpactDrake,1118,26,18,8,69.2%,98,57,41,▼ 2,+5
4,TuskMammoth,1114,35,25,10,71.4%,122,84,38,▼ 1,+33
5,ScorpioSpear,1110,20,14,6,70.0%,73,42,31,▲ 1,+32
6,CobaltDragoon,1090,19,13,6,68.4%,70,42,28,▲ 2,+28
7,GolemRock,1075,24,15,9,62.5%,74,54,20,▼ 5,-27
8,FoxBrush,1056,22,14,8,63.6%,68,56,12,▼ 1,-7
9,LeonCrest,1044,16,9,7,56.2%,50,43,7,→ 0,+6
10,WyvernHover,1039,4,3,1,75.0%,12,7,5,▲ 8,+27
11,RhinoReaper,1037,15,8,7,53.3%,50,48,2,▲ 10,+27
12,PerseusDark,1031,16,8,8,50.0%,48,44,4,▼ 1,+3
13,WeissTiger,1029,13,7,6,53.8%,37,31,6,▲ 12,+31
14,UnicornSting,1017,15,8,7,53.3%,39,38,1,▼ 1,-4
15,HellsReaper,1017,15,8,7,53.3%,45,38,7,▼ 1,-1
16,LeonClaw,1017,14,7,7,50.0%,39,44,-5,▲ 11,+22
17,DranBrave,1017,20,10,10,50.0%,58,54,4,▼ 1,+1
18,KnightMail,1013,16,8,8,50.0%,47,42,5,▲ 1,+2
19,DranSword,1010,20,11,9,55.0%,56,61,-5,▲ 3,+1
20,HellsChain,1009,17,8,9,47.1%,51,46,5,▲ 3,0
21,CerberusFlame,1006,21,10,11,47.6%,51,59,-8,▼ 11,-30
22,SilverWolf,1000,12,5,7,41.7%,34,38,-4,▲ 6,+5
23,WolfHunt,999,3,1,2,33.3%,6,8,-2,→ 0,-1
24,ViperTail,997,15,7,8,46.7%,43,45,-2,▼ 7,-17
25,DranDagger,994,20,9,11,45.0%,54,65,-11,▼ 10,-24
26,PhoenixWing,988,22,10,12,45.5%,57,70,-13,▼ 14,-35
27,WhaleWave,984,18,8,10,44.4%,48,60,-12,▼ 3,-17
28,EmperorMight,982,3,1,2,33.3%,4,10,-6,→ 0,-18
29,WizardRod,982,14,6,8,42.9%,40,46,-6,→ 0,0
30,WizardArc,979,11,4,7,36.4%,33,37,-4,→ 0,0
31,CrimsonGaruda,977,17,7,10,41.2%,41,52,-11,▼ 5,-20
32,SharkEdge,969,19,8,11,42.1%,46,63,-17,▼ 12,-42
33,CobaltDrake,962,8,2,6,25.0%,19,30,-11,▼ 2,-7
34,SolEclipse,958,13,5,8,38.5%,35,44,-9,▼ 2,-3
35,DranBuster,958,11,3,8,27.3%,24,38,-14,▼ 2,0
36,PhoenixRudder,957,9,3,6,33.3%,17,31,-14,▼ 2,0
37,WhaleFlame,946,5,1,4,20.0%,8,19,-11,▼ 2,0
38,TyrannoBeat,933,12,3,9,25.0%,22,42,-20,▼ 2,0
39,SamuraiSaber,927,12,3,9,25.0%,22,37,-15,▼ 2,0
40,BlackShell,926,9,2,7,22.2%,11,32,-21,▼ 2,0
41,PegasusBlast,925,8,2,6,25.0%,15,30,-15,▼ 2,0
42,HellsHammer,893,5,0,5,0.0%,6,23,-17,▼ 2,0
43,WizardArrow,869,7,0,7,0.0%,7,28,-21,▼ 2,0
