Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1130,23,16,7,69.6%,85,50,35,→ 0,-4
2,ValkyrieVolt,1116,5,4,1,80.0%,24,8,16,→ 0,+116
3,GolemRock,1115,22,15,7,68.2%,74,45,29,▼ 1,-19
4,SharkScale,1113,10,7,3,70.0%,41,22,19,▲ 8,+68
5,TuskMammoth,1106,29,20,9,69.0%,101,77,24,▼ 1,+2
6,ScorpioSpear,1089,18,12,6,66.7%,64,42,22,▲ 2,+32
7,CobaltDragoon,1081,16,10,6,62.5%,56,38,18,▼ 2,-4
8,FoxBrush,1078,20,13,7,65.0%,64,48,16,▼ 5,-31
9,LeonCrest,1048,14,8,6,57.1%,45,39,6,▲ 1,-3
10,CerberusFlame,1042,18,10,8,55.6%,49,47,2,▲ 1,-5
11,PerseusDark,1034,14,7,7,50.0%,42,39,3,▲ 7,+12
12,PhoenixWing,1033,19,10,9,52.6%,55,58,-3,▼ 3,-24
13,DranDagger,1028,18,9,9,50.0%,50,54,-4,▼ 6,-31
14,HellsReaper,1027,13,7,6,53.8%,40,34,6,▲ 5,+10
15,SharkEdge,1027,16,8,8,50.0%,43,50,-7,▲ 2,-4
16,ViperTail,1025,13,7,6,53.8%,39,35,4,→ 0,-13
17,RhinoReaper,1023,13,6,7,46.2%,41,45,-4,▼ 2,-16
18,UnicornSting,1023,13,7,6,53.8%,35,34,1,▲ 3,+12
19,DranSword,1022,18,10,8,55.6%,52,55,-3,▼ 13,-47
20,DranBrave,1020,18,9,9,50.0%,54,50,4,▼ 7,-26
21,KnightMail,1019,14,7,7,50.0%,41,36,5,▲ 3,+14
22,WyvernHover,1016,1,1,0,100.0%,4,2,2,→ 0,+16
23,HellsChain,1013,15,7,8,46.7%,45,41,4,→ 0,+7
24,WhaleWave,1010,16,8,8,50.0%,46,52,-6,▲ 1,+11
25,WeissTiger,1008,11,5,6,45.5%,28,29,-1,▼ 11,-36
26,CrimsonGaruda,1004,15,7,8,46.7%,39,43,-4,▼ 6,-9
27,LeonClaw,1003,12,5,7,41.7%,30,39,-9,▼ 5,-3
28,SilverWolf,995,10,4,6,40.0%,27,32,-5,▲ 1,+16
29,WizardArc,980,11,4,7,36.4%,33,37,-4,▲ 6,+73
30,WizardRod,976,12,5,7,41.7%,35,39,-4,▼ 3,-8
31,CobaltDrake,967,7,2,5,28.6%,17,25,-8,→ 0,+25
32,SolEclipse,956,10,4,6,40.0%,30,36,-6,▼ 6,-37
33,DranBuster,952,11,3,8,27.3%,24,38,-14,▼ 5,-28
34,PhoenixRudder,948,9,3,6,33.3%,17,31,-14,▼ 4,0
35,WhaleFlame,930,5,1,4,20.0%,8,19,-11,▼ 3,0
36,SamuraiSaber,925,12,3,9,25.0%,22,37,-15,▲ 3,+86
37,TyrannoBeat,924,12,3,9,25.0%,22,42,-20,▼ 4,+6
38,BlackShell,912,9,2,7,22.2%,11,32,-21,▼ 4,0
39,PegasusBlast,909,8,2,6,25.0%,15,30,-15,▼ 3,+11
40,HellsHammer,869,5,0,5,0.0%,6,23,-17,▼ 3,0
41,WizardArrow,846,7,0,7,0.0%,7,28,-21,▼ 3,-20
