MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,MatchType,SeasonID,Tier,Matchday,arena
M0001,2026-06-25,TriceraPress,DranDagger,5,0,season,S3,4,4,Xtreme
M0002,2026-06-25,HellsHammer,SharkEdge,4,0,season,S3,4,4,Xtreme
M0003,2026-06-25,LeonClaw,PhoenixRudder,2,4,season,S3,4,4,Xtreme
M0004,2026-06-25,DranBuster,TyrannoBeat,1,5,season,S3,4,4,Xtreme
M0005,2026-06-25,HellsChain,KnightMail,4,1,season,S3,3,4,Xtreme
M0006,2026-06-25,WizardArc,RhinoReaper,4,2,season,S3,3,4,Xtreme
M0007,2026-06-25,PerseusDark,WyvernHover,4,2,season,S3,3,4,Xtreme
M0008,2026-06-25,DranBrave,ViperTail,2,4,season,S3,2,4,Xtreme
M0009,2026-06-25,CerberusFlame,SilverWolf,1,4,season,S3,2,4,Xtreme
M0010,2026-06-25,LeonCrest,WeissTiger,0,5,season,S3,2,4,Xtreme
M0011,2026-06-25,GolemRock,PhoenixWing,0,4,season,S3,2,4,Xtreme
M0012,2026-06-25,FoxBrush,TuskMammoth,5,0,season,S3,1,4,Xtreme
M0013,2026-06-25,CobaltDragoon,ValkyrieVolt,3,4,season,S3,1,4,Xtreme
M0014,2026-06-25,ImpactDrake,SharkScale,3,4,season,S3,1,4,Xtreme
M0015,2026-06-25,DranSword,ScorpioSpear,4,0,season,S3,1,4,Xtreme
M0016,2026-06-25,HellsBrave,HellsReaper,2,5,season,S3,3,4,Xtreme
