MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,MatchType,SeasonID,Tier,Matchday,arena
M0001,2026-04-25,SamuraiSteel,SamuraiCalibur,4,1,exhibition,,,,DoubleXtreme
M0002,2026-04-25,SamuraiSteel,TriceraPress,0,4,exhibition,,,,DoubleXtreme
M0003,2026-04-25,TriceraPress,CobaltDrake,3,4,exhibition,,,,DoubleXtreme
M0004,2026-04-25,CobaltDrake,SamuraiSteel,4,3,exhibition,,,,DoubleXtreme
M0005,2026-04-25,CobaltDrake,SamuraiCalibur,5,1,exhibition,,,,DoubleXtreme
M0006,2026-04-25,TriceraPress,SamuraiCalibur,5,1,exhibition,,,,DoubleXtreme
M0007,2026-04-25,CobaltDrake,HellsBrave,0,5,season,S2,4,2,Xtreme
M0008,2026-04-25,HellsBrave,PhoenixRudder,4,1,season,S2,4,3,Xtreme
M0009,2026-04-25,WolfHunt,DranDagger,0,5,season,S2,4,3,Xtreme
M0010,2026-04-25,WizardArc,SolEclipse,4,0,season,S2,4,3,Xtreme
M0011,2026-04-25,HellsHammer,CobaltDrake,4,2,season,S2,4,3,Xtreme
M0012,2026-04-25,LeonClaw,SharkEdge,5,2,season,S2,3,3,Xtreme
M0013,2026-04-25,SilverWolf,PerseusDark,4,0,season,S2,3,3,Xtreme
M0014,2026-04-25,PhoenixWing,HellsReaper,2,5,season,S2,3,3,Xtreme
M0015,2026-04-25,HellsChain,RhinoReaper,4,1,season,S2,3,3,Xtreme
M0016,2026-04-25,KnightMail,ViperTail,4,0,season,S2,2,3,Xtreme
M0017,2026-04-25,WeissTiger,CobaltDragoon,5,2,season,S2,2,3,Xtreme
M0018,2026-04-25,WyvernHover,DranSword,3,4,season,S2,2,3,Xtreme
M0019,2026-04-25,DranBrave,CerberusFlame,4,3,season,S2,2,3,Xtreme
M0020,2026-04-25,TuskMammoth,LeonCrest,4,2,season,S2,1,3,Xtreme
M0021,2026-04-25,ValkyrieVolt,ImpactDrake,4,1,season,S2,1,3,Xtreme
M0022,2026-04-25,ScorpioSpear,SharkScale,4,3,season,S2,1,3,Xtreme
M0023,2026-04-25,FoxBrush,GolemRock,4,0,season,S2,1,3,Xtreme
M0024,2026-04-25,SolEclipse,WolfHunt,3,5,season,S2,4,4,Xtreme
M0025,2026-04-25,PhoenixRudder,HellsHammer,5,2,season,S2,4,4,Xtreme
M0026,2026-04-25,DranDagger,HellsBrave,2,5,season,S2,4,4,Xtreme
M0027,2026-04-25,CobaltDrake,WizardArc,4,0,season,S2,4,4,Xtreme
M0028,2026-04-25,HellsReaper,SilverWolf,2,4,season,S2,3,4,Xtreme
M0029,2026-04-25,SharkEdge,HellsChain,3,4,season,S2,3,4,Xtreme
M0030,2026-04-25,PerseusDark,LeonClaw,4,2,season,S2,3,4,Xtreme
M0031,2026-04-25,RhinoReaper,PhoenixWing,0,5,season,S2,3,4,Xtreme
M0032,2026-04-25,DranSword,WeissTiger,5,1,season,S2,2,4,Xtreme
M0033,2026-04-25,ViperTail,DranBrave,4,0,season,S2,2,4,Xtreme
M0034,2026-04-25,CobaltDragoon,KnightMail,5,2,season,S2,2,4,Xtreme
M0035,2026-04-25,CerberusFlame,WyvernHover,4,1,season,S2,2,4,Xtreme
M0036,2026-04-25,SharkScale,ValkyrieVolt,2,4,season,S2,1,4,Xtreme
M0037,2026-04-25,LeonCrest,FoxBrush,6,1,season,S2,1,4,Xtreme
M0038,2026-04-25,ImpactDrake,TuskMammoth,3,5,season,S2,1,4,Xtreme
M0039,2026-04-25,GolemRock,ScorpioSpear,2,4,season,S2,1,4,Xtreme
