MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,MatchType,SeasonID,Tier,Matchday,arena
M0001,2026-03-20,LeonCrest,ValkyrieVolt,0,4,season_cup,S1,,,Xtreme
M0002,2026-03-20,ScorpioSpear,SharkScale,3,5,season_cup,S1,,,Xtreme
M0003,2026-03-20,ImpactDrake,WeissTiger,4,0,season_cup,S1,,,Xtreme
M0004,2026-03-20,TuskMammoth,KnightMail,6,0,season_cup,S1,,,Xtreme
M0005,2026-03-20,LeonCrest,ScorpioSpear,5,1,season_cup,S1,,,Xtreme
M0006,2026-03-20,WeissTiger,KnightMail,4,1,season_cup,S1,,,Xtreme
M0007,2026-03-20,ValkyrieVolt,SharkScale,5,1,season_cup,S1,,,Xtreme
M0008,2026-03-20,ImpactDrake,TuskMammoth,5,2,season_cup,S1,,,Xtreme
M0009,2026-03-20,SharkScale,WeissTiger,6,2,season_cup,S1,,,Xtreme
M0010,2026-03-20,TuskMammoth,LeonCrest,5,3,season_cup,S1,,,Xtreme
M0011,2026-03-20,TuskMammoth,SharkScale,6,2,season_cup,S1,,,Xtreme
M0012,2026-03-20,ValkyrieVolt,ImpactDrake,2,5,season_cup,S1,,,Xtreme
M0013,2026-03-20,KnightMail,ScorpioSpear,5,0,season_cup,S1,,,Xtreme
M0014,2026-03-20,LeonCrest,WeissTiger,4,3,season_cup,S1,,,Xtreme
M0015,2026-03-20,ValkyrieVolt,TuskMammoth,2,5,season_cup,S1,,,Xtreme
M0016,2026-03-20,ImpactDrake,TuskMammoth,7,2,season_cup,S1,,,Xtreme
M0017,2026-03-20,TyrannoRoar,CobaltDrake,2,5,qualification,S2,,,Xtreme
M0018,2026-03-20,HellsBrave,WizardRod,5,0,qualification,S2,,,Xtreme
M0019,2026-03-20,ClockMirage,EmperorMight,0,4,qualification,S2,,,Xtreme
M0020,2026-03-20,UnicornSting,BlackShell,2,4,qualification,S2,,,Xtreme
M0021,2026-03-20,WolfHunt,TyrannoBeat,4,0,qualification,S2,,,Xtreme
M0022,2026-03-20,DranBuster,PegasusBlast,0,4,qualification,S2,,,Xtreme
M0023,2026-03-20,PhoenixRudder,WizardArc,4,0,qualification,S2,,,Xtreme
M0024,2026-03-20,CrimsonGaruda,HellsHammer,5,0,qualification,S2,,,Xtreme
M0025,2026-03-20,WhaleWave,WizardArrow,4,2,qualification,S2,,,Xtreme
M0026,2026-03-20,WhaleFlame,SamuraiSaber,4,2,qualification,S2,,,Xtreme
M0027,2026-03-20,HellsBrave,WhaleFlame,4,1,qualification,S2,,,Xtreme
M0028,2026-03-20,WolfHunt,CobaltDrake,4,2,qualification,S2,,,Xtreme
M0029,2026-03-20,PhoenixRudder,EmperorMight,4,2,qualification,S2,,,Xtreme
M0030,2026-03-20,CrimsonGaruda,BlackShell,4,2,qualification,S2,,,Xtreme
M0031,2026-03-20,WhaleWave,PegasusBlast,1,4,qualification,S2,,,Xtreme
M0032,2026-03-20,TyrannoRoar,TyrannoBeat,4,0,qualification,S2,,,Xtreme
M0033,2026-03-20,ClockMirage,WizardArc,2,4,qualification,S2,,,Xtreme
M0034,2026-03-20,UnicornSting,HellsHammer,3,4,qualification,S2,,,Xtreme
M0035,2026-03-20,DranBuster,WizardArrow,0,4,qualification,S2,,,Xtreme
M0036,2026-03-20,WizardRod,SamuraiSaber,5,0,qualification,S2,,,Xtreme
M0037,2026-03-20,HellsBrave,PhoenixRudder,4,0,qualification,S2,,,Xtreme
M0038,2026-03-20,WolfHunt,CrimsonGaruda,5,0,qualification,S2,,,Xtreme
M0039,2026-03-20,PegasusBlast,CobaltDrake,3,5,qualification,S2,,,Xtreme
M0040,2026-03-20,WhaleWave,BlackShell,4,0,qualification,S2,,,Xtreme
M0041,2026-03-20,TyrannoRoar,HellsHammer,0,4,qualification,S2,,,Xtreme
M0042,2026-03-20,WhaleFlame,WizardArc,0,4,qualification,S2,,,Xtreme
M0043,2026-03-20,WizardRod,EmperorMight,0,4,qualification,S2,,,Xtreme
M0044,2026-03-20,ClockMirage,WizardArrow,5,2,qualification,S2,,,Xtreme
M0045,2026-03-20,CrimsonGaruda,HellsHammer,3,5,qualification,S2,,,Xtreme
M0046,2026-03-20,CobaltDrake,PegasusBlast,5,0,qualification,S2,,,Xtreme
M0047,2026-03-20,PhoenixRudder,WhaleWave,4,2,qualification,S2,,,Xtreme
M0048,2026-03-20,EmperorMight,WizardArc,2,4,qualification,S2,,,Xtreme
