matchday,position,bey,matches,wins,losses,season_points,points_for,points_against,point_diff,elo,position_delta,rw,rl,ppr,ppw
1,1,DranBrave,1,1,0,4,6,0,6,1000.0,0,2,0,3.0,3.0
1,2,CobaltDragoon,1,1,0,4,5,0,5,1000.0,0,3,0,1.67,1.67
1,3,CerberusFlame,1,1,0,4,5,0,5,1000.0,0,3,0,1.67,1.67
1,4,ViperTail,1,1,0,3,4,3,1,1000.0,0,3,2,0.8,1.33
1,5,DranSword,1,0,1,0,3,4,-1,1000.0,0,2,3,0.6,1.5
1,6,WyvernHover,1,0,1,0,0,5,-5,1000.0,0,0,3,0.0,0.0
1,7,WeissTiger,1,0,1,0,0,5,-5,1000.0,0,0,3,0.0,0.0
1,8,KnightMail,1,0,1,0,0,6,-6,1000.0,0,0,2,0.0,0.0
2,1,DranBrave,2,2,0,8,11,0,11,1000.0,0,4,0,2.75,2.75
2,2,CerberusFlame,2,2,0,7,9,2,7,1000.0,1,5,1,1.5,1.8
2,3,CobaltDragoon,2,1,1,4,7,4,3,1000.0,-1,4,2,1.17,1.75
2,4,DranSword,2,1,1,3,7,6,1,1000.0,1,4,4,0.88,1.75
2,5,ViperTail,2,1,1,3,6,8,-2,1000.0,-1,4,4,0.75,1.5
2,6,WeissTiger,2,1,1,3,5,7,-2,1000.0,1,2,4,0.83,2.5
2,7,KnightMail,2,0,2,0,2,10,-8,1000.0,1,1,4,0.4,2.0
2,8,WyvernHover,2,0,2,0,0,10,-10,1000.0,-2,0,5,0.0,0.0
3,1,DranBrave,3,3,0,11,15,3,12,1000.0,0,6,2,1.88,2.5
3,2,CerberusFlame,3,2,1,7,12,6,6,1000.0,0,7,3,1.2,1.71
3,3,DranSword,3,2,1,6,11,9,2,1000.0,1,6,5,1.0,1.83
3,4,WeissTiger,3,2,1,6,10,9,1,1000.0,2,5,5,1.0,2.0
3,5,CobaltDragoon,3,1,2,4,9,9,0,1000.0,-2,5,5,0.9,1.8
3,6,KnightMail,3,1,2,4,6,10,-4,1000.0,1,3,4,0.86,2.0
3,7,ViperTail,3,1,2,3,6,12,-6,1000.0,-2,4,6,0.6,1.5
3,8,WyvernHover,3,0,3,0,3,14,-11,1000.0,0,1,7,0.38,3.0
4,1,DranBrave,4,3,1,11,15,7,8,1000.0,0,6,4,1.5,2.5
4,2,CerberusFlame,4,3,1,10,16,7,9,1000.0,0,9,4,1.23,1.78
4,3,DranSword,4,3,1,9,16,10,6,1000.0,0,9,6,1.07,1.78
4,4,CobaltDragoon,4,2,2,7,14,11,3,1000.0,1,8,6,1.0,1.75
4,5,ViperTail,4,2,2,7,10,12,-2,1000.0,2,6,6,0.83,1.67
4,6,WeissTiger,4,2,2,6,11,14,-3,1000.0,-2,6,8,0.79,1.83
4,7,KnightMail,4,1,3,4,8,15,-7,1000.0,-1,4,7,0.73,2.0
4,8,WyvernHover,4,0,4,0,4,18,-14,1000.0,0,2,9,0.36,2.0
5,1,CerberusFlame,5,4,1,13,20,8,12,1000.0,1,12,5,1.18,1.67
5,2,DranSword,5,4,1,12,21,12,9,1000.0,1,11,8,1.11,1.91
5,3,CobaltDragoon,5,3,2,11,18,11,7,1000.0,1,10,6,1.12,1.8
5,4,DranBrave,5,3,2,11,15,11,4,1000.0,-3,6,6,1.25,2.5
5,5,WeissTiger,5,3,2,9,15,17,-2,1000.0,1,9,10,0.79,1.67
5,6,ViperTail,5,2,3,7,11,16,-5,1000.0,-1,7,9,0.69,1.57
5,7,KnightMail,5,1,4,4,10,20,-10,1000.0,0,6,9,0.67,1.67
5,8,WyvernHover,5,0,5,0,7,22,-15,1000.0,0,4,12,0.44,1.75
6,1,DranSword,6,5,1,15,26,15,11,1000.0,1,13,10,1.13,2.0
6,2,CobaltDragoon,6,4,2,15,22,11,11,1000.0,1,12,6,1.22,1.83
6,3,CerberusFlame,6,4,2,13,20,12,8,1000.0,-2,12,7,1.05,1.67
6,4,WeissTiger,6,4,2,12,21,20,1,1000.0,1,11,11,0.95,1.91
6,5,DranBrave,6,3,3,11,18,16,2,1000.0,-1,8,8,1.12,2.25
6,6,ViperTail,6,3,3,10,16,19,-3,1000.0,0,10,11,0.76,1.6
6,7,KnightMail,6,1,5,4,13,26,-13,1000.0,0,7,11,0.72,1.86
6,8,WyvernHover,6,0,6,0,10,27,-17,1000.0,0,6,15,0.48,1.67
7,1,DranSword,7,6,1,18,30,17,13,1000.0,0,15,12,1.11,2.0
7,2,CobaltDragoon,7,4,3,15,22,15,7,1000.0,0,12,8,1.1,1.83
7,3,DranBrave,7,4,3,15,22,16,6,1000.0,2,10,8,1.22,2.2
7,4,ViperTail,7,4,3,14,20,19,1,1000.0,2,12,11,0.87,1.67
7,5,CerberusFlame,7,4,3,13,22,16,6,1000.0,-2,14,9,0.96,1.57
7,6,WeissTiger,7,4,3,12,21,24,-3,1000.0,-2,11,13,0.88,1.91
7,7,KnightMail,7,2,5,7,19,28,-9,1000.0,0,10,12,0.86,1.9
7,8,WyvernHover,7,0,7,0,12,33,-21,1000.0,0,7,18,0.48,1.71
