MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,PreA,PreB,PostA,PostB,arena,elo_arena_updated,MatchType,SeasonID,Tier,Matchday,KBaseA,KBaseB,KEffA,KEffB,ExpA,ExpB,ActA,ActB,FormEmaA,FormEmaB
M0032,2025-11-12,WeissTiger,ImpactDrake,3,4,1004.6,1111.11,997.83,1121.09,Xtreme,Xtreme,tournament,,,,36.5049,32.0629,37.9251,55.8962,0.3513,0.6487,0.1729,0.8271,0.013,0.2478
M0033,2025-11-12,CobaltDragoon,WizardArc,5,3,1007.01,986.2,1019.26,972.51,Xtreme,Xtreme,tournament,,,,36.5049,38.1942,38.8668,43.4633,0.5299,0.4701,0.8449,0.1551,0.0216,-0.046
M0034,2025-11-12,HellsChain,PhoenixWing,6,3,986.2,1006.61,1004.74,991.25,Xtreme,Xtreme,tournament,,,,38.1942,34.9245,43.4633,36.0126,0.4707,0.5293,0.8971,0.1029,-0.046,0.0104
M0035,2025-11-12,UnicornSting,WizardRod,5,2,1018.18,1027.09,1034.26,1011.09,Xtreme,Xtreme,tournament,,,,34.9245,33.446,39.2268,39.0181,0.4872,0.5128,0.8971,0.1029,0.0411,0.0555
M0036,2025-11-12,PhoenixRudder,SilverWolf,1,4,1012.63,986.91,996.23,1005.66,Xtreme,Xtreme,tournament,,,,34.9245,38.1942,37.7995,43.1922,0.5369,0.4631,0.1029,0.8971,0.0274,-0.0436
M0037,2025-11-12,LeonCrest,GolemRock,2,4,986.91,996.63,972.62,1009.08,Xtreme,Xtreme,tournament,,,,38.1942,36.5049,43.1922,37.6236,0.486,0.514,0.1551,0.8449,-0.0436,-0.0102
M0038,2025-11-12,CerberusFlame,TyrannoBeat,4,1,1000,997.18,1015.72,982.36,Xtreme,Xtreme,tournament,,,,40.0,36.5049,40.0,37.7219,0.5041,0.4959,0.8971,0.1029,,-0.0111
M0039,2025-11-12,PerseusDark,KnightMail,0,5,1007.01,1000,983.19,1024.52,Xtreme,Xtreme,tournament,,,,36.5049,40.0,38.8668,40.0,0.5101,0.4899,-0.1029,1.1029,0.0216,
M0040,2025-11-12,DranSword,BlackShell,1,4,1031.02,980.0,1012.14,1001.54,Xtreme,Xtreme,tournament,,,,33.446,38.1942,40.1625,45.833,0.5729,0.4271,0.1029,0.8971,0.0669,-0.0667
M0041,2025-11-12,FoxBrush,PegasusBlast,4,0,1048.97,1000,1065.96,982.8,Xtreme,Xtreme,tournament,,,,32.0629,40.0,39.5056,40.0,0.57,0.43,1.0,0.0,0.0774,
M0042,2025-11-12,DranBrave,ViperTail,0,4,998.76,996.54,980.05,1015.63,Xtreme,Xtreme,tournament,,,,36.5049,36.5049,37.1912,37.9387,0.5032,0.4968,0.0,1.0,-0.0063,-0.0131
M0043,2025-11-12,HellsReaper,ScorpioSpear,2,4,986.2,986.2,971.21,1001.19,Xtreme,Xtreme,tournament,,,,38.1942,38.1942,43.4633,43.4633,0.5,0.5,0.1551,0.8449,-0.046,-0.046
M0044,2025-11-12,WhaleWave,WhaleFlame,4,2,975.88,1000,993.88,984.82,Xtreme,Xtreme,tournament,,,,38.1942,40.0,47.4051,40.0,0.4653,0.5347,0.8449,0.1551,-0.0804,
M0045,2025-11-12,DranBuster,SamuraiSaber,4,0,975.88,986.2,1000.29,963.83,Xtreme,Xtreme,tournament,,,,38.1942,38.1942,47.4051,43.4633,0.4852,0.5148,1.0,0.0,-0.0804,-0.046
M0046,2025-11-12,WizardArrow,RhinoReaper,3,4,986.91,980.0,972.35,995.45,Xtreme,Xtreme,tournament,,,,38.1942,38.1942,43.1922,45.833,0.5099,0.4901,0.1729,0.8271,-0.0436,-0.0667
M0047,2025-11-12,SharkEdge,CrimsonGaruda,4,1,975.88,980.0,994.99,961.53,Xtreme,Xtreme,tournament,,,,38.1942,38.1942,47.4051,45.833,0.4941,0.5059,0.8971,0.1029,-0.0804,-0.0667
M0048,2025-11-12,LeonClaw,ImpactDrake,2,4,980.0,1121.09,973.02,1129.13,Xtreme,Xtreme,tournament,,,,38.1942,30.769,45.833,52.7876,0.3074,0.6926,0.1551,0.8449,-0.0667,0.2385
M0049,2025-11-12,HellsHammer,CobaltDragoon,0,5,986.91,1019.26,962.88,1042.23,Xtreme,Xtreme,tournament,,,,38.1942,34.9245,43.1922,41.283,0.4536,0.5464,-0.1029,1.1029,-0.0436,0.0607
M0050,2025-11-12,TuskMammoth,HellsChain,5,3,1007.99,1004.74,1020.39,991.69,Xtreme,Xtreme,tournament,,,,34.9245,36.5049,36.4477,38.3669,0.5047,0.4953,0.8449,0.1551,0.0145,0.017
M0051,2025-11-12,DranDagger,UnicornSting,5,0,1001.8,1034.26,1025.85,1006.65,Xtreme,Xtreme,tournament,,,,36.5049,33.446,37.0339,42.5008,0.4534,0.5466,1.1029,-0.1029,0.0048,0.0902
M0052,2025-11-12,GolemRock,CerberusFlame,1,4,1009.08,1015.72,994.11,1032.85,Xtreme,Xtreme,tournament_ro16,,,,34.9245,38.1942,38.6197,44.199,0.4904,0.5096,0.1029,0.8971,0.0353,0.0524
M0053,2025-11-12,BlackShell,FoxBrush,0,4,1001.54,1065.96,986.42,1083.21,Xtreme,Xtreme,tournament_ro16,,,,36.5049,30.769,37.0403,42.2511,0.4083,0.5917,0.0,1.0,0.0049,0.1244
M0054,2025-11-12,ScorpioSpear,WhaleWave,4,1,1001.19,993.88,1015.57,978.96,Xtreme,Xtreme,tournament_ro16,,,,36.5049,36.5049,37.1763,38.5925,0.5105,0.4895,0.8971,0.1029,0.0061,-0.0191
M0055,2025-11-12,RhinoReaper,SharkEdge,4,2,995.45,994.99,1008.5,981.82,Xtreme,Xtreme,tournament_ro16,,,,36.5049,36.5049,37.9102,38.2497,0.5007,0.4993,0.8449,0.1551,-0.0128,-0.0159
M0056,2025-11-12,ImpactDrake,SilverWolf,2,4,1129.13,1005.66,1103.52,1025.61,Xtreme,Xtreme,tournament_ro16,,,,29.5585,36.5049,49.6915,38.7027,0.6706,0.3294,0.1551,0.8449,0.227,0.0201
M0057,2025-11-12,CobaltDragoon,KnightMail,3,5,1042.23,1024.52,1025.13,1042.13,Xtreme,Xtreme,tournament_ro16,,,,33.446,38.1942,46.1684,47.5593,0.5255,0.4745,0.1551,0.8449,0.1268,0.0817
M0058,2025-11-12,TuskMammoth,ViperTail,5,1,1020.39,1015.63,1039.75,995.52,Xtreme,Xtreme,tournament_ro16,,,,33.446,34.9245,39.2617,40.7652,0.5069,0.4931,1.0,0.0,0.058,0.0557
M0059,2025-11-12,DranDagger,DranBuster,4,2,1025.85,1000.29,1039.55,989.01,Xtreme,Xtreme,tournament_ro16,,,,34.9245,36.5049,44.4362,36.6168,0.5367,0.4633,0.8449,0.1551,0.0908,-0.001
M0060,2025-11-12,SilverWolf,CerberusFlame,0,4,1025.61,1032.85,1004.1,1055.93,Xtreme,Xtreme,tournament_quarter,,,,34.9245,36.5049,43.9476,47.1376,0.4896,0.5104,0.0,1.0,0.0861,0.0971
M0061,2025-11-12,KnightMail,FoxBrush,2,4,1042.13,1083.21,1027.93,1095.78,Xtreme,Xtreme,tournament_quarter,,,,36.5049,29.5585,49.6702,43.9462,0.4412,0.5588,0.1551,0.8449,0.1202,0.1623
M0062,2025-11-12,TuskMammoth,ScorpioSpear,6,0,1039.75,1015.57,1066.57,990.2,Xtreme,Xtreme,tournament_quarter,,,,32.0629,34.9245,43.2193,40.8815,0.5348,0.4652,1.1551,-0.1551,0.116,0.0569
M0063,2025-11-12,DranDagger,RhinoReaper,2,6,1039.55,1008.5,1014.79,1029.5,Xtreme,Xtreme,tournament_quarter,,,,33.446,34.9245,45.4633,38.568,0.5446,0.4554,0.0,1.0,0.1198,0.0348
M0064,2025-11-12,CerberusFlame,FoxBrush,1,4,1055.93,1095.78,1038.73,1110.63,Xtreme,Xtreme,tournament_semi,,,,34.9245,28.4261,50.58,43.6702,0.4429,0.5571,0.1029,0.8971,0.1494,0.1788
M0065,2025-11-12,TuskMammoth,RhinoReaper,0,4,1066.57,1029.5,1040.19,1053.71,Xtreme,Xtreme,tournament_semi,,,,30.769,33.446,47.6828,43.7554,0.5531,0.4469,0.0,1.0,0.1832,0.1027
M0066,2025-11-12,FoxBrush,RhinoReaper,8,4,1110.63,1053.71,1128.98,1033.72,Xtreme,Xtreme,tournament_final,,,,27.3667,32.0629,43.8078,47.7223,0.5812,0.4188,1.0,0.0,0.2003,0.1628
M0067,2025-12-02,FoxBrush,WhaleFlame,5,0,1128.98,984.82,1147.08,966.93,Xtreme,Xtreme,tournament,,,,26.3757,38.1942,44.5271,43.9927,0.6963,0.3037,1.1029,-0.1029,0.2294,-0.0506
M0068,2025-12-02,ImpactDrake,PerseusDark,5,0,1103.52,983.19,1120.68,965.07,Xtreme,Xtreme,tournament,,,,28.4261,34.9245,39.3453,41.5295,0.6666,0.3334,1.1029,-0.1029,0.128,-0.063
M0069,2025-12-02,CerberusFlame,ScorpioSpear,4,2,1038.73,990.2,1050.27,980.07,Xtreme,Xtreme,tournament,,,,33.446,33.446,41.8911,36.8011,0.5694,0.4306,0.8449,0.1551,0.0842,-0.0334
M0070,2025-12-02,CobaltDragoon,PhoenixRudder,4,1,1025.13,996.23,1038.6,983.12,Xtreme,Xtreme,tournament,,,,32.0629,33.446,37.8831,36.8666,0.5415,0.4585,0.8971,0.1029,0.0605,-0.0341
M0071,2025-12-02,DranDagger,LeonCrest,4,0,1014.79,972.62,1030.2,952.63,Xtreme,Xtreme,tournament,,,,32.0629,36.5049,35.0631,45.4768,0.5604,0.4396,1.0,0.0,0.0312,-0.0819
M0072,2025-12-02,KnightMail,WizardArc,4,0,1027.93,972.51,1045.54,953.38,Xtreme,Xtreme,tournament,,,,34.9245,36.5049,41.8444,45.4687,0.5791,0.4209,1.0,0.0,0.066,-0.0819
M0073,2025-12-02,RhinoReaper,TyrannoBeat,4,3,1033.72,982.36,1043.52,971.84,Xtreme,Xtreme,tournament,,,,30.769,34.9245,38.6383,41.4243,0.5734,0.4266,0.8271,0.1729,0.0853,-0.062
M0074,2025-12-02,WeissTiger,HellsReaper,4,1,997.83,971.21,1010.83,954.74,Xtreme,Xtreme,tournament,,,,34.9245,36.5049,36.2402,45.9055,0.5382,0.4618,0.8971,0.1029,-0.0126,-0.0858
M0075,2025-12-02,TuskMammoth,SharkEdge,4,3,1040.19,981.82,1049.24,971.78,Xtreme,Xtreme,tournament,,,,29.5585,34.9245,37.1005,41.1799,0.5832,0.4168,0.8271,0.1729,0.0851,-0.0597
M0076,2025-12-02,UnicornSting,PhoenixWing,2,5,1006.65,991.25,992.87,1007.29,Xtreme,Xtreme,tournament,,,,32.0629,33.446,32.8695,38.2478,0.5222,0.4778,0.1029,0.8971,-0.0084,-0.0479
M0077,2025-12-02,ViperTail,PegasusBlast,5,0,995.52,982.8,1016.1,956.63,Xtreme,Xtreme,tournament,,,,33.446,38.1942,35.1957,44.7634,0.5183,0.4817,1.1029,-0.1029,-0.0174,-0.0573
M0078,2025-12-02,DranSword,DranBrave,5,2,1012.14,980.05,1023.56,965.12,Xtreme,Xtreme,tournament,,,,32.0629,34.9245,32.5105,42.5232,0.5461,0.4539,0.8971,0.1029,-0.0047,-0.0725
M0079,2025-12-02,SilverWolf,HellsHammer,5,1,1004.1,962.88,1019.26,941.37,Xtreme,Xtreme,tournament,,,,33.446,36.5049,34.3852,48.7707,0.559,0.441,1.0,0.0,0.0094,-0.112
M0080,2025-12-02,WizardRod,LeonClaw,1,4,1011.09,973.02,996.33,993.37,Xtreme,Xtreme,tournament,,,,32.0629,36.5049,32.6906,45.0565,0.5546,0.4454,0.1029,0.8971,-0.0065,-0.0781
M0081,2025-12-02,DranBuster,BlackShell,0,4,989.01,986.42,969.2,1006.66,Xtreme,Xtreme,tournament,,,,34.9245,34.9245,39.3223,40.185,0.5037,0.4963,0.0,1.0,-0.042,-0.0502
M0082,2025-12-02,HellsChain,WhaleWave,3,4,991.69,978.96,978.51,993.49,Xtreme,Xtreme,tournament,,,,34.9245,34.9245,38.1331,42.0558,0.5183,0.4817,0.1729,0.8271,-0.0306,-0.0681
M0083,2025-12-02,GolemRock,SamuraiSaber,4,0,994.11,963.83,1010.35,941.74,Xtreme,Xtreme,tournament,,,,33.446,36.5049,35.5637,48.3872,0.5435,0.4565,1.0,0.0,-0.0211,-0.1085
M0084,2025-12-02,WizardArrow,CrimsonGaruda,0,4,972.35,961.53,948.86,986.65,Xtreme,Xtreme,tournament,,,,36.5049,36.5049,45.567,48.7173,0.5156,0.4844,0.0,1.0,-0.0827,-0.1115
M0085,2025-12-02,FoxBrush,ViperTail,2,5,1147.08,1016.1,1121.24,1038.09,Xtreme,Xtreme,tournament,,,,25.4485,32.0629,44.7655,38.1067,0.68,0.32,0.1029,0.8971,0.253,0.0628
M0086,2025-12-02,ImpactDrake,DranSword,2,4,1120.68,1023.56,1100.84,1040.26,Xtreme,Xtreme,tournament,,,,27.3667,30.769,41.2539,34.7171,0.6362,0.3638,0.1551,0.8449,0.1691,0.0428
M0087,2025-12-02,CerberusFlame,SilverWolf,4,0,1050.27,1019.26,1069.68,1001.72,Xtreme,Xtreme,tournament,,,,32.0629,32.0629,42.6127,38.4986,0.5445,0.4555,1.0,0.0,0.1097,0.0669
M0088,2025-12-02,CobaltDragoon,GolemRock,4,1,1038.6,1010.35,1052.86,997.46,Xtreme,Xtreme,tournament,,,,30.769,32.0629,39.9862,36.1585,0.5406,0.4594,0.8971,0.1029,0.0999,0.0426
M0089,2025-12-02,DranDagger,PhoenixWing,4,3,1030.2,1007.29,1041.58,997.44,Xtreme,Xtreme,tournament,,,,30.769,32.0629,38.6748,33.4504,0.5329,0.4671,0.8271,0.1729,0.0856,0.0144
M0090,2025-12-02,KnightMail,LeonClaw,2,4,1045.54,993.37,1026.74,1008.34,Xtreme,Xtreme,tournament,,,,33.446,34.9245,44.8207,35.7052,0.5745,0.4255,0.1551,0.8449,0.1134,-0.0075
M0091,2025-12-02,RhinoReaper,BlackShell,5,0,1043.52,1006.66,1065.04,986.96,Xtreme,Xtreme,tournament,,,,29.5585,33.446,39.1106,35.8189,0.5529,0.4471,1.1029,-0.1029,0.1077,0.0236
M0092,2025-12-02,WeissTiger,WhaleWave,4,0,1010.83,993.49,1028.48,976.98,Xtreme,Xtreme,tournament,,,,33.446,33.446,37.1551,34.7432,0.5249,0.4751,1.0,0.0,0.037,-0.0129
M0093,2025-12-02,TuskMammoth,CrimsonGaruda,5,3,1049.24,986.65,1058.83,976.97,Xtreme,Xtreme,tournament,,,,28.4261,34.9245,37.4856,37.8479,0.5891,0.4109,0.8449,0.1551,0.1062,-0.0279
M0094,2025-12-02,UnicornSting,LeonCrest,2,5,992.87,952.63,976.23,974.69,Xtreme,Xtreme,tournament,,,,30.769,34.9245,36.5998,48.5049,0.5577,0.4423,0.1029,0.8971,-0.0632,-0.1296
M0095,2025-12-02,WizardRod,WizardArc,2,4,996.33,953.38,981.35,972.98,Xtreme,Xtreme,tournament,,,,30.769,34.9245,36.8501,48.2371,0.5615,0.4385,0.1551,0.8449,-0.0659,-0.1271
M0096,2025-12-02,DranBuster,TyrannoBeat,4,0,969.2,971.84,991.28,950.57,Xtreme,Xtreme,tournament,,,,33.446,33.446,43.8352,42.2356,0.4962,0.5038,1.0,0.0,-0.1035,-0.0876
M0097,2025-12-02,HellsChain,HellsReaper,4,1,978.51,954.74,993.3,937.42,Xtreme,Xtreme,tournament,,,,33.446,34.9245,40.7307,47.7324,0.5342,0.4658,0.8971,0.1029,-0.0726,-0.1222
M0098,2025-12-02,WizardArrow,SharkEdge,1,4,948.86,971.78,930.78,987.04,Xtreme,Xtreme,tournament,,,,34.9245,33.446,49.6408,41.9012,0.4671,0.5329,0.1029,0.8971,-0.1405,-0.0843
M0099,2025-12-02,WhaleFlame,PegasusBlast,4,2,966.93,956.63,982.53,939.97,Xtreme,Xtreme,tournament,,,,36.5049,36.5049,47.2448,50.4826,0.5148,0.4852,0.8449,0.1551,-0.0981,-0.1276
M0100,2025-12-02,PerseusDark,DranBrave,4,1,965.07,965.12,982.85,947.47,Xtreme,Xtreme,tournament,,,,33.446,33.446,44.7655,44.4491,0.4999,0.5001,0.8971,0.1029,-0.1128,-0.1097
M0101,2025-12-02,ScorpioSpear,HellsHammer,5,1,980.07,941.37,997.13,918.59,Xtreme,Xtreme,tournament,,,,32.0629,34.9245,38.3838,51.2548,0.5555,0.4445,1.0,0.0,-0.0657,-0.1559
M0102,2025-12-02,PhoenixRudder,SamuraiSaber,4,1,983.12,941.74,996.45,924.46,Xtreme,Xtreme,tournament_ro16,,,,32.0629,34.9245,39.4654,51.1543,0.5593,0.4407,0.8971,0.1029,-0.077,-0.1549
M0103,2025-12-11,ViperTail,DranDagger,2,5,1038.09,1041.58,1021.27,1057.12,Xtreme,Xtreme,tournament_ro16,,,,30.769,29.5585,42.8988,39.6192,0.495,0.505,0.1029,0.8971,0.1314,0.1135
M0104,2025-12-11,TuskMammoth,LeonCrest,4,1,1058.83,974.69,1069.33,963.93,Xtreme,Xtreme,tournament_ro16,,,,27.3667,33.446,37.7255,38.6335,0.6188,0.3812,0.8971,0.1029,0.1262,-0.0517
M0105,2025-12-11,CerberusFlame,BlackShell,4,1,1069.68,986.96,1082.33,976.55,Xtreme,Xtreme,tournament_ro16,,,,30.769,32.0629,45.1491,37.1458,0.6169,0.3831,0.8971,0.1029,0.1558,-0.0528
M0106,2025-12-11,FoxBrush,DranBrave,0,4,1121.24,947.47,1095.6,981.32,Xtreme,Xtreme,tournament_ro16,,,,24.5812,32.0629,35.0772,46.2984,0.7311,0.2689,0.0,1.0,0.1423,-0.148
M0107,2025-12-11,PhoenixWing,CobaltDragoon,5,3,997.44,1052.86,1011.54,1035.29,Xtreme,Xtreme,tournament_ro16,,,,30.769,29.5585,33.236,41.4478,0.4209,0.5791,0.8449,0.1551,-0.0267,0.1341
M0108,2025-12-11,KnightMail,ScorpioSpear,2,4,1026.74,997.13,1012.74,1009.13,Xtreme,Xtreme,tournament_ro16,,,,32.0629,30.769,36.1343,30.9832,0.5425,0.4575,0.1551,0.8449,0.0423,0.0023
M0109,2025-12-11,ImpactDrake,PhoenixRudder,4,1,1100.84,996.45,1109.1,988.22,Xtreme,Xtreme,tournament_ro16,,,,26.3757,30.769,32.8992,32.7677,0.6459,0.3541,0.8971,0.1029,0.0824,-0.0217
M0110,2025-12-11,SharkEdge,SamuraiSaber,4,2,987.04,924.46,995.84,911.3,Xtreme,Xtreme,tournament_quarter,,,,32.0629,33.446,34.4172,51.436,0.5891,0.4109,0.8449,0.1551,-0.0245,-0.1793
M0111,2025-12-11,ImpactDrake,DranDagger,4,0,1109.1,1057.12,1123.35,1039.55,Xtreme,Xtreme,tournament_quarter,,,,25.4485,28.4261,33.461,41.2695,0.5743,0.4257,1.0,0.0,0.1049,0.1506
M0112,2025-12-11,PhoenixWing,KnightMail,2,6,1011.54,1012.74,995.33,1028.76,Xtreme,Xtreme,tournament_quarter,,,,29.5585,30.769,32.5173,32.1507,0.4983,0.5017,0.0,1.0,0.0334,-0.015
M0113,2025-12-11,DranBrave,TuskMammoth,3,5,981.32,1069.33,973.89,1077.71,Xtreme,Xtreme,tournament_quarter,,,,30.769,26.3757,33.6101,37.9646,0.376,0.624,0.1551,0.8449,-0.0308,0.1465
M0114,2025-12-11,SharkEdge,CerberusFlame,4,3,995.84,1082.33,1010.19,1062.19,Xtreme,Xtreme,tournament_semi,,,,30.769,29.5585,31.959,44.8445,0.378,0.622,0.8271,0.1729,0.0129,0.1724
M0115,2025-12-11,SharkEdge,KnightMail,5,2,1010.19,1028.76,1025.39,1014.23,Xtreme,Xtreme,tournament_semi,,,,29.5585,29.5585,35.8593,34.2992,0.4733,0.5267,0.8971,0.1029,0.0711,0.0535
M0116,2025-12-11,ImpactDrake,TuskMammoth,4,1,1123.35,1077.71,1135.12,1065.31,Xtreme,Xtreme,tournament_semi,,,,24.5812,25.4485,35.4747,37.3876,0.5653,0.4347,0.8971,0.1029,0.1477,0.1564
M0117,2025-12-11,KnightMail,TuskMammoth,4,2,1014.23,1065.31,1026.47,1052.22,Xtreme,Xtreme,tournament_semi,,,,28.4261,24.5812,29.2936,31.3133,0.427,0.573,0.8449,0.1551,-0.0102,0.0913
M0118,2025-12-11,ImpactDrake,SharkEdge,6,3,1135.12,1025.39,1143.92,1015.99,Xtreme,Xtreme,tournament_final,,,,23.7698,28.4261,36.054,38.4963,0.6529,0.3471,0.8971,0.1029,0.1723,0.1181
M0119,2025-12-27,CerberusFlame,WeissTiger,0,4,1062.19,1028.48,1042.42,1051.1,Xtreme,Xtreme,tournament,,,,28.4261,32.0629,36.0598,41.2371,0.5484,0.4516,0.0,1.0,0.0895,0.0954
