Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,FoxBrush,1122,10,9,1,90.0%,42,17,25,▲ 1,+77
2,ImpactDrake,1095,8,7,1,87.5%,33,14,19,▼ 1,-8
3,TuskMammoth,1044,7,5,2,71.4%,25,16,9,▲ 5,+30
4,CerberusFlame,1036,4,3,1,75.0%,13,6,7,→ 0,+36
5,RhinoReaper,1032,6,4,2,66.7%,22,19,3,▲ 22,+53
6,CobaltDragoon,1031,5,3,2,60.0%,20,12,8,▲ 3,+19
7,KnightMail,1025,3,2,1,66.7%,12,7,5,→ 0,+25
8,DranDagger,1017,5,3,2,60.0%,16,12,4,▲ 4,+10
9,UnicornSting,1010,5,3,2,60.0%,14,12,2,▼ 4,-11
10,DranSword,1009,5,3,2,60.0%,16,15,1,▼ 7,-21
11,SilverWolf,1007,4,2,2,50.0%,11,11,0,▲ 8,+19
12,WizardRod,1005,5,3,2,60.0%,15,16,-1,▼ 8,-17
13,GolemRock,1004,4,2,2,50.0%,9,10,-1,→ 0,-2
14,ViperTail,1001,4,2,2,50.0%,11,12,-1,▲ 2,+7
15,WeissTiger,1001,3,1,2,33.3%,10,8,2,▼ 4,-8
16,PhoenixRudder,997,4,2,2,50.0%,11,13,-2,▼ 10,-17
17,ScorpioSpear,994,4,2,2,50.0%,10,13,-3,▲ 4,+8
18,HellsChain,993,3,1,2,33.3%,11,12,-1,▲ 7,+7
19,PhoenixWing,992,4,2,2,50.0%,11,15,-4,▼ 9,-18
20,DranBuster,991,3,1,2,33.3%,6,9,-3,▲ 8,+12
21,PerseusDark,988,3,1,2,33.3%,7,9,-2,▼ 14,-26
22,TyrannoBeat,988,3,1,2,33.3%,7,11,-4,▼ 7,-14
23,PegasusBlast,985,1,0,1,0.0%,0,4,-4,→ 0,-15
24,BlackShell,985,3,1,2,33.3%,4,9,-5,▲ 6,+6
25,WhaleFlame,984,1,0,1,0.0%,2,4,-2,→ 0,-16
26,DranBrave,982,3,1,2,33.3%,7,11,-4,▼ 12,-20
27,SharkEdge,980,3,1,2,33.3%,6,10,-4,▲ 5,+5
28,WhaleWave,977,3,1,2,33.3%,5,11,-6,▲ 3,+2
29,WizardArrow,976,2,0,2,0.0%,6,8,-2,▼ 9,-11
30,LeonCrest,976,2,0,2,0.0%,5,8,-3,▼ 13,-14
31,WizardArc,973,2,0,2,0.0%,5,9,-4,▼ 8,-13
32,LeonClaw,971,2,0,2,0.0%,2,8,-6,▼ 6,-9
33,HellsReaper,970,2,0,2,0.0%,4,8,-4,▼ 9,-15
34,SamuraiSaber,963,2,0,2,0.0%,2,8,-6,▼ 12,-23
35,HellsHammer,963,2,0,2,0.0%,3,9,-6,▼ 17,-25
36,CrimsonGaruda,959,2,0,2,0.0%,1,8,-7,▼ 7,-20
