Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1165,28,21,7,75.0%,110,55,55,→ 0,0
2,ImpactDrake,1124,46,30,16,65.2%,169,108,61,→ 0,0
3,SharkScale,1119,30,20,10,66.7%,114,70,44,→ 0,0
4,FoxBrush,1118,40,27,13,67.5%,138,104,34,→ 0,0
5,HellsBrave,1113,17,13,4,76.5%,61,27,34,→ 0,0
6,TuskMammoth,1111,61,40,21,65.6%,209,160,49,→ 0,0
7,TriceraPress,1096,8,7,1,87.5%,36,14,22,→ 0,0
8,DranSword,1067,38,23,15,60.5%,118,107,11,→ 0,0
9,ScorpioSpear,1066,40,22,18,55.0%,124,108,16,→ 0,0
10,CobaltDragoon,1059,37,21,16,56.8%,119,95,24,→ 0,0
11,DranBrave,1055,33,19,14,57.6%,101,83,18,→ 0,0
12,LeonCrest,1045,37,19,18,51.4%,109,107,2,→ 0,0
13,ViperTail,1042,28,15,13,53.6%,85,74,11,→ 0,0
14,SilverWolf,1028,29,15,14,51.7%,85,80,5,→ 0,0
15,WeissTiger,1027,31,17,14,54.8%,95,88,7,→ 0,0
16,HellsChain,1024,30,16,14,53.3%,88,76,12,→ 0,0
17,ShelterDrake,1018,5,3,2,60.0%,14,10,4,▲ 17,+36
18,GolemRock,1017,37,18,19,48.6%,101,101,0,→ 0,0
19,DranDagger,1017,43,21,22,48.8%,136,134,2,▲ 13,+27
20,HellsReaper,1015,29,14,15,48.3%,92,82,10,▼ 1,0
21,CerberusFlame,1014,35,17,18,48.6%,93,97,-4,▼ 1,0
22,MeteorDragoon,1010,9,5,4,55.6%,34,25,9,▲ 2,+12
23,RhinoReaper,1008,28,14,14,50.0%,91,90,1,▼ 2,0
24,KnightMail,1008,32,15,17,46.9%,92,91,1,▼ 2,0
25,SamuraiSteel,1007,9,5,4,55.6%,24,20,4,▲ 2,+12
26,WolfHunt,1006,22,12,10,54.5%,64,61,3,▼ 9,-18
27,WizardArc,1006,25,13,12,52.0%,73,72,1,▼ 4,0
28,ClockMirage,1002,14,8,6,57.1%,40,37,3,▲ 1,+11
29,TyrannoRoar,1002,13,8,5,61.5%,37,36,1,▼ 4,+4
30,PhoenixFlare,1001,4,2,2,50.0%,14,11,3,▲ 3,+15
31,PerseusDark,998,31,15,16,48.4%,88,91,-3,▼ 5,0
32,LeonClaw,995,28,13,15,46.4%,78,86,-8,▼ 4,0
33,CobaltDrake,992,32,15,17,46.9%,99,102,-3,▼ 2,+2
34,PhoenixRudder,990,20,10,10,50.0%,51,58,-7,▼ 4,0
35,CrimsonGaruda,971,32,14,18,43.8%,84,96,-12,▲ 1,-1
36,UnicornSting,968,27,12,15,44.4%,70,78,-8,▲ 4,+12
37,SharkEdge,966,32,14,18,43.8%,81,101,-20,→ 0,0
38,HellsHammer,966,17,7,10,41.2%,46,59,-13,→ 0,0
39,PhoenixWing,966,36,16,20,44.4%,87,116,-29,→ 0,0
40,GhostCircle,960,4,1,3,25.0%,7,12,-5,▼ 5,-14
41,BlackShell,954,18,7,11,38.9%,37,55,-18,▲ 5,+31
42,TyrannoBeat,946,22,8,14,36.4%,48,64,-16,▲ 2,+12
43,DranBuster,944,19,7,12,36.8%,46,62,-16,▲ 9,+60
44,WhaleWave,932,33,13,20,39.4%,77,110,-33,▼ 3,-22
45,WyvernHover,922,17,5,12,29.4%,38,58,-20,▲ 2,0
46,SamuraiSaber,920,20,6,14,30.0%,41,67,-26,▲ 5,+14
47,PegasusBlast,918,18,6,12,33.3%,38,61,-23,▼ 2,-10
48,SolEclipse,916,30,9,21,30.0%,75,108,-33,▼ 5,-24
49,EmperorMight,915,15,4,11,26.7%,24,46,-22,▼ 7,-36
50,WhaleFlame,899,12,3,9,25.0%,17,43,-26,▼ 1,-15
51,WizardRod,895,30,10,20,33.3%,65,107,-42,▼ 1,-19
52,SamuraiCalibur,860,7,0,7,0.0%,4,31,-27,▼ 4,-61
53,WizardArrow,842,14,1,13,7.1%,23,56,-33,→ 0,-31
