Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1172,32,24,8,75.0%,124,65,59,→ 0,+3
2,ImpactDrake,1138,50,33,17,66.0%,188,116,72,→ 0,-6
3,FoxBrush,1137,44,30,14,68.2%,155,113,42,→ 0,+13
4,SharkScale,1121,34,22,12,64.7%,125,81,44,→ 0,+7
5,TriceraPress,1118,12,10,2,83.3%,52,18,34,▲ 1,+18
6,TuskMammoth,1097,65,41,24,63.1%,216,175,41,▼ 1,-7
7,HellsBrave,1084,21,14,7,66.7%,73,42,31,→ 0,-12
8,DranSword,1071,42,25,17,59.5%,128,116,12,▲ 1,+8
9,DranBrave,1065,37,22,15,59.5%,116,91,25,▼ 1,-8
10,HellsChain,1054,34,20,14,58.8%,104,80,24,▲ 3,+8
11,ScorpioSpear,1051,44,23,21,52.3%,129,124,5,▼ 1,-9
12,CobaltDragoon,1049,41,22,19,53.7%,129,110,19,→ 0,-2
13,WeissTiger,1047,35,20,15,57.1%,109,93,16,▲ 2,+12
14,LeonCrest,1042,41,21,20,51.2%,119,117,2,▼ 3,-11
15,ViperTail,1042,32,17,15,53.1%,96,84,12,▼ 1,+7
16,SilverWolf,1034,33,18,15,54.5%,97,89,8,→ 0,+6
17,KnightMail,1020,36,18,18,50.0%,105,100,5,→ 0,-7
18,ShelterDrake,1018,5,3,2,60.0%,14,10,4,▲ 2,0
19,CerberusFlame,1013,39,19,20,48.7%,102,109,-7,→ 0,-6
20,HellsReaper,1012,33,16,17,48.5%,101,94,7,▲ 6,+10
21,DranDagger,1011,47,23,24,48.9%,147,147,0,▼ 3,-10
22,MeteorDragoon,1010,9,5,4,55.6%,34,25,9,→ 0,0
23,RhinoReaper,1009,32,16,16,50.0%,103,98,5,▼ 2,-6
24,SamuraiSteel,1007,9,5,4,55.6%,24,20,4,▼ 1,0
25,WolfHunt,1006,22,12,10,54.5%,64,61,3,▼ 1,0
26,ClockMirage,1002,14,8,6,57.1%,40,37,3,▲ 1,0
27,TyrannoRoar,1002,13,8,5,61.5%,37,36,1,▲ 1,0
28,PhoenixFlare,1001,4,2,2,50.0%,14,11,3,▲ 1,0
29,PerseusDark,997,35,17,18,48.6%,97,101,-4,▲ 1,+4
30,HellsHammer,996,21,10,11,47.6%,60,67,-7,▲ 4,+13
31,LeonClaw,996,32,15,17,46.9%,89,96,-7,▼ 6,-6
32,WizardArc,994,29,14,15,48.3%,81,86,-5,▲ 1,+9
33,CobaltDrake,992,32,15,17,46.9%,99,102,-3,▼ 2,0
34,PhoenixRudder,986,24,12,12,50.0%,61,68,-7,▲ 1,+7
35,GolemRock,973,41,18,23,43.9%,104,117,-13,▼ 3,-15
36,CrimsonGaruda,971,32,14,18,43.8%,84,96,-12,→ 0,0
37,UnicornSting,968,27,12,15,44.4%,70,78,-8,→ 0,0
38,PhoenixWing,961,40,17,23,42.5%,95,128,-33,▲ 4,+9
39,GhostCircle,960,4,1,3,25.0%,7,12,-5,▼ 1,0
40,BlackShell,954,18,7,11,38.9%,37,55,-18,▲ 1,0
41,SharkEdge,951,36,15,21,41.7%,87,114,-27,▼ 2,-9
42,DranBuster,945,23,9,14,39.1%,58,74,-16,▼ 2,-13
43,WhaleWave,932,33,13,20,39.4%,77,110,-33,→ 0,0
44,TyrannoBeat,931,26,9,17,34.6%,53,79,-26,▲ 3,+14
45,SamuraiSaber,920,20,6,14,30.0%,41,67,-26,→ 0,0
46,PegasusBlast,918,18,6,12,33.3%,38,61,-23,→ 0,0
47,SolEclipse,916,30,9,21,30.0%,75,108,-33,▲ 1,0
48,EmperorMight,915,15,4,11,26.7%,24,46,-22,▲ 1,0
49,WyvernHover,914,21,6,15,28.6%,46,73,-27,▼ 5,-6
50,WhaleFlame,899,12,3,9,25.0%,17,43,-26,→ 0,0
51,WizardRod,895,30,10,20,33.3%,65,107,-42,→ 0,0
52,SamuraiCalibur,860,7,0,7,0.0%,4,31,-27,→ 0,0
53,WizardArrow,842,14,1,13,7.1%,23,56,-33,→ 0,0
