Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1169,31,23,8,74.2%,120,62,58,→ 0,+4
2,ImpactDrake,1144,49,33,16,67.3%,185,112,73,→ 0,+20
3,FoxBrush,1125,43,29,14,67.4%,150,113,37,▲ 1,+7
4,SharkScale,1115,33,21,12,63.6%,121,78,43,▼ 1,-4
5,TuskMammoth,1104,64,41,23,64.1%,216,170,46,▲ 1,-6
6,TriceraPress,1100,11,9,2,81.8%,47,18,29,▲ 1,+4
7,HellsBrave,1095,20,14,6,70.0%,71,37,34,▼ 2,-17
8,DranBrave,1073,36,22,14,61.1%,114,87,27,▲ 3,+18
9,DranSword,1063,41,24,17,58.5%,124,116,8,▼ 1,-5
10,ScorpioSpear,1060,43,23,20,53.5%,129,120,9,▼ 1,-6
11,LeonCrest,1053,40,21,19,52.5%,119,112,7,▲ 1,+8
12,CobaltDragoon,1052,40,22,18,55.0%,126,106,20,▼ 2,-7
13,HellsChain,1046,33,19,14,57.6%,100,79,21,▲ 3,+22
14,ViperTail,1035,31,16,15,51.6%,92,82,10,▼ 1,-7
15,WeissTiger,1035,34,19,15,55.9%,104,93,11,→ 0,+8
16,SilverWolf,1028,32,17,15,53.1%,93,88,5,▼ 2,0
17,KnightMail,1028,35,18,17,51.4%,104,96,8,▲ 7,+20
18,DranDagger,1021,46,23,23,50.0%,147,142,5,▲ 1,+4
19,CerberusFlame,1019,38,19,19,50.0%,101,105,-4,▲ 2,+4
20,ShelterDrake,1018,5,3,2,60.0%,14,10,4,▼ 3,0
21,RhinoReaper,1015,31,16,15,51.6%,101,94,7,▲ 2,+7
22,MeteorDragoon,1010,9,5,4,55.6%,34,25,9,→ 0,0
23,SamuraiSteel,1007,9,5,4,55.6%,24,20,4,▲ 2,0
24,WolfHunt,1006,22,12,10,54.5%,64,61,3,▲ 2,0
25,LeonClaw,1003,31,15,16,48.4%,87,92,-5,▲ 7,+8
26,HellsReaper,1003,32,15,17,46.9%,96,92,4,▼ 6,-13
27,ClockMirage,1002,14,8,6,57.1%,40,37,3,▲ 1,0
28,TyrannoRoar,1002,13,8,5,61.5%,37,36,1,▲ 1,0
29,PhoenixFlare,1001,4,2,2,50.0%,14,11,3,▲ 1,0
30,PerseusDark,993,34,16,18,47.1%,93,99,-6,▲ 1,-5
31,CobaltDrake,992,32,15,17,46.9%,99,102,-3,▲ 2,0
32,GolemRock,988,40,18,22,45.0%,104,113,-9,▼ 14,-30
33,WizardArc,985,28,13,15,46.4%,77,84,-7,▼ 6,-21
34,HellsHammer,984,20,9,11,45.0%,56,67,-11,▲ 4,+18
35,PhoenixRudder,979,23,11,12,47.8%,57,66,-9,▼ 1,-11
36,CrimsonGaruda,971,32,14,18,43.8%,84,96,-12,▼ 1,0
37,UnicornSting,968,27,12,15,44.4%,70,78,-8,▼ 1,0
38,GhostCircle,960,4,1,3,25.0%,7,12,-5,▲ 2,0
39,SharkEdge,959,35,15,20,42.9%,87,110,-23,▼ 2,-7
40,DranBuster,958,22,9,13,40.9%,57,69,-12,▲ 3,+14
41,BlackShell,954,18,7,11,38.9%,37,55,-18,→ 0,0
42,PhoenixWing,952,39,16,23,41.0%,91,128,-37,▼ 3,-14
43,WhaleWave,932,33,13,20,39.4%,77,110,-33,▲ 1,0
44,WyvernHover,921,20,6,14,30.0%,44,69,-25,▲ 1,-1
45,SamuraiSaber,920,20,6,14,30.0%,41,67,-26,▲ 1,0
46,PegasusBlast,918,18,6,12,33.3%,38,61,-23,▲ 1,0
47,TyrannoBeat,917,25,8,17,32.0%,48,78,-30,▼ 5,-29
48,SolEclipse,916,30,9,21,30.0%,75,108,-33,→ 0,0
49,EmperorMight,915,15,4,11,26.7%,24,46,-22,→ 0,0
50,WhaleFlame,899,12,3,9,25.0%,17,43,-26,→ 0,0
51,WizardRod,895,30,10,20,33.3%,65,107,-42,→ 0,0
52,SamuraiCalibur,860,7,0,7,0.0%,4,31,-27,→ 0,0
53,WizardArrow,842,14,1,13,7.1%,23,56,-33,→ 0,0
