Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1182,21,17,4,81.0%,92,36,56,→ 0,-8
2,ImpactDrake,1148,36,26,10,72.2%,141,77,64,▲ 1,+35
3,SharkScale,1130,23,17,6,73.9%,93,50,43,▼ 1,-12
4,TuskMammoth,1083,48,31,17,64.6%,162,127,35,▲ 4,+18
5,HellsBrave,1078,6,5,1,83.3%,25,7,18,▲ 10,+50
6,GolemRock,1070,30,18,12,60.0%,92,71,21,▼ 1,0
7,ScorpioSpear,1067,29,17,12,58.6%,94,75,19,▼ 3,-31
8,FoxBrush,1066,28,18,10,64.3%,89,74,15,▼ 1,0
9,LeonCrest,1051,29,16,13,55.2%,87,80,7,→ 0,+3
10,DranBrave,1047,26,15,11,57.7%,79,67,12,→ 0,0
11,ViperTail,1045,21,11,10,52.4%,65,55,10,→ 0,0
12,CobaltDragoon,1033,25,14,11,56.0%,78,66,12,▲ 2,0
13,TyrannoRoar,1029,7,5,2,71.4%,24,14,10,▼ 7,-37
14,SilverWolf,1028,19,10,9,52.6%,58,52,6,▲ 2,0
15,KnightMail,1025,25,13,12,52.0%,73,63,10,▼ 2,-9
16,HellsChain,1024,23,12,11,52.2%,68,58,10,▲ 1,0
17,DranSword,1022,26,14,12,53.8%,73,76,-3,▲ 1,0
18,WolfHunt,1022,7,4,3,57.1%,19,15,4,▲ 13,+49
19,WeissTiger,1019,23,12,11,52.2%,65,59,6,▼ 7,-16
20,HellsReaper,1009,21,10,11,47.6%,60,57,3,▼ 1,0
21,RhinoReaper,1008,21,10,11,47.6%,70,67,3,▼ 1,0
22,WizardArc,1008,18,9,9,50.0%,56,55,1,▲ 2,+11
23,WyvernHover,1006,10,5,5,50.0%,26,25,1,▼ 2,0
24,CobaltDrake,1003,16,7,9,43.8%,50,50,0,▲ 6,+26
25,CerberusFlame,1002,28,13,15,46.4%,71,81,-10,▼ 3,0
26,LeonClaw,997,21,10,11,47.6%,56,63,-7,▼ 3,0
27,PerseusDark,996,23,11,12,47.8%,62,65,-3,▼ 2,0
28,SharkEdge,987,25,12,13,48.0%,68,77,-9,▼ 2,0
29,CrimsonGaruda,983,27,12,15,44.4%,73,81,-8,▼ 1,-3
30,PhoenixRudder,982,13,6,7,46.2%,29,39,-10,▲ 4,+31
31,ClockMirage,969,7,3,4,42.9%,15,23,-8,▼ 4,-18
32,DranDagger,968,26,11,15,42.3%,70,88,-18,→ 0,0
33,UnicornSting,966,23,10,13,43.5%,60,69,-9,▼ 4,-20
34,EmperorMight,965,9,3,6,33.3%,18,26,-8,▲ 4,+21
35,WhaleWave,954,28,12,16,42.9%,69,92,-23,▼ 2,+1
36,PhoenixWing,950,29,12,17,41.4%,68,97,-29,▼ 1,0
37,HellsHammer,946,9,3,6,33.3%,19,34,-15,▲ 8,+47
38,PegasusBlast,941,12,4,8,33.3%,26,41,-15,▲ 2,+7
39,SolEclipse,936,19,6,13,31.6%,47,66,-19,→ 0,0
40,WhaleFlame,935,8,2,6,25.0%,13,29,-16,▼ 4,-14
41,WizardRod,921,24,8,16,33.3%,53,82,-29,→ 0,-6
42,BlackShell,915,12,3,9,25.0%,17,42,-25,→ 0,-11
43,DranBuster,902,13,3,10,23.1%,24,46,-22,▼ 6,-44
44,SamuraiSaber,901,15,3,12,20.0%,26,52,-26,▼ 1,-24
45,TyrannoBeat,895,15,3,12,20.0%,22,54,-32,▼ 1,-24
46,WizardArrow,883,10,1,9,10.0%,15,37,-22,→ 0,+9
