Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ValkyrieVolt,1200,17,15,2,88.2%,79,25,54,→ 0,0
2,ImpactDrake,1126,30,21,9,70.0%,113,66,47,→ 0,0
3,SharkScale,1121,17,13,4,76.5%,70,33,37,→ 0,0
4,ScorpioSpear,1115,24,17,7,70.8%,86,52,34,→ 0,0
5,TyrannoRoar,1078,4,4,0,100.0%,18,5,13,→ 0,0
6,GolemRock,1065,28,17,11,60.7%,86,64,22,→ 0,0
7,TuskMammoth,1065,40,26,14,65.0%,128,104,24,→ 0,0
8,FoxBrush,1053,26,16,10,61.5%,80,71,9,→ 0,0
9,LeonCrest,1053,23,13,10,56.5%,71,58,13,→ 0,0
10,CobaltDragoon,1049,23,14,9,60.9%,75,57,18,→ 0,0
11,KnightMail,1048,21,12,9,57.1%,65,49,16,→ 0,0
12,HellsBrave,1043,3,2,1,66.7%,12,6,6,→ 0,0
13,SilverWolf,1043,19,10,9,52.6%,58,52,6,→ 0,0
14,DranBrave,1038,24,14,10,58.3%,75,61,14,→ 0,0
15,HellsChain,1033,23,12,11,52.2%,68,58,10,→ 0,0
16,WeissTiger,1028,18,10,8,55.6%,52,42,10,→ 0,0
17,DranSword,1028,24,13,11,54.2%,68,70,-2,→ 0,0
18,RhinoReaper,1023,21,10,11,47.6%,70,67,3,→ 0,0
19,WyvernHover,1018,9,5,4,55.6%,24,21,3,→ 0,0
20,ViperTail,1016,19,9,10,47.4%,55,54,1,→ 0,0
21,LeonClaw,1011,21,10,11,47.6%,56,63,-7,→ 0,0
22,CerberusFlame,1007,26,12,14,46.2%,67,73,-6,→ 0,0
23,HellsReaper,1000,20,10,10,50.0%,59,52,7,▲ 2,+9
24,SharkEdge,996,25,12,13,48.0%,68,77,-9,▼ 1,0
25,WizardArc,995,14,6,8,42.9%,44,47,-3,▼ 1,0
26,ClockMirage,991,4,2,2,50.0%,8,13,-5,→ 0,0
27,CrimsonGaruda,988,23,10,13,43.5%,61,69,-8,→ 0,0
28,UnicornSting,979,21,10,11,47.6%,55,61,-6,→ 0,0
29,CobaltDrake,975,12,4,8,33.3%,33,41,-8,→ 0,0
30,PerseusDark,970,22,10,12,45.5%,58,63,-5,→ 0,0
31,WhaleWave,959,24,10,14,41.7%,58,82,-24,▲ 1,0
32,DranDagger,953,25,10,15,40.0%,66,85,-19,▼ 1,-11
33,PhoenixRudder,952,9,3,6,33.3%,17,31,-14,→ 0,0
34,DranBuster,951,11,3,8,27.3%,24,38,-14,→ 0,0
35,PhoenixWing,949,28,12,16,42.9%,66,93,-27,→ 0,0
36,WhaleFlame,946,5,1,4,20.0%,8,19,-11,→ 0,0
37,WolfHunt,944,4,1,3,25.0%,6,13,-7,→ 0,0
38,EmperorMight,944,5,1,4,20.0%,6,18,-12,→ 0,0
39,SolEclipse,940,18,6,12,33.3%,44,62,-18,→ 0,0
40,WizardRod,926,21,7,14,33.3%,48,73,-25,→ 0,0
41,BlackShell,922,9,2,7,22.2%,11,32,-21,→ 0,0
42,PegasusBlast,920,8,2,6,25.0%,15,30,-15,→ 0,0
43,TyrannoBeat,916,13,3,10,23.1%,22,46,-24,→ 0,0
44,SamuraiSaber,911,13,3,10,23.1%,24,43,-19,→ 0,0
45,HellsHammer,890,5,0,5,0.0%,6,23,-17,→ 0,0
46,WizardArrow,858,7,0,7,0.0%,7,28,-21,→ 0,0
