MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,MatchType,SeasonID,Tier,Matchday,arena
M0001,2026-08-07,DranBuster,HellsHammer,4,0,season,S3,4,5,Xtreme
M0002,2026-08-07,PhoenixRudder,TriceraPress,5,0,season,S3,4,5,Xtreme
M0003,2026-08-07,SharkEdge,LeonClaw,0,4,season,S3,4,5,Xtreme
M0004,2026-08-07,TyrannoBeat,DranDagger,2,5,season,S3,4,5,Xtreme
M0005,2026-08-07,PerseusDark,WizardArc,0,4,season,S3,3,5,Xtreme
M0006,2026-08-07,HellsReaper,HellsChain,5,2,season,S3,3,5,Xtreme
M0007,2026-08-07,RhinoReaper,HellsBrave,3,4,season,S3,3,5,Xtreme
M0008,2026-08-07,GolemRock,CerberusFlame,4,0,season,S3,2,5,Xtreme
M0009,2026-08-07,WeissTiger,DranBrave,6,0,season,S3,2,5,Xtreme
M0010,2026-08-07,SilverWolf,LeonCrest,4,0,season,S3,2,5,Xtreme
M0011,2026-08-07,PhoenixWing,ViperTail,0,5,season,S3,2,5,Xtreme
M0012,2026-08-07,DranSword,CobaltDragoon,4,2,season,S3,1,5,Xtreme
M0013,2026-08-07,SharkScale,FoxBrush,0,5,season,S3,1,5,Xtreme
M0014,2026-08-07,ValkyrieVolt,ImpactDrake,2,5,season,S3,1,5,Xtreme
M0015,2026-08-07,ScorpioSpear,TuskMammoth,0,4,season,S3,1,5,Xtreme
M0016,2026-08-07,TriceraPress,SharkEdge,5,0,season,S3,4,6,Xtreme
M0017,2026-08-07,LeonClaw,DranBuster,4,2,season,S3,4,6,Xtreme
M0018,2026-08-07,HellsHammer,TyrannoBeat,0,5,season,S3,4,6,Xtreme
M0019,2026-08-07,DranDagger,PhoenixRudder,4,1,season,S3,4,6,Xtreme
M0020,2026-08-07,HellsChain,RhinoReaper,4,2,season,S3,3,6,Xtreme
M0021,2026-08-07,HellsBrave,PerseusDark,5,2,season,S3,3,6,Xtreme
M0022,2026-08-07,WizardArc,WyvernHover,4,0,season,S3,3,6,Xtreme
M0023,2026-08-07,DranBrave,SilverWolf,3,4,season,S3,2,6,Xtreme
M0024,2026-08-07,LeonCrest,GolemRock,0,4,season,S3,2,6,Xtreme
M0025,2026-08-07,CerberusFlame,PhoenixWing,4,2,season,S3,2,6,Xtreme
M0026,2026-08-07,ViperTail,WeissTiger,2,4,season,S3,2,6,Xtreme
M0027,2026-08-07,FoxBrush,ValkyrieVolt,4,2,season,S3,1,6,Xtreme
M0028,2026-08-07,ImpactDrake,DranSword,3,4,season,S3,1,6,Xtreme
M0029,2026-08-07,CobaltDragoon,ScorpioSpear,1,4,season,S3,1,6,Xtreme
M0030,2026-08-07,TuskMammoth,SharkScale,5,2,season,S3,1,6,Xtreme
