Date,Bey,ELO,match_id,MatchIndex
2025-10-02,BlackShell,978.0,0,0
2025-10-02,BlackShell,981.61,32,1
2025-10-03,BlackShell,973.3,33,2
2025-10-06,BlackShell,986.11,36,3
2025-10-14,CobaltDragoon,1029.0,0,0
2025-10-14,CobaltDragoon,1024.42,44,1
2025-10-16,CobaltDragoon,1011.84,46,2
2025-10-17,CobaltDragoon,1029.69,47,3
2025-09-08,CrimsonGaruda,968.0,0,0
2025-09-08,CrimsonGaruda,974.09,8,1
2025-09-09,CrimsonGaruda,963.89,9,2
2025-09-12,CrimsonGaruda,983.65,12,3
2025-10-08,DranBrave,981.0,0,0
2025-10-08,DranBrave,1001.46,38,1
2025-10-09,DranBrave,1019.36,39,2
2025-10-12,DranBrave,1011.17,42,3
2025-09-14,DranBuster,996.0,0,0
2025-09-14,DranBuster,985.49,14,1
2025-09-15,DranBuster,998.06,15,2
2025-09-18,DranBuster,993.98,18,3
2025-09-02,DranDagger,1022.0,0,0
2025-09-02,DranDagger,1032.81,2,1
2025-09-03,DranDagger,1039.58,3,2
2025-09-06,DranDagger,1050.2,6,3
2025-09-19,DranSword,1002.0,0,0
2025-09-19,DranSword,994.76,19,1
2025-09-22,DranSword,999.86,22,2
2025-09-24,DranSword,1003.12,24,3
2025-09-01,FoxBrush,1076.0,0,0
2025-09-01,FoxBrush,1078.58,1,1
2025-09-04,FoxBrush,1075.24,4,2
2025-09-06,FoxBrush,1064.62,6,3
2025-10-13,GolemRock,994.0,0,0
2025-10-13,GolemRock,1014.35,43,1
2025-10-16,GolemRock,1026.93,46,2
2025-10-18,GolemRock,1037.89,48,3
2025-09-20,HellsChain,995.0,0,0
2025-09-20,HellsChain,1014.54,20,1
2025-09-21,HellsChain,1006.99,21,2
2025-09-24,HellsChain,1003.72,24,3
2025-09-02,HellsHammer,978.0,0,0
2025-09-02,HellsHammer,967.19,2,1
2025-09-04,HellsHammer,970.53,4,2
2025-09-05,HellsHammer,951.92,5,3
2025-09-08,HellsReaper,987.0,0,0
2025-09-08,HellsReaper,980.91,8,1
2025-09-10,HellsReaper,993.76,10,2
2025-09-11,HellsReaper,975.02,11,3
2025-10-01,ImpactDrake,1064.0,0,0
2025-10-01,ImpactDrake,1070.88,31,1
2025-10-03,ImpactDrake,1079.18,33,2
2025-10-05,ImpactDrake,1092.9,35,3
2025-09-13,KeelShark,985.0,0,0
2025-09-13,KeelShark,994.72,13,1
2025-09-16,KeelShark,976.89,16,2
2025-09-18,KeelShark,980.96,18,3
2025-09-28,LeonClaw,978.0,0,0
2025-09-28,LeonClaw,959.31,28,1
2025-09-30,LeonClaw,957.29,30,2
2025-09-25,LeonCrest,991.0,0,0
2025-09-25,LeonCrest,970.19,25,1
2025-10-07,LeonCrest,964.78,37,2
2025-10-09,LeonCrest,946.89,39,3
2025-10-11,LeonCrest,951.25,41,4
2025-09-19,PerseusDark,992.0,0,0
2025-09-19,PerseusDark,999.24,19,1
2025-09-21,PerseusDark,1006.79,21,2
2025-09-23,PerseusDark,999.25,23,3
2025-10-02,PhoenixRudder,991.0,0,0
2025-10-02,PhoenixRudder,987.39,32,1
2025-10-04,PhoenixRudder,966.17,34,2
2025-10-05,PhoenixRudder,952.46,35,3
2025-09-07,PhoenixWing,985.0,0,0
2025-09-07,PhoenixWing,1005.46,7,1
2025-09-09,PhoenixWing,1015.66,9,2
2025-09-11,PhoenixWing,1034.4,11,3
2025-09-26,RhinoReaper,1021.0,0,0
2025-09-26,RhinoReaper,1000.77,26,1
2025-09-28,RhinoReaper,1019.46,28,2
2025-09-29,RhinoReaper,1011.3,29,3
2025-10-01,SamuraiSaber,973.0,0,0
2025-10-01,SamuraiSaber,966.12,31,1
2025-10-04,SamuraiSaber,987.34,34,2
2025-10-06,SamuraiSaber,974.54,36,3
2025-10-07,ScorpioSpear,992.0,0,0
2025-10-07,ScorpioSpear,997.41,37,1
2025-10-10,ScorpioSpear,992.9,40,2
2025-10-12,ScorpioSpear,1001.08,42,3
2025-10-13,SilverWolf,1000.0,0,0
2025-10-13,SilverWolf,979.65,43,1
2025-10-15,SilverWolf,974.36,45,2
2025-10-17,SilverWolf,956.51,47,3
2025-09-14,TuskMammoth,1022.0,0,0
2025-09-14,TuskMammoth,1032.51,14,1
2025-09-16,TuskMammoth,1050.34,16,2
2025-09-17,TuskMammoth,1039.83,17,3
2025-09-20,TyrannoBeat,987.0,0,0
2025-09-20,TyrannoBeat,967.46,20,1
2025-09-22,TyrannoBeat,962.36,22,2
2025-09-23,TyrannoBeat,969.91,23,3
2025-09-13,UnicornSting,1005.0,0,0
2025-09-13,UnicornSting,995.28,13,1
2025-09-15,UnicornSting,982.72,15,2
2025-09-17,UnicornSting,993.23,17,3
2025-09-01,ViperTail,1004.0,0,0
2025-09-01,ViperTail,1001.42,1,1
2025-09-03,ViperTail,994.65,3,2
2025-09-05,ViperTail,1013.26,5,3
2025-09-26,WeissTiger,1017.0,0,0
2025-09-26,WeissTiger,1037.23,26,1
2025-09-27,WeissTiger,1041.64,27,2
2025-09-30,WeissTiger,1043.65,30,3
2025-09-25,WhaleWave,977.0,0,0
2025-09-25,WhaleWave,997.81,25,1
2025-09-27,WhaleWave,993.4,27,2
2025-09-29,WhaleWave,1001.56,29,3
2025-10-08,WizardArc,989.0,0,0
2025-10-08,WizardArc,968.54,38,1
2025-10-10,WizardArc,973.05,40,2
2025-10-11,WizardArc,968.69,41,3
2025-09-07,WizardArrow,993.0,0,0
2025-09-07,WizardArrow,972.54,7,1
