k_max,k_min,k_tau,form_alpha,form_win,margin_a,margin_b,log_loss,brier
40,16,20,2.0,10,0.18,2.2,0.669367001232099,0.23841049908814463
40,16,10,1.5,14,0.18,2.6,0.6693676462867627,0.2383883075081435
32,16,25,3.0,14,0.15,2.6,0.6693688806006243,0.23840337857794655
40,16,25,2.0,14,0.15,2.2,0.6693691690215603,0.23841685027529214
36,12,25,2.0,14,0.15,2.6,0.6693708727252738,0.23839361386935817
36,20,25,3.0,14,0.18,1.8,0.66937262063321,0.23844570367591617
40,16,10,3.0,6,0.18,2.2,0.6693732215693379,0.23840088709198018
32,12,20,2.5,14,0.18,1.8,0.6693732604272133,0.23837662221867165
32,12,15,2.5,14,0.15,1.8,0.6693735997602053,0.23836124577664178
36,16,25,3.0,10,0.22,1.8,0.6693780115722192,0.23844279039037372
36,16,20,3.0,10,0.15,2.2,0.6693783464404396,0.23839495799908952
32,12,25,2.5,14,0.22,2.2,0.6693799908039249,0.2384136856815677
32,12,20,2.5,14,0.15,2.2,0.669381181022673,0.2383752299238885
40,16,15,1.5,14,0.15,2.6,0.6693814557732797,0.23839739768893523
36,16,10,2.5,10,0.22,1.8,0.6693860807487152,0.23839966410722588
40,12,10,1.5,14,0.15,2.6,0.669387358145531,0.23838190726690428
36,12,10,2.0,14,0.18,2.2,0.6693907259851388,0.23838160045226006
40,20,25,2.0,14,0.22,2.2,0.6693915296922096,0.23849862320193038
40,16,15,1.5,10,0.22,2.2,0.6693925693420005,0.23841670292492365
40,16,20,1.5,10,0.22,2.6,0.669396471227672,0.23844503143834572
40,20,15,2.5,10,0.18,1.8,0.6693965551723928,0.23842218995602682
36,20,25,3.0,14,0.15,2.2,0.6693994138518645,0.23844575875039506
32,12,25,2.5,14,0.18,2.6,0.6694014522971621,0.2384126090706702
40,12,20,1.5,10,0.22,1.8,0.6694046847266371,0.23841407674467063
40,16,20,2.5,10,0.15,1.8,0.6694057747256069,0.2384008126365027
40,20,25,2.5,14,0.15,2.2,0.669406159300131,0.23846099324957548
32,20,15,3.0,14,0.22,2.6,0.6694067500100747,0.23846696145165525
36,12,15,2.0,10,0.22,1.8,0.6694096665190153,0.2383960809863585
40,16,15,2.5,6,0.22,2.6,0.6694132558661364,0.23846936947891073
36,12,25,2.0,10,0.22,2.6,0.669413595344979,0.23844009282852824
40,20,10,1.5,14,0.22,2.6,0.6694136886574272,0.2384410219738529
40,12,20,2.5,6,0.22,2.2,0.6694139262350075,0.23845253468693461
36,12,15,3.0,6,0.22,2.2,0.6694149904441512,0.23843076857798798
36,16,20,2.0,14,0.18,2.6,0.6694154132723115,0.23843387201730612
40,12,10,2.5,6,0.15,2.2,0.6694175705081195,0.23839425292611569
36,16,20,2.5,10,0.18,2.6,0.6694179911677426,0.2384360714735145
40,12,15,2.5,6,0.18,1.8,0.6694180610272513,0.23839086793328546
36,20,20,2.5,14,0.22,1.8,0.6694189692846041,0.23847081239157164
36,20,15,3.0,10,0.22,1.8,0.6694193779780285,0.23845561887023511
40,12,10,1.5,10,0.22,2.2,0.669424064083495,0.2383973846189072
36,20,10,3.0,10,0.18,2.2,0.6694249475361875,0.23843653901473302
36,16,25,2.0,14,0.22,2.6,0.6694260785331813,0.23847325720137336
36,16,15,2.0,14,0.15,2.6,0.669427429894526,0.23841289883897512
32,12,15,3.0,10,0.18,1.8,0.6694294431386321,0.23839845400092607
32,12,20,3.0,10,0.18,2.2,0.6694323179463793,0.23841308407486622
40,16,10,1.5,14,0.22,1.8,0.6694394472597543,0.23842309190009242
36,16,10,2.0,14,0.22,2.2,0.6694407836687172,0.23842563595918895
40,20,20,2.5,10,0.22,1.8,0.6694431216837651,0.23848754445559614
40,16,25,2.5,10,0.15,2.6,0.6694451349959367,0.23845347898502353
40,20,20,3.0,10,0.18,1.8,0.6694453889042429,0.23846611359845435
40,12,10,1.5,14,0.18,1.8,0.6694455238535669,0.23840952977071878
40,20,15,2.0,14,0.15,1.8,0.6694476357398211,0.23843290610988518
40,16,10,2.0,10,0.15,2.2,0.669448425436862,0.23841846206577508
40,12,15,1.5,10,0.15,2.6,0.6694497955181034,0.2384114302243354
32,12,10,3.0,10,0.22,2.6,0.669450943837531,0.23841948700717744
32,12,25,3.0,10,0.22,2.2,0.6694523404400036,0.2384512574161233
40,12,20,1.5,14,0.15,1.8,0.6694533986063982,0.23841793734362368
36,20,15,2.5,10,0.22,2.6,0.6694565297268209,0.2384849607816573
36,12,10,2.0,14,0.15,2.6,0.6694566740315417,0.2384111178696265
40,20,10,2.0,10,0.18,2.6,0.6694576306018312,0.238451680183117
36,20,20,2.5,14,0.18,2.2,0.669458179414886,0.23847561568186076
40,12,20,3.0,6,0.22,1.8,0.6694582252082246,0.23845667634273945
40,16,10,1.5,10,0.22,2.6,0.6694597132261226,0.23843394508531499
36,16,15,2.5,10,0.15,2.6,0.6694634861022009,0.23842875434982252
36,12,25,2.5,10,0.15,2.6,0.669470655493592,0.2384365309048144
36,12,20,2.5,10,0.15,1.8,0.6694713660391527,0.2384135332946144
36,12,10,3.0,6,0.22,2.2,0.669471919565809,0.23844641097088443
36,20,20,3.0,10,0.22,2.2,0.6694725307755518,0.2385112105367949
40,12,25,1.5,10,0.22,2.2,0.6694755264616693,0.23847224101250808
40,12,10,2.0,6,0.22,2.2,0.669477769262982,0.23843850918999673
40,12,15,2.5,6,0.15,2.2,0.6694807699910958,0.23841181523570987
40,16,20,1.5,14,0.22,1.8,0.6694811303846614,0.238474812623144
40,20,15,2.0,10,0.18,2.6,0.6694813763296147,0.23847605541670136
36,20,10,2.5,14,0.15,1.8,0.6694824027528505,0.2384368115730327
40,12,15,2.0,6,0.18,2.6,0.6694825260910598,0.238442950333779
40,20,20,2.0,14,0.15,2.6,0.6694842783302571,0.2384828966675996
36,16,25,3.0,10,0.18,2.2,0.6694849679018032,0.2384773484573075
32,16,25,3.0,14,0.18,1.8,0.6694854299433385,0.23845621775290574
36,12,25,2.0,14,0.18,1.8,0.6694871714476038,0.23844717395361403
40,16,10,2.5,6,0.22,2.2,0.6694881795439332,0.2384726202319447
32,12,15,3.0,10,0.15,2.2,0.6694882650204395,0.23842232624249304
40,12,25,2.0,10,0.18,1.8,0.669488547633665,0.2384525672254609
32,16,25,3.0,14,0.15,2.2,0.669489082211009,0.23844913616507724
36,16,10,2.5,10,0.18,2.2,0.6694918980280732,0.23844409786787638
32,20,10,3.0,14,0.22,2.6,0.6694926475012165,0.23849180816519822
40,20,15,2.5,10,0.15,2.2,0.669492704224688,0.2384570500508086
32,16,15,3.0,10,0.22,2.6,0.669494315927176,0.23847329945083812
36,16,25,2.5,14,0.15,1.8,0.6694965326624553,0.23845104251118918
40,16,15,1.5,14,0.18,1.8,0.6694986645000169,0.23845182439245466
32,12,25,2.5,14,0.22,1.8,0.6694999038793387,0.23846021263040487
32,20,15,3.0,14,0.18,2.6,0.6695002778022595,0.2384850630529578
32,20,15,3.0,14,0.22,2.2,0.6695018505093555,0.2385012849795774
36,12,10,2.0,14,0.18,1.8,0.6695075441232676,0.2384350994960728
36,20,10,2.5,10,0.22,2.6,0.669507779858071,0.23849193513340464
40,12,25,1.5,14,0.15,2.6,0.6695090172772895,0.23846760265797592
32,12,25,2.5,14,0.18,2.2,0.6695100148380947,0.2384564508880951
40,12,10,1.5,14,0.15,2.2,0.6695107635023411,0.2384392549413917
32,12,20,2.5,14,0.15,1.8,0.6695119086555334,0.2384289841345884
36,16,15,2.0,10,0.22,2.6,0.6695143013634622,0.23847457928552895
40,16,10,3.0,6,0.15,2.6,0.6695154304786911,0.23845268295407107
40,16,25,3.0,10,0.15,1.8,0.6695198219207599,0.23846439497429944
36,16,10,2.0,14,0.18,2.6,0.6695212760127995,0.23845775476493491
36,12,20,2.0,10,0.18,2.6,0.669522026303262,0.23846004788094005
36,20,15,3.0,10,0.18,2.2,0.6695230345126955,0.2384901900533598
32,12,10,3.0,10,0.22,2.2,0.6695236390748447,0.23845129732749354
36,12,15,2.0,10,0.18,2.2,0.6695238916565475,0.23844528860735245
40,16,10,1.5,14,0.18,2.2,0.6695281424933236,0.23846068650547256
36,16,20,2.0,14,0.22,1.8,0.669529025390592,0.2384884822962836
36,12,25,2.0,14,0.15,2.2,0.6695296922784568,0.23846028634379038
36,16,15,2.0,14,0.18,1.8,0.6695313019806741,0.2384608763523421
36,20,25,2.5,14,0.22,2.2,0.669532858696955,0.23855113841336192
40,12,20,3.0,6,0.18,2.2,0.669533837733451,0.2384722170558885
32,16,15,2.5,14,0.22,2.6,0.6695341797677686,0.23848522089984997
40,20,25,3.0,10,0.22,1.8,0.6695343528567959,0.23855930225607813
40,12,20,2.0,6,0.22,2.6,0.6695345606867869,0.23851044326005058
36,12,10,2.5,10,0.15,1.8,0.6695348627446376,0.23845021834011465
40,20,15,1.5,14,0.22,2.2,0.6695351018625079,0.23851219837326834
40,20,20,3.0,10,0.15,2.2,0.6695385397313506,0.23849544308921583
40,20,25,2.5,10,0.22,2.2,0.6695406412221616,0.23856683666888054
36,12,10,2.0,14,0.15,2.2,0.6695411271589915,0.23844953918073178
32,12,20,3.0,10,0.15,2.6,0.6695434058497575,0.23845677464957687
36,16,20,2.5,10,0.22,1.8,0.6695438803159941,0.23849486838262324
36,12,15,3.0,6,0.18,2.6,0.6695485226008354,0.23847691495144308
36,20,15,2.5,14,0.15,1.8,0.669548684312471,0.23847199450686501
36,20,20,2.5,14,0.15,2.6,0.6695491161540496,0.2385034994245504
40,16,15,3.0,6,0.18,2.6,0.669551136271742,0.23850380112288264
40,12,15,1.5,10,0.18,1.8,0.6695513265425157,0.23845835434905147
32,20,10,3.0,14,0.18,2.6,0.6695546192923508,0.23849962339602418
40,12,20,1.5,10,0.18,2.2,0.6695552567430731,0.2384770814283553
32,12,25,2.5,14,0.15,2.6,0.6695596594951595,0.23847080276115928
40,20,10,2.0,10,0.22,1.8,0.6695631296590655,0.23850069002925575
36,20,15,2.0,14,0.22,2.6,0.6695631589370244,0.23852818502691606
40,16,15,1.5,14,0.15,2.2,0.6695674221299375,0.23847861561294514
32,20,10,3.0,14,0.22,2.2,0.6695677460029532,0.23851854611655587
40,20,25,2.0,14,0.18,2.6,0.6695681933286894,0.23855988331450628
36,16,15,2.0,14,0.15,2.2,0.6695703222649467,0.23847369003070826
40,16,20,2.0,10,0.15,2.6,0.6695706143733113,0.2384929224345781
40,16,25,1.5,14,0.22,2.2,0.6695764216271937,0.2385456173966533
36,20,10,3.0,10,0.15,2.6,0.6695784157315355,0.2384968858511662
40,20,20,1.5,14,0.22,2.6,0.6695792919785052,0.23855985633207846
32,20,20,3.0,14,0.22,2.6,0.6695798953858744,0.23856003122089023
36,12,15,1.5,14,0.22,2.6,0.669580758019846,0.23847890392526602
40,20,20,2.5,10,0.18,2.2,0.6695841271756696,0.2385363471334876
32,12,25,3.0,10,0.18,2.6,0.6695846254212875,0.2385000596727515
40,16,20,1.5,14,0.18,2.2,0.669584786993599,0.23851344516269865
36,16,20,2.0,14,0.18,2.2,0.6695857972254622,0.23850550613257293
36,20,25,3.0,10,0.22,2.6,0.6695861514859457,0.23859147406158676
40,12,25,2.0,10,0.15,2.2,0.6695902103341579,0.23849145780063846
40,20,10,2.5,10,0.15,1.8,0.6695909860430256,0.23848736713632665
36,16,15,2.5,10,0.18,1.8,0.6695912897598346,0.23848638440714698
36,16,10,2.0,14,0.22,1.8,0.6695922331914826,0.23849204388243853
40,16,25,2.0,10,0.18,2.6,0.6695995631976304,0.23854102289768794
36,12,20,1.5,14,0.22,2.6,0.6696001572867025,0.23850562333447603
36,12,10,3.0,6,0.18,2.6,0.6696014386836137,0.23849831738306054
36,16,25,2.5,10,0.22,2.2,0.6696073584734876,0.23855057336965707
40,12,20,2.5,6,0.18,2.6,0.6696144911801488,0.23852346430315347
32,20,15,3.0,14,0.18,2.2,0.6696145871103103,0.23852824530249916
32,16,15,2.5,14,0.22,2.2,0.6696169832947331,0.23851790460759764
36,12,25,2.5,10,0.18,1.8,0.6696171446903182,0.238502585832987
36,12,20,2.0,10,0.22,1.8,0.6696210620939071,0.2385068713729015
40,20,15,2.0,10,0.22,1.8,0.6696223342967598,0.23854182330940435
40,20,10,1.5,14,0.22,2.2,0.6696232374268886,0.23853377272609552
36,20,25,3.0,14,0.15,1.8,0.6696237609776973,0.23852974976614089
36,16,25,2.0,14,0.22,2.2,0.6696240657888686,0.23855636480577727
32,20,15,3.0,14,0.22,1.8,0.6696252944533533,0.23854487483000944
36,12,10,2.0,10,0.22,2.6,0.6696278950898263,0.2384930530261864
40,12,15,2.0,6,0.22,1.8,0.6696279537855321,0.2385099288688243
40,16,25,2.5,10,0.18,1.8,0.6696291972679306,0.23853533691873616
36,20,25,2.5,14,0.18,2.6,0.6696301320847253,0.23857634890341664
32,16,20,2.5,14,0.22,2.6,0.6696309719931661,0.23854434824863854
40,20,20,2.0,14,0.18,1.8,0.6696332886804629,0.23855016281883334
32,12,10,3.0,10,0.18,2.6,0.6696346968259574,0.23850137252256942
36,16,10,2.0,14,0.18,2.2,0.6696361627176343,0.23850798731507225
32,16,15,2.5,14,0.18,2.6,0.6696373206015905,0.23851763559325057
40,16,25,2.0,14,0.15,1.8,0.6696392208176029,0.2385268199534855
40,20,20,2.0,10,0.22,2.2,0.6696398695275823,0.23858091190931333
40,16,15,2.0,10,0.15,1.8,0.6696408495381645,0.23849986902733078
32,20,10,3.0,14,0.18,2.2,0.6696446698706158,0.23853322308146357
40,12,25,1.5,14,0.18,1.8,0.6696457056858788,0.23853068058366617
36,16,10,2.5,10,0.15,2.6,0.6696465610068483,0.2385113809838305
32,20,15,3.0,14,0.15,2.6,0.6696484114767164,0.23853168713291673
36,16,20,2.5,10,0.18,2.2,0.669649754706637,0.23853275852614403
40,16,15,1.5,10,0.18,2.6,0.6696507086382819,0.2385281877202059
40,12,25,3.0,6,0.22,2.6,0.6696508355964765,0.23861395851397818
36,16,25,3.0,10,0.15,2.6,0.669653907580362,0.23853940578001512
32,16,25,3.0,14,0.15,1.8,0.6696545488729981,0.23851245932800114
40,12,10,1.5,10,0.18,2.6,0.6696547903490627,0.23850572767012557
32,12,20,3.0,10,0.18,1.8,0.6696549473696678,0.23850721768915498
40,12,15,1.5,10,0.15,2.2,0.6696560610828765,0.23850422264122192
32,16,15,3.0,10,0.22,2.2,0.6696576349412889,0.23854127184884513
40,16,10,1.5,14,0.15,2.6,0.6696591505138618,0.2385181601723621
32,12,25,2.5,14,0.18,1.8,0.6696607589874459,0.2385173043216547
36,12,25,2.0,10,0.22,2.2,0.6696608013966359,0.23854714563971277
32,12,15,2.5,10,0.22,2.6,0.669661307116103,0.23851857590290043
32,20,10,3.0,14,0.22,1.8,0.6696613106137718,0.23855069095556544
32,12,10,3.0,10,0.22,1.8,0.6696614415437944,0.23851332688542493
40,12,10,2.5,6,0.15,1.8,0.6696626878217308,0.2384982687680553
32,16,20,3.0,10,0.22,2.6,0.6696643375980464,0.23856576721887207
36,12,10,2.0,14,0.15,1.8,0.6696666688156415,0.23850697618561076
40,20,25,3.0,10,0.18,2.2,0.6696687627182918,0.2386000326061411
36,20,20,3.0,10,0.18,2.6,0.6696709620526643,0.23858195068106788
40,16,10,2.5,6,0.18,2.6,0.6696724868212758,0.23854460565849797
40,12,10,2.0,6,0.18,2.6,0.6696725825262446,0.2385244187992494
36,16,15,2.5,10,0.15,2.2,0.669672950787342,0.23851840360207863
32,20,10,3.0,14,0.15,2.6,0.6696735407659611,0.23853659995414922
40,16,10,3.0,6,0.18,1.8,0.6696738303061983,0.2385187831221064
32,12,25,2.5,14,0.15,2.2,0.6696742742480161,0.2385173357068605
36,16,20,3.0,10,0.15,1.8,0.6696780896408391,0.23851823175189293
40,12,10,1.5,14,0.15,1.8,0.6696807513627646,0.23851837439586832
36,12,15,2.0,10,0.15,2.6,0.6696818468824867,0.2385151072439962
40,20,25,2.5,14,0.15,1.8,0.6696835591342543,0.23856829636374532
32,12,15,3.0,10,0.15,1.8,0.6696842270771475,0.23850767778495263
40,12,10,1.5,10,0.22,1.8,0.6696847605990183,0.23851978753524644
40,16,10,1.5,10,0.22,2.2,0.6696854941742948,0.2385368629470075
36,20,20,2.5,14,0.18,1.8,0.6696875705732293,0.2385659620502902
36,20,15,3.0,10,0.15,2.6,0.6696891608315118,0.23855270642158385
32,12,25,3.0,10,0.22,1.8,0.6696893704170149,0.2385489462688379
40,12,20,3.0,6,0.15,2.6,0.6696925593207379,0.2385236109507646
36,16,20,2.0,14,0.15,2.6,0.6696930024491196,0.23854558904075734
32,20,20,3.0,14,0.22,2.2,0.6696967254582704,0.23860303859197557
36,20,10,2.0,14,0.22,2.6,0.669697032060057,0.2385729504959757
40,12,15,1.5,6,0.22,2.6,0.669697036797629,0.23855225194153837
36,12,25,2.5,10,0.15,2.2,0.6696983753298772,0.23853264584439904
40,20,20,2.0,14,0.15,2.2,0.6696985305966207,0.2385703038233909
40,16,20,1.5,10,0.22,2.2,0.669698767827045,0.2385770226320925
36,20,15,2.5,10,0.22,2.2,0.6696998042856891,0.23858632525886656
36,12,15,2.5,6,0.22,2.6,0.6697032923451496,0.23856470816121914
40,20,10,2.0,10,0.18,2.2,0.6697035218244232,0.2385579298704142
36,16,20,2.0,10,0.22,2.6,0.6697069866566049,0.2385806512439161
36,12,15,3.0,6,0.22,1.8,0.669710740019237,0.23854998541738492
32,20,20,3.0,14,0.18,2.6,0.6697116020072323,0.23859239785341674
40,16,10,2.0,10,0.15,1.8,0.6697136780713897,0.23853683915991103
32,12,20,2.5,10,0.22,2.6,0.6697149578625602,0.23855738683188998
32,12,20,3.0,10,0.15,2.2,0.6697166413864809,0.2385304870131619
36,20,10,3.0,10,0.18,1.8,0.6697184432906784,0.23855915514311368
36,16,10,2.0,14,0.15,2.6,0.6697188871556856,0.23854215387190206
40,12,25,1.5,14,0.15,2.2,0.6697196803571694,0.2385579818572596
36,12,10,3.0,6,0.22,1.8,0.6697201584576745,0.2385517730811812
40,16,15,2.5,6,0.22,2.2,0.6697216242505563,0.2385949978055469
36,12,15,1.5,14,0.22,2.2,0.6697218745356692,0.23854293936670254
36,20,20,2.5,14,0.15,2.2,0.669723204560823,0.2385725951442943
40,16,25,2.5,10,0.15,2.2,0.6697240043624375,0.2385674688640668
36,20,10,2.5,10,0.22,2.2,0.6697259115693444,0.23858480739089039
32,16,15,2.5,14,0.22,1.8,0.6697275413516686,0.23856112870959154
40,20,25,2.0,14,0.22,1.8,0.6697303840982585,0.23863680710755003
36,20,20,2.5,10,0.22,2.6,0.6697312048903341,0.23862694564029457
40,16,20,2.0,10,0.18,1.8,0.6697323826913208,0.2385658313737512
40,20,15,1.5,14,0.18,2.6,0.6697324116154523,0.23859149246449876
40,16,10,3.0,6,0.15,2.2,0.6697351607146876,0.23853846314979932
32,12,10,3.0,10,0.18,2.2,0.6697374969415354,0.23854706985641239
36,16,10,2.5,10,0.18,1.8,0.669737730225715,0.2385524017947271
32,16,15,2.5,14,0.18,2.2,0.6697384180772304,0.23855873572292213
36,12,20,2.0,10,0.18,2.2,0.6697394736864377,0.23855514368411385
32,16,20,2.5,14,0.22,2.2,0.6697398904373485,0.23858756360288316
36,16,15,2.0,10,0.22,2.2,0.6697410116099076,0.23857401622410854
36,12,25,2.0,14,0.15,1.8,0.6697420683036786,0.2385494063204166
40,16,20,1.5,14,0.15,2.6,0.6697421089825308,0.2385765033443334
40,12,15,2.0,6,0.18,2.2,0.6697433731688102,0.23855488153385737
40,20,25,2.0,10,0.22,2.6,0.6697477074026703,0.2386589020514019
40,16,10,1.5,14,0.18,1.8,0.6697477992524985,0.23855963257277848
36,16,25,2.0,14,0.18,2.6,0.6697491659680649,0.23860004255761996
40,12,25,1.5,10,0.18,2.6,0.6697492796982109,0.2385869992087002
36,20,15,2.0,14,0.22,2.2,0.6697495117794517,0.23860681131242675
40,16,15,1.5,10,0.22,1.8,0.6697541401591505,0.23857703635027483
40,16,15,3.0,6,0.22,1.8,0.6697560629739765,0.2385946129456366
40,16,25,2.0,10,0.22,1.8,0.6697562515656127,0.23861412241051566
40,20,15,1.5,10,0.22,2.6,0.6697562881081556,0.23861477555399496
36,12,20,3.0,6,0.22,2.6,0.6697583312337606,0.2386216303880819
32,16,10,3.0,10,0.22,2.6,0.6697587689310956,0.23858366229573474
36,12,15,3.0,6,0.18,2.2,0.6697614525859305,0.23856186685585098
40,12,15,2.5,6,0.15,1.8,0.6697616723314052,0.23852411108492344
32,20,15,3.0,14,0.18,1.8,0.6697622870338479,0.23858305977378855
40,20,15,2.0,10,0.18,2.2,0.6697639039973619,0.23859574847783455
40,12,20,1.5,10,0.15,2.6,0.6697639832909587,0.23856701038684472
36,16,15,2.0,14,0.15,1.8,0.6697640450860909,0.23855622945336782
36,12,10,2.0,10,0.22,2.2,0.6697680366440188,0.23855807844899038
32,12,25,3.0,10,0.18,2.2,0.6697683677499432,0.2385759874600951
32,20,15,3.0,14,0.15,2.2,0.6697690105555165,0.23857768952133926
32,12,10,2.5,14,0.22,2.6,0.6697694300994326,0.23856189691152407
36,20,20,2.0,14,0.22,2.6,0.6697699369754675,0.23863977621052881
40,12,10,2.0,6,0.22,1.8,0.6697702810106891,0.23856926202551726
32,20,10,3.0,14,0.18,1.8,0.6697726023596519,0.23858134672905268
36,12,20,1.5,14,0.22,2.2,0.6697727174377222,0.2385822538100709
36,12,15,2.0,10,0.18,1.8,0.6697735257275772,0.23855718289228306
32,16,20,2.5,14,0.18,2.6,0.6697744880252189,0.23859156726179973
32,20,10,3.0,14,0.15,2.2,0.6697757523544196,0.2385757749382746
32,12,10,2.5,14,0.18,2.6,0.6697780302888978,0.23856163033486924
32,12,10,2.5,14,0.22,2.2,0.6697809199082109,0.23856574682168807
36,12,10,3.0,6,0.18,2.2,0.6697810381990027,0.23857389249566063
40,16,25,1.5,10,0.22,2.6,0.6697826809808387,0.23864110132803232
36,20,25,2.5,14,0.22,1.8,0.6697834632540189,0.23864924102298488
32,16,15,2.5,14,0.15,2.6,0.6697857318016028,0.2385730956987483
40,20,20,2.5,10,0.15,2.6,0.669786825717365,0.23861207842721283
40,16,25,1.5,14,0.18,2.6,0.6697879717569265,0.23862881765342264
32,16,15,3.0,10,0.18,2.6,0.6697891619318184,0.23859151035862872
32,20,25,3.0,14,0.22,2.6,0.6697942678882717,0.2386691909995137
36,20,10,3.0,10,0.15,2.2,0.6697955424376653,0.23858753611363054
36,16,10,2.0,14,0.18,1.8,0.6698001568967112,0.23857989263169993
32,12,15,2.5,10,0.22,2.2,0.6698008901646422,0.23858014503654015
40,20,25,2.5,10,0.18,2.6,0.6698024343688096,0.23866249365260425
40,20,10,1.5,14,0.18,2.6,0.6698027750384803,0.23860891629898176
40,20,10,3.0,6,0.22,2.6,0.6698032010317502,0.23867005830380209
40,12,20,2.5,6,0.22,1.8,0.6698125746099325,0.23861290544089492
36,16,20,2.0,14,0.18,1.8,0.6698134988453104,0.2386008287278455
40,16,15,1.5,14,0.15,1.8,0.6698136714979012,0.23858604480185314
32,12,10,2.5,14,0.18,2.2,0.6698142603060022,0.23857687648419804
40,16,10,1.5,14,0.15,2.2,0.6698167628003545,0.23858899125413865
36,16,20,2.5,10,0.15,2.6,0.6698178099056672,0.23859919570739885
36,16,25,2.5,10,0.18,2.6,0.6698178599224194,0.23863078281782804
32,12,10,2.5,14,0.22,1.8,0.6698178725848628,0.2385810263665335
40,16,10,2.0,6,0.22,2.6,0.6698216678324369,0.2386249374750751
36,16,10,2.5,10,0.15,2.2,0.6698220063311799,0.2385882408007258
36,20,20,3.0,10,0.22,1.8,0.6698221664089967,0.2386517321703839
36,16,25,3.0,10,0.18,1.8,0.6698232400898193,0.23861427627299786
40,16,10,2.5,6,0.22,1.8,0.6698239390964548,0.23861293103469072
40,20,25,2.0,14,0.18,2.2,0.6698263743681278,0.2386657131574415
36,12,25,1.5,14,0.22,2.6,0.6698273063599903,0.23862726884061414
32,12,25,2.5,14,0.15,1.8,0.6698283322463987,0.23857990279661317
36,20,25,2.5,14,0.18,2.2,0.6698310541165241,0.23865636270113091
32,16,25,2.5,14,0.22,2.6,0.6698315341949731,0.238649166534076
40,20,15,2.5,10,0.15,1.8,0.6698345077027757,0.23859886353808993
40,16,20,2.0,10,0.15,2.2,0.6698362137890672,0.23860572475645872
40,12,10,1.5,10,0.18,2.2,0.6698376613241523,0.23859115538576775
36,16,10,2.0,14,0.15,2.2,0.6698376659735119,0.2385940362963087
32,12,10,2.5,14,0.15,2.6,0.6698381799780461,0.23858596876319219
40,16,15,3.0,6,0.18,2.2,0.6698384459317592,0.2386140537082451
32,20,20,3.0,14,0.18,2.2,0.6698450983304646,0.23864299507111728
40,12,20,2.0,6,0.22,2.2,0.6698460915743413,0.2386415052720259
36,16,10,2.0,10,0.22,2.6,0.6698471290981347,0.23861474118955137
40,16,15,2.0,6,0.22,2.6,0.6698474264930453,0.23865566175904207
32,20,20,3.0,14,0.22,1.8,0.6698489034412458,0.23865792733809363
36,20,15,3.0,10,0.18,1.8,0.6698503782239359,0.23862401732009855
32,12,10,3.0,10,0.15,2.6,0.6698511026707193,0.23859879861583527
32,16,20,3.0,10,0.22,2.2,0.6698526350046343,0.2386429919768341
36,12,15,1.5,14,0.18,2.6,0.6698528931376602,0.2385998697715906
36,20,10,2.0,14,0.22,2.2,0.6698547587719472,0.23864046887603096
40,20,15,1.5,14,0.22,1.8,0.669855169565746,0.23865017751012094
40,20,20,1.5,14,0.22,2.2,0.6698571707756381,0.23867906713469017
36,12,15,2.0,10,0.15,2.2,0.6698595865481783,0.23859438482902845
36,16,20,2.0,14,0.15,2.2,0.6698597748611319,0.23861542220835957
36,20,25,3.0,10,0.22,2.2,0.6698605835309709,0.23870038492609874
40,20,10,1.5,10,0.22,2.6,0.669861421739431,0.23864441794404606
40,12,25,2.5,6,0.22,2.6,0.6698615713329644,0.2386939998090982
36,20,15,2.0,14,0.18,2.6,0.669869891129382,0.23864980458069082
40,12,25,1.5,10,0.22,1.8,0.6698732572875714,0.23864539522114064
36,16,25,2.0,14,0.22,1.8,0.669875726753397,0.2386605981928933
36,12,25,2.0,10,0.18,2.6,0.6698784360334505,0.2386367181947483
40,20,25,3.0,10,0.15,2.6,0.669879630942418,0.2386739998617213
32,16,15,2.5,14,0.18,1.8,0.6698797069323016,0.2386162611754234
32,16,20,2.5,14,0.22,1.8,0.6698799333033623,0.2386422572974581
36,12,15,3.0,6,0.15,2.6,0.6698801255593196,0.2386037386604644
40,16,20,1.5,14,0.18,1.8,0.6698804182483373,0.23864016662191956
28,12,20,3.0,14,0.18,2.6,0.6698809264766588,0.23861751237631723
32,12,10,2.5,14,0.18,1.8,0.66988251566528,0.23860663456642328
40,16,20,3.0,6,0.22,2.6,0.6698845903868401,0.23872236106467928
32,16,15,3.0,10,0.22,1.8,0.6698855207879846,0.2386362861947961
32,16,10,2.5,14,0.22,2.6,0.6698864152355847,0.2386362453522645
32,16,10,3.0,10,0.22,2.2,0.6698887605436691,0.23863865504005227
32,20,20,3.0,14,0.15,2.6,0.669889515056346,0.2386496281142708
40,12,10,2.0,6,0.18,2.2,0.6698897568903163,0.23862136749787274
32,12,20,2.5,10,0.22,2.2,0.6698904406453152,0.23863349757487975
32,12,10,2.5,14,0.15,2.2,0.6698919126620222,0.23860932533551113
32,12,25,3.0,10,0.15,2.6,0.6698921662139662,0.23862339396979088
32,16,15,2.5,14,0.15,2.2,0.6698933562955119,0.23861712373903288
40,12,20,3.0,6,0.18,1.8,0.6698935240077311,0.2386073765565266
40,20,20,3.0,10,0.15,1.8,0.6698960251837682,0.23863655199137992
40,12,20,1.5,10,0.18,1.8,0.6698964305068612,0.2386276909966319
32,16,20,2.5,14,0.18,2.2,0.6698976107466652,0.23864130623603808
