k_max,k_min,k_tau,form_alpha,form_win,margin_a,margin_b,log_loss,brier
40,20,15,3.0,14,0.18,2.2,0.6672109704241812,0.2374818207652208
40,16,20,2.5,14,0.22,2.6,0.6672142651234837,0.23748973621357
40,16,15,2.5,14,0.15,2.2,0.6672213454520307,0.23742008826403016
40,16,10,3.0,10,0.22,1.8,0.6672258015140615,0.2374310880819457
40,12,15,2.5,10,0.18,2.2,0.6672262177558408,0.23740392959783854
36,12,10,3.0,14,0.22,2.6,0.6672341772818594,0.23740533723679444
40,20,10,3.0,14,0.15,1.8,0.667236288002584,0.2374387979506858
40,20,15,3.0,14,0.22,1.8,0.6672386829801475,0.23750941252701083
40,12,15,2.0,14,0.18,2.6,0.667243756872754,0.23741003552339204
40,16,10,2.5,14,0.18,1.8,0.6672543688272058,0.23742560343000835
40,20,15,3.0,14,0.15,2.6,0.6672624536852055,0.23749055506147881
40,16,10,2.5,14,0.15,2.2,0.6672717306143453,0.2374294787977377
40,16,15,3.0,10,0.22,1.8,0.6672911602961964,0.23748207815928696
36,12,25,3.0,14,0.22,2.6,0.6673071690083292,0.23751479254750055
40,12,10,2.5,10,0.22,2.2,0.6673080988152685,0.23743265241584752
36,16,15,3.0,14,0.22,2.6,0.6673132988003427,0.2374976086758878
40,16,25,3.0,14,0.22,2.2,0.6673143736831947,0.23758193728630933
40,16,10,3.0,10,0.18,2.2,0.667320820291688,0.23746880206139048
36,16,15,3.0,14,0.18,2.6,0.6673228897313127,0.2374825092091461
40,12,25,2.5,14,0.22,1.8,0.6673250817594061,0.23751827082837831
40,12,15,2.0,14,0.22,1.8,0.667327496704179,0.23745116112063797
40,12,20,3.0,10,0.18,1.8,0.6673330212157971,0.23747711158720883
40,12,20,2.0,14,0.22,2.6,0.6673344497929,0.23749154002952325
40,12,25,2.5,14,0.18,2.2,0.6673376962798226,0.23751131894675617
40,12,20,2.5,10,0.22,2.2,0.6673434071825228,0.2374976931799867
40,16,25,3.0,14,0.18,2.6,0.6673449544815002,0.2375734275441152
36,12,25,3.0,14,0.18,2.6,0.6673553666776331,0.23751309732649692
40,12,15,2.0,14,0.18,2.2,0.6673561102914763,0.23745885179986273
40,12,25,3.0,10,0.22,2.2,0.667365852433312,0.2375543136894843
36,12,15,3.0,10,0.22,2.6,0.6673663569786842,0.23748144855653594
40,16,20,2.5,14,0.22,2.2,0.6673678556884709,0.2375516443144867
36,16,15,3.0,14,0.22,2.2,0.6673700873433736,0.23751713592507723
40,12,15,2.5,10,0.15,2.6,0.6673705906393819,0.23746456340781422
40,16,20,3.0,10,0.22,2.6,0.6673806478552462,0.23757572848744318
40,16,15,3.0,10,0.18,2.2,0.6673853596693463,0.23751423843476357
40,20,15,3.0,14,0.18,1.8,0.6673864200619724,0.23754658363556724
36,12,25,3.0,14,0.22,2.2,0.6673870442016675,0.23754335425639841
40,16,15,2.5,14,0.15,1.8,0.6673898440689658,0.23748804825865877
36,16,15,3.0,14,0.18,2.2,0.6673941304188047,0.2375082866112443
40,20,15,3.0,14,0.15,2.2,0.6674005517276009,0.237542437396605
40,16,10,2.5,14,0.15,1.8,0.6674029329614136,0.23748467425329353
36,16,15,3.0,14,0.15,2.6,0.6674049358167041,0.2375034667615239
40,12,25,2.5,14,0.15,2.6,0.6674093901295464,0.23753129727372316
40,12,20,3.0,10,0.15,2.2,0.6674094164702303,0.23750387860485372
40,16,20,2.5,14,0.18,2.6,0.6674192094932141,0.23755889535731228
40,12,15,2.0,14,0.15,2.6,0.6674289653907642,0.23748739454996817
36,16,15,3.0,14,0.22,1.8,0.6674394110306081,0.23753924995639572
36,12,25,3.0,14,0.18,2.2,0.6674523717696157,0.2375491334821234
40,12,10,2.5,10,0.18,2.6,0.667459384314775,0.23750207638959556
40,16,10,3.0,10,0.15,2.6,0.6674655157369322,0.23752960303299236
40,16,15,2.5,10,0.22,2.6,0.6674718973808798,0.2375645965433109
40,20,20,3.0,14,0.22,2.6,0.6674720942256067,0.2376712239655856
36,12,25,3.0,14,0.15,2.6,0.6674738962145892,0.2375468947720259
40,12,15,2.5,10,0.18,1.8,0.6674748443750428,0.23751214376001045
36,12,15,3.0,10,0.22,2.2,0.667478280311689,0.23752805720530643
40,12,20,2.0,14,0.22,2.2,0.6674831841614568,0.23755505196737997
40,12,10,2.5,10,0.22,1.8,0.6674868399561598,0.23751466159689044
36,12,25,3.0,14,0.22,1.8,0.6674893364143012,0.23757831110442323
36,16,10,3.0,14,0.18,2.6,0.6674934309277297,0.2375417594248195
36,16,15,3.0,14,0.15,2.2,0.6674949386278828,0.23753762989675614
40,16,25,3.0,14,0.18,2.2,0.6674984215685926,0.2376306336009156
36,16,15,3.0,14,0.18,1.8,0.6674988944775011,0.2375465623925152
40,12,15,2.0,14,0.18,1.8,0.6675141632348421,0.2375273888293758
40,16,25,3.0,14,0.22,1.8,0.667516571034694,0.23765633191999577
