MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,PreA,PreB,PostA,PostB,arena,elo_arena_updated,MatchType,SeasonID,Tier,Matchday,KBaseA,KBaseB,KEffA,KEffB,ExpA,ExpB,ActA,ActB,FormEmaA,FormEmaB
M0115,2025-12-11,SharkEdge,KnightMail,5,2,1010.19,1028.76,1025.39,1014.23,Xtreme,Xtreme,exhibition,,,,29.5585,29.5585,35.8593,34.2992,0.4733,0.5267,0.8971,0.1029,0.0711,0.0535
M0116,2025-12-11,ImpactDrake,TuskMammoth,4,1,1123.35,1077.71,1135.12,1065.31,Xtreme,Xtreme,exhibition,,,,24.5812,25.4485,35.4747,37.3876,0.5653,0.4347,0.8971,0.1029,0.1477,0.1564
M0117,2025-12-11,KnightMail,TuskMammoth,4,2,1014.23,1065.31,1026.47,1052.22,Xtreme,Xtreme,exhibition,,,,28.4261,24.5812,29.2936,31.3133,0.427,0.573,0.8449,0.1551,-0.0102,0.0913
M0118,2025-12-11,ImpactDrake,SharkEdge,6,3,1135.12,1025.39,1143.92,1015.99,Xtreme,Xtreme,exhibition,,,,23.7698,28.4261,36.054,38.4963,0.6529,0.3471,0.8971,0.1029,0.1723,0.1181
M0119,2025-12-27,CerberusFlame,WeissTiger,0,4,1062.19,1028.48,1042.42,1051.1,Xtreme,Xtreme,exhibition,,,,28.4261,32.0629,36.0598,41.2371,0.5484,0.4516,0.0,1.0,0.0895,0.0954
M0120,2025-12-27,CobaltDragoon,TuskMammoth,4,0,1035.29,1052.22,1052.86,1038.88,Xtreme,Xtreme,exhibition,,,,28.4261,23.7698,33.5147,25.4385,0.4756,0.5244,1.0,0.0,0.0597,0.0234
M0121,2025-12-27,DranDagger,ViperTail,0,4,1039.55,1021.27,1021.96,1039.7,Xtreme,Xtreme,exhibition,,,,27.3667,29.5585,33.4224,35.0218,0.5263,0.4737,0.0,1.0,0.0738,0.0616
M0122,2025-12-27,RhinoReaper,DranSword,2,4,1065.04,1040.26,1048.81,1054.92,Xtreme,Xtreme,exhibition,,,,28.4261,29.5585,42.6417,38.5343,0.5356,0.4644,0.1551,0.8449,0.1667,0.1012
M0123,2025-12-27,SamuraiSaber,HellsReaper,0,4,911.3,937.42,888.04,960.05,Xtreme,Xtreme,exhibition,,,,32.0629,33.446,50.29,48.9318,0.4625,0.5375,0.0,1.0,-0.1895,-0.1543
M0124,2025-12-27,HellsHammer,TyrannoBeat,1,4,918.59,950.57,899.99,966.66,Xtreme,Xtreme,exhibition,,,,33.446,32.0629,52.9471,45.8269,0.4541,0.5459,0.1029,0.8971,-0.1944,-0.1431
M0125,2025-12-27,DranBrave,WizardArrow,4,0,973.89,930.78,989.03,908.64,Xtreme,Xtreme,exhibition,,,,29.5585,33.446,34.5354,50.5322,0.5617,0.4383,1.0,0.0,-0.0561,-0.1703
M0126,2025-12-27,PegasusBlast,WizardRod,2,5,939.97,981.35,922.7,994.67,Xtreme,Xtreme,exhibition,,,,34.9245,29.5585,51.1251,39.4263,0.4407,0.5593,0.1029,0.8971,-0.1546,-0.1113
M0127,2025-12-27,LeonClaw,FoxBrush,1,5,1008.34,1095.6,993.86,1105.26,Xtreme,Xtreme,exhibition,,,,33.446,23.7698,38.409,25.6146,0.377,0.623,0.0,1.0,0.0495,0.0259
M0128,2025-12-27,UnicornSting,CrimsonGaruda,4,0,976.23,976.97,996.17,957.28,Xtreme,Xtreme,exhibition,,,,29.5585,33.446,39.7898,39.2942,0.4989,0.5011,1.0,0.0,-0.1154,-0.0583
M0129,2025-12-27,ImpactDrake,ScorpioSpear,0,4,1143.92,1009.13,1119.57,1032.63,Xtreme,Xtreme,exhibition,,,,23.0107,29.5585,35.5651,34.3172,0.6848,0.3152,0.0,1.0,0.1819,0.0537
M0130,2025-12-27,KnightMail,PhoenixRudder,5,0,1026.47,988.22,1043.58,969.48,Xtreme,Xtreme,exhibition,,,,27.3667,29.5585,31.2173,34.193,0.5548,0.4452,1.1029,-0.1029,0.0469,-0.0523
M0131,2025-12-27,BlackShell,LeonCrest,2,4,976.55,963.93,962.59,978.43,Xtreme,Xtreme,exhibition,,,,30.769,32.0629,38.4456,39.9423,0.5181,0.4819,0.1551,0.8449,-0.0832,-0.0819
M0132,2025-12-27,WhaleWave,WizardArc,5,2,976.98,972.98,992.33,957.69,Xtreme,Xtreme,exhibition,,,,32.0629,33.446,39.2333,39.0583,0.5058,0.4942,0.8971,0.1029,-0.0745,-0.0559
M0133,2025-12-27,SilverWolf,SharkEdge,2,4,1001.72,1015.99,991.66,1026.72,Xtreme,Xtreme,exhibition,,,,30.769,27.3667,31.0224,33.0954,0.4795,0.5205,0.1551,0.8449,-0.0027,0.0698
M0134,2025-12-27,DranBuster,PhoenixWing,6,0,991.28,995.33,1013.91,974.43,Xtreme,Xtreme,exhibition,,,,32.0629,28.4261,34.2331,31.6255,0.4942,0.5058,1.1551,-0.1551,-0.0226,-0.0375
M0135,2025-12-27,HellsChain,PerseusDark,2,6,993.3,982.85,976.06,1001.58,Xtreme,Xtreme,exhibition,,,,32.0629,32.0629,33.4604,36.3737,0.515,0.485,0.0,1.0,-0.0145,-0.0448
M0136,2025-12-27,GolemRock,WhaleWave,4,0,997.46,992.33,1013.1,976.61,Xtreme,Xtreme,exhibition,,,,30.769,30.769,31.7507,31.9161,0.5074,0.4926,1.0,0.0,-0.0106,-0.0124
M0137,2025-12-27,FoxBrush,DranBuster,6,0,1105.26,1013.91,1120.02,994.37,Xtreme,Xtreme,exhibition,,,,23.0107,30.769,28.0286,37.0986,0.6285,0.3715,1.1551,-0.1551,0.0727,0.0686
M0138,2025-12-27,CerberusFlame,GolemRock,0,5,1042.42,1013.1,1024.53,1035.39,Xtreme,Xtreme,exhibition,,,,27.3667,29.5585,27.7333,34.5657,0.5421,0.4579,-0.1029,1.1029,0.0045,0.0565
M0139,2025-12-27,DranDagger,PerseusDark,4,1,1021.96,1001.58,1031.84,989.25,Xtreme,Xtreme,exhibition,,,,26.3757,30.769,26.8698,33.5225,0.5293,0.4707,0.8971,0.1029,-0.0062,0.0298
M0140,2025-12-27,TuskMammoth,ScorpioSpear,4,3,1038.88,1032.63,1047.3,1019.85,Xtreme,Xtreme,exhibition,,,,23.0107,28.4261,26.437,40.1788,0.509,0.491,0.8271,0.1729,-0.0496,0.1378
M0141,2025-12-27,LeonClaw,LeonCrest,3,4,993.86,978.43,982.42,989.91,Xtreme,Xtreme,exhibition,,,,32.0629,30.769,32.7747,32.8542,0.5222,0.4778,0.1729,0.8271,-0.0074,-0.0226
M0142,2025-12-27,KnightMail,SharkEdge,0,4,1043.58,1026.72,1025.03,1044.85,Xtreme,Xtreme,exhibition,,,,26.3757,26.3757,35.3743,34.5829,0.5242,0.4758,0.0,1.0,0.1137,0.1037
M0143,2025-12-27,RhinoReaper,WhaleWave,3,5,1048.81,976.61,1033.13,992.87,Xtreme,Xtreme,exhibition,,,,27.3667,29.5585,35.0627,36.3381,0.6024,0.3976,0.1551,0.8449,0.0937,-0.0765
M0144,2025-12-27,ImpactDrake,PhoenixWing,3,6,1119.57,974.43,1103.67,996.59,Xtreme,Xtreme,exhibition,,,,22.3006,27.3667,26.7367,37.2713,0.6975,0.3025,0.1029,0.8971,0.0663,-0.1206
M0145,2025-12-27,SilverWolf,DranBrave,3,5,991.66,989.03,979.94,999.23,Xtreme,Xtreme,exhibition,,,,29.5585,28.4261,33.6046,29.2615,0.5038,0.4962,0.1551,0.8449,-0.0456,0.0098
M0146,2025-12-27,HellsChain,BlackShell,4,0,976.06,962.59,994.46,943.25,Xtreme,Xtreme,exhibition,,,,30.769,29.5585,38.2701,40.2421,0.5194,0.4806,1.0,0.0,-0.0813,-0.1205
M0147,2025-12-27,WhaleFlame,UnicornSting,0,4,982.53,996.17,963.69,1011.18,Xtreme,Xtreme,exhibition,,,,34.9245,28.4261,39.2184,31.2563,0.4804,0.5196,0.0,1.0,-0.041,-0.0332
M0148,2025-12-27,PhoenixRudder,WizardRod,0,4,969.48,994.67,951.61,1009.89,Xtreme,Xtreme,exhibition,,,,28.4261,28.4261,38.5207,32.8094,0.4638,0.5362,0.0,1.0,-0.1184,-0.0514
M0149,2025-12-27,WizardArc,HellsReaper,3,5,957.69,960.05,943.44,973.36,Xtreme,Xtreme,exhibition,,,,32.0629,32.0629,41.7448,38.9975,0.4966,0.5034,0.1551,0.8449,-0.1007,-0.0721
M0150,2025-12-27,TyrannoBeat,CrimsonGaruda,2,4,966.66,957.28,953.08,972.81,Xtreme,Xtreme,exhibition,,,,30.769,32.0629,37.8939,43.3479,0.5135,0.4865,0.1551,0.8449,-0.0772,-0.1173
M0151,2025-12-27,LeonClaw,WizardRod,4,2,982.42,1009.89,996.12,998.82,Xtreme,Xtreme,exhibition,,,,30.769,27.3667,35.6604,28.7866,0.4605,0.5395,0.8449,0.1551,-0.053,0.0173
M0152,2025-12-27,CerberusFlame,CrimsonGaruda,5,3,1024.53,972.81,1033.44,963.13,Xtreme,Xtreme,exhibition,,,,26.3757,30.769,32.8744,35.7437,0.5739,0.4261,0.8449,0.1551,-0.0821,-0.0539
M0153,2025-12-27,UnicornSting,DranBrave,1,4,1011.18,999.23,998.64,1012.44,Xtreme,Xtreme,exhibition,,,,27.3667,27.3667,30.2639,31.8806,0.5172,0.4828,0.1029,0.8971,0.0353,0.055
M0154,2025-12-27,HellsChain,HellsReaper,0,4,994.46,973.36,978.48,990.51,Xtreme,Xtreme,exhibition,,,,29.5585,30.769,30.1211,32.3333,0.5303,0.4697,0.0,1.0,-0.0063,-0.0169
M0155,2025-12-27,PhoenixWing,KnightMail,4,0,996.59,1025.03,1011.94,1010.09,Xtreme,Xtreme,exhibition,,,,26.3757,25.4485,28.3755,27.6368,0.4592,0.5408,1.0,0.0,-0.0253,0.0287
M0156,2025-12-27,DranBuster,ScorpioSpear,2,5,994.37,1019.85,983.37,1032.0,Xtreme,Xtreme,exhibition,,,,29.5585,27.3667,30.5148,33.6902,0.4634,0.5366,0.1029,0.8971,-0.0108,0.077
M0157,2025-12-27,PerseusDark,RhinoReaper,6,3,989.25,1033.13,1003.79,1020.21,Xtreme,Xtreme,exhibition,,,,29.5585,26.3757,31.6148,28.0846,0.4372,0.5628,0.8971,0.1029,-0.0232,0.0216
M0158,2025-12-27,PhoenixWing,ScorpioSpear,1,5,1011.94,1032.0,998.14,1048.7,Xtreme,Xtreme,exhibition,,,,25.4485,26.3757,29.2817,35.4609,0.4712,0.5288,0.0,1.0,0.0502,0.1148
M0159,2025-12-27,HellsReaper,PerseusDark,4,2,990.51,1003.79,1003.08,992.16,Xtreme,Xtreme,exhibition,,,,29.5585,28.4261,34.5262,31.9416,0.4809,0.5191,0.8449,0.1551,0.056,0.0412
M0160,2025-12-27,LeonCrest,WhaleWave,4,3,989.91,992.87,1000.5,983.26,Xtreme,Xtreme,exhibition,,,,29.5585,28.4261,31.9527,28.9904,0.4957,0.5043,0.8271,0.1729,0.027,-0.0066
M0161,2025-12-27,DranSword,CerberusFlame,5,0,1054.92,1033.44,1077.94,1017.35,Xtreme,Xtreme,exhibition,,,,28.4261,25.4485,40.2334,28.1242,0.5309,0.4691,1.1029,-0.1029,0.1385,-0.035
M0162,2025-12-27,DranDagger,LeonClaw,0,5,1031.84,996.12,1013.01,1015.76,Xtreme,Xtreme,exhibition,,,,25.4485,29.5585,28.7795,30.0303,0.5512,0.4488,-0.1029,1.1029,0.0436,0.0053
M0163,2025-12-27,FoxBrush,GolemRock,0,6,1120.02,1035.39,1095.84,1066.32,Xtreme,Xtreme,exhibition,,,,22.3006,28.4261,31.2126,39.9334,0.6194,0.3806,-0.1551,1.1551,0.1332,0.1349
M0164,2025-12-27,WeissTiger,DranBrave,4,2,1051.1,1012.44,1064.17,1002.45,Xtreme,Xtreme,exhibition,,,,30.769,26.3757,45.1481,34.5169,0.5554,0.4446,0.8449,0.1551,0.1558,0.1029
M0165,2025-12-27,TuskMammoth,SharkEdge,5,2,1047.3,1044.85,1056.09,1030.04,Xtreme,Xtreme,exhibition,,,,22.3006,25.4485,22.3405,37.6479,0.5035,0.4965,0.8971,0.1029,-0.0006,0.1598
M0166,2025-12-27,ViperTail,ScorpioSpear,5,0,1039.7,1048.7,1063.7,1025.4,Xtreme,Xtreme,exhibition,,,,28.4261,25.4485,38.9635,37.8419,0.4871,0.5129,1.1029,-0.1029,0.1236,0.1623
M0167,2025-12-27,CobaltDragoon,HellsReaper,1,5,1052.86,1003.08,1031.53,1024.04,Xtreme,Xtreme,exhibition,,,,27.3667,28.4261,37.3525,36.7052,0.5712,0.4288,0.0,1.0,0.1216,0.0971
M0168,2025-12-27,DranSword,LeonClaw,6,3,1077.94,1015.76,1091.35,1004.58,Xtreme,Xtreme,exhibition,,,,27.3667,28.4261,43.4802,36.257,0.5885,0.4115,0.8971,0.1029,0.1963,0.0918
M0169,2025-12-27,WeissTiger,TuskMammoth,0,4,1064.17,1056.09,1041.17,1068.88,Xtreme,Xtreme,exhibition,,,,29.5585,21.6363,44.9529,25.0091,0.5116,0.4884,0.0,1.0,0.1736,0.052
M0170,2025-12-27,ViperTail,LeonCrest,0,4,1063.7,1000.5,1038.39,1020.67,Xtreme,Xtreme,exhibition,,,,27.3667,28.4261,42.9003,34.1897,0.59,0.41,0.0,1.0,0.1892,0.0676
M0171,2025-12-27,HellsReaper,GolemRock,2,4,1024.04,1066.32,1012.52,1079.24,Xtreme,Xtreme,exhibition,,,,27.3667,27.3667,40.5268,45.4467,0.4395,0.5605,0.1551,0.8449,0.1603,0.2202
M0172,2025-12-27,LeonCrest,DranSword,5,1,1020.67,1091.35,1043.86,1065.48,Xtreme,Xtreme,exhibition,,,,27.3667,26.3757,38.6338,43.0905,0.3997,0.6003,1.0,0.0,0.1372,0.2112
M0173,2025-12-27,GolemRock,TuskMammoth,3,6,1079.24,1068.88,1060.92,1080.48,Xtreme,Xtreme,exhibition,,,,26.3757,21.0148,44.4775,28.1546,0.5149,0.4851,0.1029,0.8971,0.2288,0.1132
M0174,2025-12-27,DranSword,GolemRock,4,0,1065.48,1060.92,1081.92,1042.96,Xtreme,Xtreme,exhibition,,,,25.4485,25.4485,33.3144,36.3913,0.5066,0.4934,1.0,0.0,0.103,0.1433
M0175,2025-12-27,LeonCrest,TuskMammoth,8,2,1043.86,1080.48,1073.67,1059.38,Xtreme,Xtreme,exhibition,,,,26.3757,20.4334,42.1206,29.8175,0.4475,0.5525,1.1551,-0.1551,0.199,0.1531
M0176,2026-01-04,SolEclipse,CobaltDrake,5,2,1000,1000,1015.88,984.12,Xtreme,Xtreme,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,0.8971,0.1029,,
M0177,2026-01-04,SharkScale,SolEclipse,4,2,1000,1015.88,1014.71,999.61,Xtreme,Xtreme,exhibition,,,,40.0,38.1942,40.0,44.261,0.4772,0.5228,0.8449,0.1551,,0.0529
M0178,2026-01-04,FoxBrush,CobaltDrake,4,3,1095.84,984.12,1099.69,976.52,Xtreme,Xtreme,exhibition,,,,21.6363,38.1942,22.4267,44.261,0.6555,0.3445,0.8271,0.1729,0.0122,-0.0529
M0179,2026-01-04,HellsChain,WeissTiger,5,0,978.48,1041.17,1002.66,1016.64,Xtreme,Xtreme,exhibition,,,,28.4261,28.4261,34.925,35.4394,0.4108,0.5892,1.1029,-0.1029,-0.0762,0.0822
M0180,2026-01-04,HellsReaper,LeonCrest,6,1,1012.52,1073.67,1036.23,1042.06,Xtreme,Xtreme,exhibition,,,,26.3757,25.4485,34.3682,45.8176,0.4129,0.5871,1.1029,-0.1029,0.101,0.2668
M0181,2026-01-04,DranBrave,DranBuster,4,3,1002.45,983.37,1011.23,973.38,Xtreme,Xtreme,exhibition,,,,25.4485,28.4261,29.3095,33.3222,0.5274,0.4726,0.8271,0.1729,0.0506,-0.0574
M0182,2026-01-04,GolemRock,WizardRod,5,3,1042.96,998.82,1051.1,990.59,Xtreme,Xtreme,exhibition,,,,24.5812,26.3757,28.8901,29.2446,0.5632,0.4368,0.8449,0.1551,0.0584,-0.0363
M0183,2026-01-04,SharkEdge,PerseusDark,0,4,1030.04,992.16,1012.89,1007.92,Xtreme,Xtreme,exhibition,,,,24.5812,27.3667,30.9237,28.418,0.5543,0.4457,0.0,1.0,0.086,-0.0128
M0184,2026-01-04,SharkScale,LeonClaw,5,0,1014.71,1004.58,1040.49,986.62,Xtreme,Xtreme,exhibition,,,,38.1942,27.3667,43.8123,30.5227,0.5146,0.4854,1.1029,-0.1029,0.049,0.0384
M0185,2026-01-04,TuskMammoth,SamuraiSaber,4,2,1059.38,888.04,1061.97,882.03,Xtreme,Xtreme,exhibition,,,,19.8895,30.769,22.1763,51.6204,0.7284,0.2716,0.8449,0.1551,0.0383,-0.2259
M0186,2026-01-04,CerberusFlame,RhinoReaper,4,0,1017.35,1020.21,1033.71,1005.74,Xtreme,Xtreme,exhibition,,,,24.5812,25.4485,32.4455,28.7011,0.4959,0.5041,1.0,0.0,-0.1066,-0.0426
M0187,2026-01-04,CobaltDragoon,KnightMail,4,0,1031.53,1010.09,1044.99,996.92,Xtreme,Xtreme,exhibition,,,,26.3757,24.5812,28.6907,28.0671,0.5308,0.4692,1.0,0.0,0.0293,-0.0473
M0188,2026-01-04,DranSword,ImpactDrake,0,5,1081.92,1103.67,1061.33,1116.85,Xtreme,Xtreme,exhibition,,,,24.5812,21.6363,36.0176,23.0523,0.4687,0.5313,-0.1029,1.1029,0.1551,-0.0218
M0189,2026-01-04,WhaleWave,TyrannoBeat,5,0,983.26,953.08,1000.87,930.85,Xtreme,Xtreme,exhibition,,,,27.3667,29.5585,31.4652,39.7279,0.5433,0.4567,1.1029,-0.1029,-0.0499,-0.1147
M0190,2026-01-04,WizardArc,ViperTail,3,5,943.44,1038.39,934.34,1045.4,Xtreme,Xtreme,exhibition,,,,30.769,26.3757,43.0244,33.1263,0.3667,0.6333,0.1551,0.8449,-0.1328,0.0853
M0191,2026-01-04,BlackShell,SolEclipse,0,6,943.25,999.61,918.65,1020.79,Xtreme,Xtreme,exhibition,,,,28.4261,36.5049,42.7954,36.8492,0.4196,0.5804,-0.1551,1.1551,-0.1685,-0.0031
M0192,2026-01-04,UnicornSting,WhaleFlame,4,2,998.64,963.69,1006.99,950.88,Xtreme,Xtreme,exhibition,,,,26.3757,33.446,28.3266,43.4366,0.5501,0.4499,0.8449,0.1551,-0.0247,-0.0996
M0193,2026-01-04,CrimsonGaruda,WizardArrow,4,0,963.13,908.64,978.71,886.73,Xtreme,Xtreme,exhibition,,,,29.5585,32.0629,36.9045,51.8796,0.5778,0.4222,1.0,0.0,-0.0828,-0.206
M0194,2026-01-04,FoxBrush,HellsChain,0,4,1099.69,1002.66,1084.98,1021.43,Xtreme,Xtreme,exhibition,,,,21.0148,27.3667,23.1233,29.521,0.6361,0.3639,0.0,1.0,0.0334,0.0262
M0195,2026-01-04,HellsReaper,DranBrave,0,4,1036.23,1011.23,1015.25,1027.72,Xtreme,Xtreme,exhibition,,,,25.4485,24.5812,39.1557,30.7603,0.5359,0.4641,0.0,1.0,0.1795,0.0838
M0196,2026-01-04,GolemRock,PerseusDark,4,0,1051.1,1007.92,1064.27,994.18,Xtreme,Xtreme,exhibition,,,,23.7698,26.3757,30.0593,31.3454,0.5618,0.4382,1.0,0.0,0.0882,0.0628
M0197,2026-01-04,SharkScale,TuskMammoth,2,5,1040.49,1061.97,1022.27,1070.1,Xtreme,Xtreme,exhibition,,,,36.5049,19.3807,49.7492,22.2152,0.4691,0.5309,0.1029,0.8971,0.1209,0.0488
M0198,2026-01-04,CerberusFlame,CobaltDragoon,4,2,1033.71,1044.99,1042.94,1033.37,Xtreme,Xtreme,exhibition,,,,23.7698,25.4485,25.5675,32.1604,0.4838,0.5162,0.8449,0.1551,-0.0252,0.0879
M0199,2026-01-04,ImpactDrake,WhaleWave,4,1,1116.85,1000.87,1122.66,994.05,Xtreme,Xtreme,exhibition,,,,21.0148,26.3757,24.6281,28.856,0.661,0.339,0.8971,0.1029,0.0573,0.0313
M0200,2026-01-04,ViperTail,SolEclipse,2,5,1045.4,1020.79,1031.02,1039.24,Xtreme,Xtreme,exhibition,,,,25.4485,34.9245,33.2469,42.6675,0.5354,0.4646,0.1029,0.8971,0.1021,0.0739
M0201,2026-01-04,UnicornSting,CrimsonGaruda,0,4,1006.99,978.71,992.49,994.79,Xtreme,Xtreme,exhibition,,,,25.4485,28.4261,26.8176,29.7479,0.5406,0.4594,0.0,1.0,0.0179,-0.0155
M0202,2026-01-04,HellsChain,DranBrave,1,4,1021.43,1027.72,1007.9,1040.93,Xtreme,Xtreme,exhibition,,,,26.3757,23.7698,34.8864,34.0437,0.491,0.509,0.1029,0.8971,0.1076,0.1441
M0203,2026-01-04,GolemRock,TuskMammoth,4,0,1064.27,1070.1,1080.7,1057.87,Xtreme,Xtreme,exhibition,,,,23.0107,18.9047,32.3206,24.0703,0.4916,0.5084,1.0,0.0,0.1349,0.0911
M0204,2026-01-04,CerberusFlame,ImpactDrake,4,2,1042.94,1122.66,1054.3,1111.04,Xtreme,Xtreme,exhibition,,,,23.0107,20.4334,24.8263,25.4082,0.3872,0.6128,0.8449,0.1551,0.0263,0.0812
M0205,2026-01-04,SolEclipse,CrimsonGaruda,3,4,1039.24,994.79,1021.4,1007.36,Xtreme,Xtreme,exhibition,,,,33.446,27.3667,45.6582,32.1818,0.5636,0.4364,0.1729,0.8271,0.1217,0.0586
M0206,2026-01-04,HellsChain,TuskMammoth,3,4,1007.9,1057.87,1000.58,1062.74,Xtreme,Xtreme,exhibition,,,,25.4485,18.4594,28.615,19.0769,0.4286,0.5714,0.1729,0.8271,0.0415,0.0112
M0207,2026-01-04,ImpactDrake,SolEclipse,6,3,1111.04,1021.4,1116.57,1011.32,Xtreme,Xtreme,exhibition,,,,19.8895,32.0629,20.4453,37.1975,0.6262,0.3738,0.8971,0.1029,0.0093,0.0534
M0208,2026-01-04,TuskMammoth,ImpactDrake,5,3,1062.74,1116.57,1071.35,1107.32,Xtreme,Xtreme,exhibition,,,,18.0428,19.3807,20.4115,21.95,0.4231,0.5769,0.8449,0.1551,0.0438,0.0442
M0209,2026-01-04,DranBrave,GolemRock,0,4,1040.93,1080.7,1025.33,1096.06,Xtreme,Xtreme,exhibition,,,,23.0107,22.3006,35.2023,34.6552,0.443,0.557,0.0,1.0,0.1766,0.1847
M0210,2026-01-04,CerberusFlame,CrimsonGaruda,0,4,1054.3,1007.36,1038.48,1026.94,Xtreme,Xtreme,exhibition,,,,22.3006,26.3757,27.9078,34.5203,0.5671,0.4329,0.0,1.0,0.0838,0.1029
M0211,2026-01-04,DranBrave,CerberusFlame,5,1,1025.33,1038.48,1040.17,1027.15,Xtreme,Xtreme,exhibition,,,,22.3006,21.6363,28.5888,21.8298,0.4811,0.5189,1.0,0.0,0.094,-0.003
M0212,2026-01-04,GolemRock,CrimsonGaruda,7,0,1096.06,1026.94,1116.66,1005.09,Xtreme,Xtreme,exhibition,,,,21.6363,25.4485,35.8586,38.0323,0.5982,0.4018,1.1729,-0.1729,0.2191,0.1648
M0213,2026-01-04,SharkScale,SharkEdge,4,0,1022.27,1012.89,1042.11,1001.31,Xtreme,Xtreme,exhibition,,,,34.9245,23.7698,40.7899,23.8151,0.5135,0.4865,1.0,0.0,0.056,0.0006
M0214,2026-01-04,CobaltDrake,CobaltDragoon,2,4,976.52,1033.37,964.9,1040.4,Xtreme,Xtreme,exhibition,,,,36.5049,24.5812,44.037,26.6493,0.4189,0.5811,0.1551,0.8449,-0.0688,0.028
M0215,2026-01-04,SharkScale,CobaltDragoon,3,5,1042.11,1040.4,1026.54,1050.13,Xtreme,Xtreme,exhibition,,,,33.446,23.7698,44.823,28.0111,0.5025,0.4975,0.1551,0.8449,0.1134,0.0595
M0216,2026-01-04,PhoenixWing,CobaltDrake,5,0,998.14,964.9,1012.58,940.0,Xtreme,Xtreme,exhibition,,,,24.5812,34.9245,26.0051,44.8548,0.5477,0.4523,1.1029,-0.1029,-0.0193,-0.0948
M0217,2026-01-04,CobaltDrake,PegasusBlast,4,3,940.0,922.7,954.84,907.16,Xtreme,Xtreme,exhibition,,,,33.446,33.446,49.1158,51.4117,0.5249,0.4751,0.8271,0.1729,-0.1562,-0.1791
M0218,2026-01-04,PegasusBlast,SamuraiSaber,4,2,907.16,882.03,922.86,867.11,Xtreme,Xtreme,exhibition,,,,32.0629,29.5585,50.8659,48.2966,0.5361,0.4639,0.8449,0.1551,-0.1955,-0.2113
M0219,2026-01-04,GolemRock,PhoenixWing,0,5,1116.66,1012.58,1088.36,1033.43,Xtreme,Xtreme,exhibition,,,,21.0148,23.7698,37.8176,27.8553,0.6455,0.3545,-0.1029,1.1029,0.2665,0.0573
M0220,2026-01-04,GolemRock,DranBuster,5,3,1088.36,973.38,1093.64,966.95,Xtreme,Xtreme,exhibition,,,,20.4334,27.3667,28.4763,34.7329,0.6597,0.3403,0.8449,0.1551,0.1312,-0.0897
M0221,2026-01-04,GolemRock,DranSword,5,0,1093.64,1061.33,1109.3,1045.8,Xtreme,Xtreme,exhibition,,,,19.8895,23.7698,28.148,27.919,0.5464,0.4536,1.1029,-0.1029,0.1384,0.0582
M0222,2026-01-04,SolEclipse,ScorpioSpear,0,5,1011.32,1025.4,992.85,1042.24,Xtreme,Xtreme,exhibition,,,,30.769,24.5812,31.7054,28.9007,0.4798,0.5202,-0.1029,1.1029,0.0101,0.0586
M0223,2026-01-04,SilverWolf,SolEclipse,2,4,979.94,992.85,968.27,1004.49,Xtreme,Xtreme,exhibition,,,,28.4261,29.5585,35.763,35.6677,0.4814,0.5186,0.1551,0.8449,-0.086,-0.0689
M0224,2026-01-04,DranSword,TyrannoBeat,4,2,1045.8,930.85,1050.36,922.83,Xtreme,Xtreme,exhibition,,,,23.0107,28.4261,24.6522,43.2645,0.6596,0.3404,0.8449,0.1551,-0.0238,-0.174
M0225,2026-01-30,DranDagger,ValkyrieVolt,0,5,1000,1000,975.88,1024.12,Drop Attack,Drop Attack,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,-0.1029,1.1029,,
M0226,2026-01-30,DranBrave,PegasusBlast,2,4,1000,1000,986.2,1013.8,Drop Attack,Drop Attack,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,0.1551,0.8449,,
M0227,2026-01-30,ImpactDrake,TuskMammoth,0,4,1000,1000,980.0,1020.0,Drop Attack,Drop Attack,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,0.0,1.0,,
M0228,2026-01-30,DranSword,SamuraiSaber,0,5,1000,1000,975.88,1024.12,Drop Attack,Drop Attack,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,-0.1029,1.1029,,
M0229,2026-01-30,PhoenixWing,CobaltDragoon,4,1,1000,1000,1015.88,984.12,Drop Attack,Drop Attack,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,0.8971,0.1029,,
M0230,2026-01-30,CobaltDrake,DranBuster,5,0,1000,1000,1024.12,975.88,Drop Attack,Drop Attack,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,1.1029,-0.1029,,
M0231,2026-01-30,TyrannoBeat,FoxBrush,4,0,1000,1000,1020.0,980.0,Drop Attack,Drop Attack,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,1.0,0.0,,
M0232,2026-01-30,SharkEdge,SharkScale,0,4,1000,1000,980.0,1020.0,Drop Attack,Drop Attack,exhibition,,,,40.0,40.0,40.0,40.0,0.5,0.5,0.0,1.0,,
M0233,2026-01-30,ValkyrieVolt,PegasusBlast,4,0,1024.12,1013.8,1047.11,992.71,Drop Attack,Drop Attack,exhibition,,,,38.1942,38.1942,47.4051,43.4633,0.5148,0.4852,1.0,0.0,0.0804,0.046
