MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,MatchType,SeasonID,Tier,Matchday,arena
M0001,2026-05-22,WhaleWave,TyrannoRoar,2,4,qualification,S3,,,Xtreme
M0002,2026-05-22,GhostCircle,PegasusBlast,4,0,qualification,S3,,,Xtreme
M0003,2026-05-22,CrimsonGaruda,SamuraiSaber,3,4,qualification,S3,,,Xtreme
M0004,2026-05-22,GhostCircle,TyrannoRoar,3,4,qualification,S3,,,Xtreme
M0005,2026-05-22,SamuraiSaber,PegasusBlast,4,2,qualification,S3,,,Xtreme
M0006,2026-05-22,WhaleWave,CrimsonGaruda,2,4,qualification,S3,,,Xtreme
M0007,2026-05-22,WolfHunt,SolEclipse,5,3,qualification,S3,,,Xtreme
M0008,2026-05-22,PhoenixFlare,WhaleFlame,4,0,qualification,S3,,,Xtreme
M0009,2026-05-22,UnicornSting,TyrannoBeat,4,0,qualification,S3,,,Xtreme
M0010,2026-05-22,WolfHunt,PhoenixFlare,2,6,qualification,S3,,,Xtreme
M0011,2026-05-22,UnicornSting,SolEclipse,4,0,qualification,S3,,,Xtreme
M0012,2026-05-22,WhaleFlame,TyrannoBeat,4,2,qualification,S3,,,Xtreme
M0013,2026-05-22,ShelterDrake,EmperorMight,4,0,qualification,S3,,,Xtreme
M0014,2026-05-22,MeteorDragoon,DranBuster,5,0,qualification,S3,,,Xtreme
M0015,2026-05-22,ClockMirage,WizardArrow,5,2,qualification,S3,,,Xtreme
M0016,2026-05-22,ShelterDrake,MeteorDragoon,4,2,qualification,S3,,,Xtreme
M0017,2026-05-22,ClockMirage,EmperorMight,4,0,qualification,S3,,,Xtreme
M0018,2026-05-22,DranBuster,WizardArrow,5,2,qualification,S3,,,Xtreme
M0019,2026-05-22,SamuraiCalibur,DranDagger,1,5,qualification,S3,,,Xtreme
M0020,2026-05-22,SamuraiSteel,WizardRod,5,0,qualification,S3,,,Xtreme
M0021,2026-05-22,CobaltDrake,BlackShell,3,4,qualification,S3,,,Xtreme
M0022,2026-05-22,SamuraiSteel,DranDagger,4,3,qualification,S3,,,Xtreme
M0023,2026-05-22,BlackShell,WizardRod,4,0,qualification,S3,,,Xtreme
M0024,2026-05-22,SamuraiCalibur,CobaltDrake,0,4,qualification,S3,,,Xtreme
M0025,2026-05-22,WhaleWave,EmperorMight,0,4,qualification,S3,,,DropAttack
M0026,2026-05-22,TyrannoBeat,SamuraiCalibur,4,0,qualification,S3,,,DropAttack
M0027,2026-05-22,WizardRod,WizardArrow,4,2,qualification,S3,,,DropAttack
M0028,2026-05-22,PegasusBlast,SolEclipse,4,2,qualification,S3,,,DropAttack
M0029,2026-05-22,EmperorMight,TyrannoBeat,0,4,qualification,S3,,,DropAttack
M0030,2026-05-22,WizardRod,PegasusBlast,4,2,qualification,S3,,,DropAttack
M0031,2026-05-22,EmperorMight,PegasusBlast,2,4,qualification,S3,,,DropAttack
M0032,2026-05-22,TyrannoBeat,WizardRod,8,2,qualification,S3,,,DropAttack
M0033,2026-05-22,TyrannoRoar,DranDagger,1,5,qualification,S3,,,Xtreme
M0034,2026-05-22,WhaleFlame,ShelterDrake,0,4,qualification,S3,,,Xtreme
M0035,2026-05-22,GhostCircle,BlackShell,0,4,qualification,S3,,,Xtreme
M0036,2026-05-22,UnicornSting,MeteorDragoon,0,5,qualification,S3,,,Xtreme
M0037,2026-05-22,DranDagger,ShelterDrake,4,2,qualification,S3,,,Xtreme
M0038,2026-05-22,BlackShell,MeteorDragoon,2,5,qualification,S3,,,Xtreme
M0039,2026-05-22,DranDagger,MeteorDragoon,8,4,qualification,S3,,,Xtreme
M0040,2026-05-22,SamuraiSaber,CobaltDrake,2,4,qualification,S3,,,Xtreme
M0041,2026-05-22,WolfHunt,ClockMirage,2,4,qualification,S3,,,Xtreme
M0042,2026-05-22,CrimsonGaruda,SamuraiSteel,4,0,qualification,S3,,,Xtreme
M0043,2026-05-22,PhoenixFlare,DranBuster,1,5,qualification,S3,,,Xtreme
M0044,2026-05-22,CobaltDrake,ClockMirage,4,0,qualification,S3,,,Xtreme
M0045,2026-05-22,CrimsonGaruda,DranBuster,0,4,qualification,S3,,,Xtreme
M0046,2026-05-22,CobaltDrake,DranBuster,3,8,qualification,S3,,,Xtreme
