MatchID,round_number,winner,finish_type,points_awarded,notes
M0001,1,SilverWolf,spin,1,
M0001,2,SilverWolf,spin,1,
M0001,3,SilverWolf,spin,1,
M0001,4,SilverWolf,spin,1,
M0002,1,LeonClaw,extreme,3,
M0002,2,LeonClaw,pocket,2,
M0003,1,SharkEdge,extreme,3,
M0003,2,UnicornSting,pocket,2,
M0003,3,UnicornSting,burst,2,
M0004,1,CrimsonGaruda,burst,2,
M0004,2,CrimsonGaruda,burst,2,
M0005,1,HellsChain,spin,1,
M0005,2,HellsChain,spin,1,
M0005,3,RhinoReaper,pocket,2,
M0005,4,RhinoReaper,spin,1,
M0005,5,HellsChain,burst,2,
M0006,1,UnicornSting,extreme,3,
M0006,2,WhaleWave,extreme,3,
M0006,3,WhaleWave,burst,2,
M0007,1,RhinoReaper,pocket,2,
M0007,2,CrimsonGaruda,burst,2,
M0007,3,CrimsonGaruda,extreme,3,
M0008,1,HellsChain,spin,1,
M0008,2,HellsChain,extreme,3,
M0009,1,SilverWolf,spin,1,
M0009,2,SilverWolf,burst,2,
M0009,3,SharkEdge,burst,2,
M0009,4,SilverWolf,spin,1,
M0010,1,ValkyrieVolt,burst,2,
M0010,2,ValkyrieVolt,burst,2,
M0011,1,WeissTiger,pocket,2,
M0011,2,WeissTiger,spin,1,
M0011,3,WeissTiger,spin,1,
M0012,1,KnightMail,burst,2,
M0012,2,KnightMail,spin,1,
M0012,3,KnightMail,spin,1,
M0013,1,PhoenixWing,pocket,2,
M0013,2,SolEclipse,spin,1,
M0013,3,SolEclipse,pocket,2,
M0013,4,PhoenixWing,pocket,2,
M0014,1,DranDagger,burst,2,
M0014,2,HellsReaper,spin,1,
M0014,3,HellsReaper,pocket,2,
M0014,4,HellsReaper,pocket,2,
M0015,1,SharkScale,spin,1,
M0015,2,SharkScale,spin,1,
M0015,3,SharkScale,burst,2,
M0016,1,SolEclipse,spin,1,
M0016,2,DranDagger,pocket,2,
M0016,3,SolEclipse,pocket,2,
M0016,4,DranDagger,stadium_exit,2,
M0017,1,HellsReaper,spin,1,
M0017,2,SharkScale,extreme,3,
M0017,3,SharkScale,pocket,2,
M0018,1,WyvernHover,pocket,2,
M0018,2,DranBrave,extreme,3,
M0018,3,DranBrave,spin,1,
M0019,1,PhoenixWing,pocket,2,
M0019,2,PerseusDark,pocket,2,
M0019,3,PerseusDark,pocket,2,
M0020,1,WeissTiger,spin,1,
M0020,2,KnightMail,pocket,2,
M0020,3,WeissTiger,extreme,3,
M0021,1,ImpactDrake,pocket,2,
M0021,2,ScorpioSpear,spin,1,
M0021,3,ImpactDrake,pocket,2,
M0022,1,ViperTail,pocket,2,
M0022,2,ViperTail,spin,1,
M0022,3,ViperTail,extreme,3,
M0023,1,FoxBrush,pocket,2,
M0023,2,FoxBrush,extreme,3,
M0024,1,TuskMammoth,extreme,3,
M0024,2,TuskMammoth,burst,2,
M0025,1,DranSword,pocket,2,
M0025,2,GolemRock,burst,2,
M0025,3,DranSword,burst,2,
M0026,1,CerberusFlame,pocket,2,
M0026,2,TuskMammoth,spin,1,
M0026,3,TuskMammoth,burst,2,
M0026,4,CerberusFlame,pocket,2,
M0027,1,CobaltDragoon,burst,2,
M0027,2,CobaltDragoon,spin,1,
M0027,3,GolemRock,burst,2,
M0027,4,GolemRock,pocket,2,
M0028,1,ViperTail,burst,2,
M0028,2,DranSword,spin,1,
M0028,3,ViperTail,burst,2,
M0029,1,FoxBrush,pocket,2,
M0029,2,ScorpioSpear,spin,1,
M0029,3,ScorpioSpear,pocket,2,
M0029,4,FoxBrush,burst,2,
M0030,1,LeonCrest,spin,1,
M0030,2,ImpactDrake,spin,1,
M0030,3,LeonCrest,spin,1,
M0030,4,ImpactDrake,burst,2,
M0030,5,LeonCrest,pocket,2,
