MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,MatchType,SeasonID,Tier,Matchday,arena
M0001,2026-03-01,ValkyrieVolt,SilverWolf,0,4,season,S1,3,8,Xtreme
M0002,2026-03-01,WizardRod,LeonClaw,0,5,season,S1,3,8,Xtreme
M0003,2026-03-01,SharkEdge,UnicornSting,3,4,season,S1,3,8,Xtreme
M0004,2026-03-01,WhaleWave,CrimsonGaruda,0,4,season,S1,3,8,Xtreme
M0005,2026-03-01,RhinoReaper,HellsChain,3,4,season,S1,3,8,Xtreme
M0006,2026-03-01,UnicornSting,WhaleWave,3,5,season,S1,3,9,Xtreme
M0007,2026-03-01,CrimsonGaruda,RhinoReaper,5,2,season,S1,3,9,Xtreme
M0008,2026-03-01,LeonClaw,HellsChain,0,4,season,S1,3,9,Xtreme
M0009,2026-03-01,SilverWolf,SharkEdge,4,2,season,S1,3,9,Xtreme
M0010,2026-03-01,WizardRod,ValkyrieVolt,0,4,season,S1,3,9,Xtreme
M0011,2026-03-01,WeissTiger,PerseusDark,4,0,season,S1,2,8,Xtreme
M0012,2026-03-01,KnightMail,WyvernHover,4,0,season,S1,2,8,Xtreme
M0013,2026-03-01,PhoenixWing,SolEclipse,4,3,season,S1,2,8,Xtreme
M0014,2026-03-01,DranDagger,HellsReaper,2,5,season,S1,2,8,Xtreme
M0015,2026-03-01,SharkScale,DranBrave,4,0,season,S1,2,8,Xtreme
M0016,2026-03-01,SolEclipse,DranDagger,3,4,season,S1,2,9,Xtreme
M0017,2026-03-01,HellsReaper,SharkScale,1,5,season,S1,2,9,Xtreme
M0018,2026-03-01,WyvernHover,DranBrave,2,4,season,S1,2,9,Xtreme
M0019,2026-03-01,PerseusDark,PhoenixWing,4,2,season,S1,2,9,Xtreme
M0020,2026-03-01,KnightMail,WeissTiger,2,4,season,S1,2,9,Xtreme
M0021,2026-03-01,ImpactDrake,ScorpioSpear,4,1,season,S1,1,8,Xtreme
M0022,2026-03-01,LeonCrest,ViperTail,0,6,season,S1,1,8,Xtreme
M0023,2026-03-01,FoxBrush,CerberusFlame,5,0,season,S1,1,8,Xtreme
M0024,2026-03-01,TuskMammoth,CobaltDragoon,5,0,season,S1,1,8,Xtreme
M0025,2026-03-01,GolemRock,DranSword,2,4,season,S1,1,8,Xtreme
M0026,2026-03-01,CerberusFlame,TuskMammoth,4,3,season,S1,1,9,Xtreme
M0027,2026-03-01,CobaltDragoon,GolemRock,3,4,season,S1,1,9,Xtreme
M0028,2026-03-01,ViperTail,DranSword,4,1,season,S1,1,9,Xtreme
M0029,2026-03-01,ScorpioSpear,FoxBrush,3,4,season,S1,1,9,Xtreme
M0030,2026-03-01,LeonCrest,ImpactDrake,4,3,season,S1,1,9,Xtreme
