Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1121,6,6,0,100.0%,27,8,19,→ 0,0
2,FoxBrush,1066,6,5,1,83.3%,22,10,12,→ 0,+17
3,UnicornSting,1034,4,3,1,75.0%,14,7,7,→ 0,0
4,KnightMail,1025,1,1,0,100.0%,5,0,5,→ 0,0
5,CobaltDragoon,1019,3,2,1,66.7%,12,7,5,→ 0,0
6,CerberusFlame,1016,1,1,0,100.0%,4,1,3,→ 0,0
7,DranSword,1012,5,3,2,60.0%,16,15,1,→ 0,0
8,WizardRod,1011,5,3,2,60.0%,15,16,-1,→ 0,0
9,GolemRock,1009,3,2,1,66.7%,8,6,2,→ 0,0
10,TuskMammoth,1008,3,2,1,66.7%,9,8,1,→ 0,0
11,SilverWolf,1006,2,1,1,50.0%,7,5,2,→ 0,0
12,HellsChain,1005,2,1,1,50.0%,8,7,1,→ 0,0
13,DranDagger,1002,2,1,1,50.0%,5,4,1,→ 0,0
14,BlackShell,1002,2,1,1,50.0%,4,5,-1,→ 0,0
15,ClockMirage,1000,0,0,0,0.0%,0,0,0,→ 0,0
16,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,→ 0,0
17,SharkScale,1000,0,0,0,0.0%,0,0,0,→ 0,0
18,BrachioWhip,1000,0,0,0,0.0%,0,0,0,→ 0,0
19,CobaltDrake,1000,0,0,0,0.0%,0,0,0,→ 0,0
20,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,→ 0,0
21,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,→ 0,0
22,WyvernHover,1000,0,0,0,0.0%,0,0,0,→ 0,0
23,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,→ 0,0
24,WhaleFlame,1000,0,0,0,0.0%,0,0,0,→ 0,0
25,WolfHunt,1000,0,0,0,0.0%,0,0,0,→ 0,0
26,HellsBrave,1000,0,0,0,0.0%,0,0,0,▲ 1,0
27,SolEclipse,1000,0,0,0,0.0%,0,0,0,▲ 1,0
28,GhostCircle,1000,0,0,0,0.0%,0,0,0,▲ 1,0
29,BulletGriffon,1000,0,0,0,0.0%,0,0,0,▲ 1,0
30,DranStrike,1000,0,0,0,0.0%,0,0,0,▲ 1,0
31,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,▲ 1,0
32,MummyCurse,1000,0,0,0,0.0%,0,0,0,▲ 1,0
33,ValkyrieVolt,1000,0,0,0,0.0%,0,0,0,▲ 1,0
34,ShelterDrake,1000,0,0,0,0.0%,0,0,0,▲ 1,0
35,EmperorMight,1000,0,0,0,0.0%,0,0,0,▲ 1,0
36,TriceraPress,1000,0,0,0,0.0%,0,0,0,▲ 1,0
37,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,▲ 1,0
38,DranBrave,999,2,1,1,50.0%,7,7,0,▲ 1,0
39,WeissTiger,998,3,1,2,33.3%,10,8,2,▲ 1,0
40,ViperTail,997,2,1,1,50.0%,6,7,-1,▲ 1,0
41,PhoenixRudder,996,4,2,2,50.0%,11,13,-2,▲ 1,0
42,PhoenixWing,991,4,2,2,50.0%,11,15,-4,▲ 1,0
43,HellsHammer,987,1,0,1,0.0%,3,4,-1,▲ 1,0
44,WizardArrow,987,1,0,1,0.0%,3,4,-1,▲ 1,0
45,SamuraiSaber,986,1,0,1,0.0%,2,4,-2,▲ 1,0
46,HellsReaper,986,1,0,1,0.0%,2,4,-2,▲ 1,0
47,ScorpioSpear,986,1,0,1,0.0%,2,4,-2,▲ 1,0
48,PerseusDark,983,3,1,2,33.3%,7,9,-2,▲ 1,0
49,PegasusBlast,983,1,0,1,0.0%,0,4,-4,▼ 23,-17
50,TyrannoBeat,982,3,1,2,33.3%,7,11,-4,→ 0,0
51,RhinoReaper,980,1,0,1,0.0%,0,4,-4,→ 0,0
52,CrimsonGaruda,980,1,0,1,0.0%,0,4,-4,→ 0,0
53,LeonClaw,980,1,0,1,0.0%,0,4,-4,→ 0,0
54,SharkEdge,976,1,0,1,0.0%,0,5,-5,→ 0,0
55,DranBuster,976,1,0,1,0.0%,0,5,-5,→ 0,0
56,WhaleWave,976,1,0,1,0.0%,0,5,-5,→ 0,0
57,LeonCrest,973,2,0,2,0.0%,5,8,-3,→ 0,0
58,WizardArc,973,2,0,2,0.0%,5,9,-4,→ 0,0
