Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1140,39,27,12,69.2%,150,89,61,→ 0,0
2,HellsBrave,1135,11,10,1,90.9%,48,13,35,→ 0,0
3,ValkyrieVolt,1127,19,14,5,73.7%,68,38,30,→ 0,0
4,TuskMammoth,1124,48,33,15,68.8%,171,124,47,→ 0,0
5,FoxBrush,1099,32,22,10,68.8%,108,82,26,→ 0,0
6,SharkScale,1092,24,15,9,62.5%,89,60,29,→ 0,0
7,LeonCrest,1078,30,17,13,56.7%,95,81,14,→ 0,0
8,DranSword,1070,29,18,11,62.1%,92,78,14,→ 0,0
9,DranBrave,1060,30,18,12,60.0%,92,74,18,→ 0,0
10,CobaltDragoon,1054,28,16,12,57.1%,91,71,20,→ 0,0
11,ScorpioSpear,1050,30,16,14,53.3%,89,84,5,→ 0,0
12,GolemRock,1038,34,18,16,52.9%,98,88,10,→ 0,0
13,SilverWolf,1037,24,13,11,54.2%,74,63,11,→ 0,0
14,WeissTiger,1032,27,15,12,55.6%,80,71,9,→ 0,0
15,HellsChain,1032,26,14,12,53.8%,80,66,14,→ 0,0
16,ViperTail,1032,26,13,13,50.0%,76,71,5,→ 0,0
17,CerberusFlame,1032,33,17,16,51.5%,91,89,2,→ 0,0
18,TyrannoRoar,1021,7,5,2,71.4%,24,14,10,→ 0,0
19,PerseusDark,1018,26,14,12,53.8%,73,70,3,→ 0,0
20,LeonClaw,1014,24,13,11,54.2%,73,70,3,→ 0,0
21,KnightMail,1011,30,14,16,46.7%,83,83,0,→ 0,0
22,PhoenixRudder,1005,19,10,9,52.6%,51,54,-3,▲ 14,+12
23,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,▼ 1,0
24,BrachioWhip,1000,0,0,0,0.0%,0,0,0,▼ 1,0
25,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,▼ 1,0
26,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,▼ 1,0
27,GhostCircle,1000,0,0,0,0.0%,0,0,0,▼ 1,0
28,BulletGriffon,1000,0,0,0,0.0%,0,0,0,▼ 1,0
29,DranStrike,1000,0,0,0,0.0%,0,0,0,▼ 1,0
30,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,▼ 1,0
31,MummyCurse,1000,0,0,0,0.0%,0,0,0,▼ 1,0
32,ShelterDrake,1000,0,0,0,0.0%,0,0,0,▼ 1,0
33,TriceraPress,1000,0,0,0,0.0%,0,0,0,▼ 1,0
34,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,▼ 1,0
35,HellsReaper,999,26,12,14,46.2%,76,72,4,▼ 1,0
36,RhinoReaper,993,26,12,14,46.2%,82,85,-3,▲ 1,0
37,WolfHunt,993,11,6,5,54.5%,28,29,-1,▲ 1,0
38,CrimsonGaruda,980,25,11,14,44.0%,67,76,-9,▲ 1,0
39,WizardArc,980,17,8,9,47.1%,46,50,-4,▼ 4,-15
40,SharkEdge,974,29,13,16,44.8%,77,92,-15,→ 0,0
41,CobaltDrake,972,16,6,10,37.5%,44,54,-10,→ 0,0
42,UnicornSting,967,23,10,13,43.5%,60,69,-9,→ 0,0
43,PhoenixWing,966,28,12,16,42.9%,69,94,-25,→ 0,0
44,ClockMirage,963,7,3,4,42.9%,15,23,-8,→ 0,0
45,HellsHammer,957,15,6,9,40.0%,37,50,-13,→ 0,0
46,EmperorMight,952,8,2,6,25.0%,14,24,-10,→ 0,0
47,WyvernHover,946,15,5,10,33.3%,33,47,-14,→ 0,0
48,WhaleWave,941,24,9,15,37.5%,54,79,-25,→ 0,0
49,DranDagger,940,27,10,17,37.0%,68,92,-24,→ 0,0
50,SolEclipse,935,24,8,16,33.3%,62,84,-22,→ 0,0
51,PegasusBlast,932,10,3,7,30.0%,22,35,-13,→ 0,0
52,WhaleFlame,930,8,2,6,25.0%,13,29,-16,→ 0,0
53,DranBuster,925,12,3,9,25.0%,24,41,-17,→ 0,0
54,BlackShell,911,12,3,9,25.0%,17,42,-25,→ 0,0
55,WizardRod,911,24,8,16,33.3%,53,82,-29,→ 0,0
56,WizardArrow,890,9,1,8,11.1%,15,33,-18,→ 0,0
57,TyrannoBeat,879,12,2,10,16.7%,18,45,-27,→ 0,0
58,SamuraiSaber,832,10,0,10,0.0%,11,41,-30,→ 0,0
