Platz,Name,ELO,Spiele,Siege,Niederlagen,Winrate,Gewonnene Punkte,Verlorene Punkte,Differenz,Positionsdelta,ELOdelta
1,ImpactDrake,1121,6,6,0,100.0%,27,8,19,→ 0,+10
2,FoxBrush,1049,5,4,1,80.0%,18,10,8,→ 0,0
3,DranSword,1031,4,3,1,75.0%,15,11,4,→ 0,0
4,WizardRod,1027,4,3,1,75.0%,13,11,2,→ 0,0
5,UnicornSting,1018,3,2,1,66.7%,9,5,4,→ 0,0
6,PhoenixRudder,1013,3,2,1,66.7%,10,9,1,→ 0,0
7,TuskMammoth,1008,3,2,1,66.7%,9,8,1,→ 0,0
8,PerseusDark,1007,2,1,1,50.0%,7,4,3,→ 0,0
9,CobaltDragoon,1007,2,1,1,50.0%,7,4,3,→ 0,0
10,PhoenixWing,1007,3,2,1,66.7%,8,9,-1,→ 0,0
11,DranDagger,1002,2,1,1,50.0%,5,4,1,▲ 1,0
12,ClockMirage,1000,0,0,0,0.0%,0,0,0,▲ 1,0
13,MeteorDragoon,1000,0,0,0,0.0%,0,0,0,▲ 1,0
14,CerberusFlame,1000,0,0,0,0.0%,0,0,0,▲ 1,0
15,SharkScale,1000,0,0,0,0.0%,0,0,0,▲ 1,0
16,BrachioWhip,1000,0,0,0,0.0%,0,0,0,▲ 1,0
17,CobaltDrake,1000,0,0,0,0.0%,0,0,0,▲ 1,0
18,TyrannoRoar,1000,0,0,0,0.0%,0,0,0,▲ 1,0
19,SamuraiSteel,1000,0,0,0,0.0%,0,0,0,▲ 1,0
20,WyvernHover,1000,0,0,0,0.0%,0,0,0,▲ 1,0
21,BahamutBlitz,1000,0,0,0,0.0%,0,0,0,▲ 1,0
22,WhaleFlame,1000,0,0,0,0.0%,0,0,0,▲ 1,0
23,WolfHunt,1000,0,0,0,0.0%,0,0,0,▲ 1,0
24,PegasusBlast,1000,0,0,0,0.0%,0,0,0,▲ 1,0
25,HellsBrave,1000,0,0,0,0.0%,0,0,0,▲ 1,0
26,SolEclipse,1000,0,0,0,0.0%,0,0,0,▲ 1,0
27,GhostCircle,1000,0,0,0,0.0%,0,0,0,▲ 1,0
28,BulletGriffon,1000,0,0,0,0.0%,0,0,0,▲ 1,0
29,DranStrike,1000,0,0,0,0.0%,0,0,0,▲ 1,0
30,PhoenixFlare,1000,0,0,0,0.0%,0,0,0,▲ 1,0
31,MummyCurse,1000,0,0,0,0.0%,0,0,0,▲ 1,0
32,ValkyrieVolt,1000,0,0,0,0.0%,0,0,0,▲ 1,0
33,ShelterDrake,1000,0,0,0,0.0%,0,0,0,▲ 1,0
34,EmperorMight,1000,0,0,0,0.0%,0,0,0,▲ 1,0
35,TriceraPress,1000,0,0,0,0.0%,0,0,0,▲ 1,0
36,KnightMail,1000,0,0,0,0.0%,0,0,0,▲ 1,0
37,SamuraiCalibur,1000,0,0,0,0.0%,0,0,0,▲ 1,0
38,DranBrave,999,2,1,1,50.0%,7,7,0,▲ 1,0
39,WeissTiger,998,3,1,2,33.3%,10,8,2,▼ 28,-7
40,TyrannoBeat,997,2,1,1,50.0%,6,7,-1,→ 0,0
41,GolemRock,997,2,1,1,50.0%,4,4,0,→ 0,0
42,ViperTail,997,2,1,1,50.0%,6,7,-1,→ 0,0
43,SilverWolf,987,1,0,1,0.0%,3,4,-1,→ 0,0
44,HellsHammer,987,1,0,1,0.0%,3,4,-1,→ 0,0
45,WizardArrow,987,1,0,1,0.0%,3,4,-1,→ 0,0
46,LeonCrest,987,1,0,1,0.0%,3,4,-1,→ 0,0
47,HellsChain,986,1,0,1,0.0%,2,4,-2,→ 0,0
48,SamuraiSaber,986,1,0,1,0.0%,2,4,-2,→ 0,0
49,WizardArc,986,1,0,1,0.0%,2,4,-2,→ 0,0
50,HellsReaper,986,1,0,1,0.0%,2,4,-2,→ 0,0
51,ScorpioSpear,986,1,0,1,0.0%,2,4,-2,→ 0,0
52,RhinoReaper,980,1,0,1,0.0%,0,4,-4,→ 0,0
53,CrimsonGaruda,980,1,0,1,0.0%,0,4,-4,→ 0,0
54,LeonClaw,980,1,0,1,0.0%,0,4,-4,→ 0,0
55,BlackShell,980,1,0,1,0.0%,0,4,-4,→ 0,0
56,SharkEdge,976,1,0,1,0.0%,0,5,-5,→ 0,0
57,DranBuster,976,1,0,1,0.0%,0,5,-5,→ 0,0
58,WhaleWave,976,1,0,1,0.0%,0,5,-5,→ 0,0
